EIN,NAME,STREET,CITY,STATE,ZIP,INCOME_AMT,ASSET_AMT
931018684,PORTLAND-KAOHSIUNG SISTER CITY ASSOCIATION,2327 NW 160TH AVE,BEAVERTON,OR,97006-7650,159211,265790
911764112,POWELL BOULEVARD APARTMENTS INC,4150 SW MOODY AVE,PORTLAND,OR,97239-4417,159173,1408854
931110588,PENDLETON PREGNANCY CARE SERVICES INC,311 SE DORION AVE,PENDLETON,OR,97801-2529,159025,166263
931255892,FORT KLAMATH CRITICAL HABITAT LANDOWNERS INC,PO BOX 503,FORT KLAMATH,OR,97626-0503,158962,298755
911821854,UPPER ROGUE LODGE NO 2480 LOYAL ORDER OF MOOSE,PO BOX 1580,SHADY COVE,OR,97539-1580,158854,42627
710922164,CRISIS CHAPLAINCY SERVICES,1756 22ND ST SE,SALEM,OR,97302-1255,158628,43235
930796867,STAYTON HIGH SCHOOL EAGLES BOOSTER CLUB INC,PO BOX 111,STAYTON,OR,97383-0111,158544,35617
930814835,OREGON SOCIETY OF PHYSICIAN ASSISTANTS,PO BOX 55214,PORTLAND,OR,97238-5214,158491,148573
330560224,ADVENTIST TODAY FOUNDATION,PO BOX 683,MILTON FRWTR,OR,97862-0683,158467,88113
931001389,CEDAR CORPORATION,4585 SW 185TH AVE,BEAVERTON,OR,97078-1557,158414,378738
936031780,LANE COUNTY FARM BUREAU,235 TAMARA ST,JUNCTION CITY,OR,97448-3902,158245,188438
936040900,BAY AREA SENIOR ACTIVITY CENTER INC,PO BOX 117,COOS BAY,OR,97420-0010,158179,336596
465268593,PROJECT LIVING HOPE,632 W MAPLE ST,STAYTON,OR,97383-2247,158160,274327
272521608,POLISH FESTIVAL,3832 N INTERSTATE AVE,PORTLAND,OR,97227-1110,158144,83571
840796515,PUBLISHERS ASSOCIATION OF THE WEST INC,17501 HILL WAY,LAKE OSWEGO,OR,97035-5413,158106,38009
931290953,OREGON COAST COMMUNITY COLLEGE FOUNDATION,400 SE COLLEGE WAY,NEWPORT,OR,97366-4100,158096,1311432
930916571,MID-COLUMBIA SENIOR CENTER INC,1112 W 9TH ST,THE DALLES,OR,97058-1010,157998,738334
812174742,SAFETY COMPASS,PO BOX 551,SILVERTON,OR,97381-0551,157651,44675
931043526,WEST LINN WILSONVILLE YOUTH BASKETBALL ASSOCIATION,PO BOX 511,WEST LINN,OR,97068-0511,157570,71681
202738888,MULTNOMA BAR FOUNDATION,620 SW 5TH AVE STE 1220,PORTLAND,OR,97204-1432,157471,343080
454999599,PARKROSE NPI,11036 NE SANDY BLVD,PORTLAND,OR,97220-2552,157468,21976
510137543,TRI-CITY SPRAY & NEUTERING ASSN,PO BOX 149,SEASIDE,OR,97138-0149,157308,303099
205092779,SAFEBUILD ALLIANCE,3463 SW BINFORD WAY,GRESHAM,OR,97080-8527,157254,63820
930349073,CANBY CHAMBER OF COMMERCE,PO BOX 35,CANBY,OR,97013-0035,157229,40245
930854225,REEDVILLE BASEBALL INC,PO BOX 5932,ALOHA,OR,97006-0932,157144,91394
480983789,NATIONAL ORGANIZATION FOR HUMAN SERVICE EDUCATION,147 SE 102ND AVE,PORTLAND,OR,97216-2703,157044,122228
260733729,GIVE A LITTLE,PO BOX 232,MCMINNVILLE,OR,97128-0232,156978,286850
930780300,ROGUE RIVER COMMUNITY CENTER,PO BOX 295,ROGUE RIVER,OR,97537-0295,156947,362402
930599455,PORSCHE CLUB OF AMERICA OREGON REGION,PO BOX 25104,PORTLAND,OR,97298-0104,156928,165512
911848275,REFIT - REMODELING FOR INDEPENDENCE TOGETHER,PO BOX 8353,PORTLAND,OR,97207-8353,156863,51216
931224469,WATT BROTHERS SCHOLARS TRUST,PO BOX 999,TILLAMOOK,OR,97141-0999,156756,1237260
930404930,KAPPA DELTA SORORITY,305 NW 25TH ST,CORVALLIS,OR,97330-5412,156582,177135
931128460,MUSIC ON THE HALF SHELL,PO BOX 2010,ROSEBURG,OR,97470-0440,156420,137851
471643310,BENEFIT FOR THE BASIN,6510 SOUTH 6TH ST SUITE 130,KLAMATH FALLS,OR,97603-7112,156251,29885
931274620,JACQUELINE RAYOT OLSSON CHARITABLE FOUNDATION,2165 SW MAIN STREET STE 101,PORTLAND,OR,97205-1173,156042,669700
931000906,YOUTH SYMPHONY OF SOUTHERN OREGON,PO BOX 4291,MEDFORD,OR,97501-0163,155747,163762
814115382,SEEK CHANGE,240 N BROADWAY STE 308,PORTLAND,OR,97227-1881,155578,113472
931015776,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,PO BOX 1941,GRESHAM,OR,97030-0576,155565,165821
936039287,PTA OREGON CONGRESS,2732 NE FREMONT ST,PORTLAND,OR,97212-2542,155563,63059
936033818,RIM ROCK RIDERS,17037 SW ALFALFA RD,POWELL BUTTE,OR,97753-1612,155507,1220450
454058053,PORTLAND CENTER FOR THE MEDIA ARTS,519 SW PARK AVE STE 420,PORTLAND,OR,97205-3205,155482,17391
943260016,RVM BEND II HOUSING CORPORATION,ONE WEST MAIN STREET,MEDFORD,OR,97501-2796,155469,1130498
930697308,UMPQUA VALLEY HOME BUILDERS ASSOCIATION INC,3000 NW STEWART PKWY STE 206,ROSEBURG,OR,97471-1651,155315,62304
930327439,SILVERTON CHAMBER OF COMMERCE,PO BOX 257,SILVERTON,OR,97381-0257,155107,30545
943150636,WILLAMETTE MASTER CHORUS,410 MILL ST SE UNIT 585,SALEM,OR,97308-0820,155106,134770
930653280,FOREST GROVE SWIM CLUB INC,PO BOX 242,FOREST GROVE,OR,97116-0242,155021,6402
680474912,BIRANKAI INTERNATIONAL,PO BOX 1057,ASHLAND,OR,97520-0063,155013,101036
911151879,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,33838 E RIVER DR UNIT 43,CRESWELL,OR,97426-9320,154961,583731
464451422,ICANNWIKI,21370 SW LANGER FARMS PARKWAY,SHERWOOD,OR,97140-9137,154880,60618
453139608,SAE SERVICES INC,4028 NW LIVE OAK PL,CORVALLIS,OR,97330-3391,154229,1669061
936031592,MT ANGEL CHAMBER OF COMMERCE,PO BOX 221,MOUNT ANGEL,OR,97362-0221,154173,81888
476650627,MACKENZIE ENGINEERING INC VEBA TR,1515 SE WATER AVE STE 100,PORTLAND,OR,97214-3487,154121,493203
930256409,DESCHUTES CLUB,888 SW 5TH AVE STE 800,PORTLAND,OR,97204-2066,154109,1681851
931235321,ROTARY INTERNATIONAL,1102 N SPRINGBROOK ROAD BOX 103,NEWBERG,OR,97132-2007,153892,92202
936032682,CHAMBER OF COMMERCE OF SUTHERLIN OREG,PO BOX 1404,SUTHERLIN,OR,97479-1404,153564,81206
930383321,SOUTHERN OREGON HISTORICAL SOCIETY,106 N CENTRAL AVE,MEDFORD,OR,97501-5926,153519,1174504
352545065,ANDERSON FAMILY FOUNDATION,180 COMMERCIAL ST NE STE 11,SALEM,OR,97301-3486,153139,862357
30464922,NOEL C NELSON AND CHILDREN FOUNDATION,6400 SE LAKE RD STE 150,MILWAUKIE,OR,97222-2189,153019,482900
311587420,RVM ROSEBURG II HOUSING CORPORATION,ONE WEST MAIN STREET,MEDFORD,OR,97501-2796,152929,1328838
911923482,AFFILIATED TRIBES OF NORTHWEST INDIANS-ECONOMIC DEVELOPMENT CORP,6636 NE SANDY BLVD,PORTLAND,OR,97213-5250,152769,746117
931158219,GARY M ANDERSON CHILDRENS FOUNDATION,111 SW 5TH AVE STE 1500,PORTLAND,OR,97204-3619,152612,679823
930320709,NYSSA-NAMPA SUGARBEET GROWERS ASSOCIATION,PO BOX 2723,NYSSA,OR,97913-0723,152515,196503
472713987,ALLIANCE FOR LOW INPUT SUSTAINABLE TURF,2892 HOWELL PRAIRIE RD NE,SALEM,OR,97305-9655,152500,105351
330715197,ORDO TEMPLI ORIENTIS U S A,4110 SE HAWTHORNE BLVD,PORTLAND,OR,97214-5246,152493,101399
473125530,ALBERTA ABBEY FOUNDATION,126 NE ALBERTA ST STE 205,PORTLAND,OR,97211-2665,152086,31486
930778179,MCMINNVILLE SWIM CLUB INC,PO BOX 314,MCMINNVILLE,OR,97128-0314,151903,25515
830330168,TOUCHMARK FOUNDATION,5150 SW GRIFFITH DR,BEAVERTON,OR,97005-2935,151615,288380
930229514,OREGON 4-H FOUNDATION,1815 NW 169TH PLACE,BEAVERTON,OR,97006-7329,151570,82392
936031715,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,1212 SW SIMPSON AVE,BEND,OR,97702-3191,151368,219938
931178086,YAMHILL COUNTY CASA PROGRAM,638 NE 5TH ST,MCMINNVILLE,OR,97128-4507,151285,54649
930704991,PONDEROSA PINES WATER COMPANY,53299 PONDEROSA WAY,LA PINE,OR,97739-9442,151187,564772
911744259,CORRIM CONSORTIUM FOR RESEARCH ON RENEWABLE INDUSTRIAL MATERIALS,PO BOX 2432,CORVALLIS,OR,97339-2432,150998,982591
264687871,WASCO COUNTY YOUTH LIVESTOCK AUCTION,PO BOX 6,DUFUR,OR,97021-0006,150910,7677
311715321,RVM MYRTLE CREEK II HOUSING CORPORATION,ONE WEST MAIN STREET,MEDFORD,OR,97501-2796,150734,1241617
930646402,KLAMATH COUNTY ASSOCIATION OF REALTORS,3815 S 6TH ST SUITE 152,KLAMATH FALLS,OR,97603-4759,150621,158782
931271808,OREGON EVERGREEN CHAPTER YOUNG PRESIDENTS ORGANIZATION,5434 RIVER RD N 183,KEIZER,OR,97303-4429,150602,101527
953486766,CALIFORNIA SOCIETY OF ALLERGY AND CLINICAL IMMUNOLOGY,4804 NW BETHANY BLVD STE I2 # 265,PORTLAND,OR,97229-9195,150593,248293
931277874,BHCS AN OREGON NON-PROFIT CORPORATION,18881 CORNETT ROAD 1,BROOKINGS,OR,97415-9166,150566,5896
911770148,ART IN THE PEARL INC,PO BOX 5906,PORTLAND,OR,97228-5906,150487,83365
710916370,HOUSE OF HOPE MINISTRIES,PO BOX 5608,BEND,OR,97708-5608,150403,1383
472189863,HIGH DESERT SHOOTING SPORTS FOUNDATION,PO BOX 1864,REDMOND,OR,97756-0541,150350,1171815
931068087,PLEASANT HILL FOUNDATION,PO BOX 636,PLEASANT HILL,OR,97455-0636,150232,176088
474417880,LAKEVIEW COMMUNITY PARTNERSHIP,PO BOX 213,LAKEVIEW,OR,97630-0008,150212,151162
810762712,ELKHORN DEFENDERS,206 S HUMBOLT ST,CANYON CITY,OR,97820-6114,150004,14972
311082256,FRIENDS OF JOSEPHINE COUNTY SEARCH & RESCUE,PO BOX 814,GRANTS PASS,OR,97528-0069,149955,449779
931158976,GEARHART VOLUNTEER FIRE DEPARTMENT,PO BOX 2530,GEARHART,OR,97138-2530,149911,321624
208809195,EMERALD CITY ROLLER GIRLS,1292 HIGH ST PMB 153,EUGENE,OR,97401-3238,149893,67708
261328991,SOUTHERN COOS HEALTH FOUNDATION,PO BOX 1933,BANDON,OR,97411-1933,149603,203327
930477108,RHODODENDRON WATER ASSOCIATION,PO BOX 163,RHODODENDRON,OR,97049-0163,149391,905670
930587688,THEATRE IN THE GROVE,PO BOX 263,FOREST GROVE,OR,97116-0263,149298,401124
930968216,NATIONAL ASSOCIATION OF CONSUMER SHOWS INC,147 SE 102ND AVE,PORTLAND,OR,97216-2703,149217,29165
930819967,CANBY SWIM CLUB INC,PO BOX 21,CANBY,OR,97013-0021,149158,60573
930741893,RIDGEWOOD PARENT-TEACHER CO-OP,10100 SW INGLEWOOD ST,PORTLAND,OR,97225-5034,149023,118550
943077174,YOUTH RESOURCES INC,44 NE MORRIS ST,PORTLAND,OR,97212-3015,148878,907184
930556942,PORTLAND CHAMBER ORCHESTRA ASSOCIATION,PO BOX 9024,PORTLAND,OR,97207-9024,148857,77778
936032137,ALBANY CIVIC THEATER INC,PO BOX 82,ALBANY,OR,97321-0025,148806,418153
260027317,HERON INSTITUTE,PO BOX 70,CORBETT,OR,97019-0070,148691,113608
202808129,SAUVIE ISLAND CENTER,PO BOX 10422,PORTLAND,OR,97296-0422,148669,26463
742934302,SIMPLICITY MINISTRIES,PO BOX 388,FAIRVIEW,OR,97024-0388,148483,146222
930670232,OREGON NORDIC CLUB,3368 SISKIYOU BLVD,ASHLAND,OR,97520-9143,148479,301866
930921893,BEAVERTON ROTARY FOUNDATION INC,PO BOX 385,BEAVERTON,OR,97075-0385,148374,849505
472354839,HISTORIC HILLSBORO DOWNTOWN PARTNERSHIP,238 SE 2ND AVE,HILLSBORO,OR,97123-4017,148371,84706
270568541,CERIMON HOUSE,5131 NE 23RD AVE,PORTLAND,OR,97211-5622,148229,801258
202683560,SAINT ALPHONSUS FOUNDATION-ONTARIO INC,351 SW 9TH ST,ONTARIO,OR,97914-2639,148132,318720
930155562,DISABLED AMERICAN VETERANS,2960 MAYWOOD DR UNIT 10,KLAMATH FALLS,OR,97603-4567,148100,264217
936030969,ALUMNI ASSOCIATION OF ALPHA SIGMA CHAPTER OF ALPHA TAU OMEGA,1022 NW MARSHALL ST UNIT 490,PORTLAND,OR,97209-2989,147854,449310
363993400,BERTRAM W COLTMAN JR FOUNDATION,1823 NW AVONDALE CT,PORTLAND,OR,97229-9355,147766,349312
460855296,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,PO BOX 51383,EUGENE,OR,97405-0907,147765,32050
811423056,SAFARI PROFESSIONALS OF THE AMERICAS,3945 SW WAPATO AVE,PORTLAND,OR,97239-1412,147743,173937
61709222,OREGON BUSINESS & INDUSTRY ASSOCIATION RESEARCH AND EDUCATION,1149 COURT ST NE,SALEM,OR,97301-4030,147714,147167
931195546,KUKATONON,PO BOX 13103,PORTLAND,OR,97213-0103,147666,26904
463051054,NORTHWEST CHICKEN COUNCIL,888 SW 5TH AVE STE 1600,PORTLAND,OR,97204-2030,147500,117780
465064866,HAZELWOOD OUTDOOR KINDERGARTEN,833 W 27TH AVE,EUGENE,OR,97405-2540,147496,36289
473527156,HERD U NEEDED A HOME RESCUE,39042 CLOVER FLAT RD,PAISLEY,OR,97636-9727,147457,14064
930852914,ROTARY INTERNATIONAL,643 UNION STREET NE,SALEM,OR,97301-2494,147372,0
202344144,RENAISSANCE COURT INC,2740 SE POWELL BLVD STE 5,PORTLAND,OR,97202-2069,147350,2810019
930659481,OREGON STATE SOCIETY OF ANESTHESIOLOGISTS INC,4110 SE HAWTHORNE BLVD NO 184,PORTLAND,OR,97214-5246,147334,230245
943027883,CANNON BEACH ARTS ASSOCIATION INCORPORATED,PO BOX 684,CANNON BEACH,OR,97110-0684,147299,37678
943191447,RVM EAGLE POINT HOUSING CORPORATION,ONE WEST MAIN STREET,MEDFORD,OR,97501-2796,147262,296395
911786058,BLACK SHEEP GATHERING INC,PO BOX 51092,EUGENE,OR,97405-0902,147194,45882
311662259,RVM GRANTS PASS II HOUSING CORPORATION,ONE WEST MAIN STREET,MEDFORD,OR,97501-2796,147166,1203943
911803102,STEVEN MCGEADY FOUNDATION,2229 NE THOMPSON ST,PORTLAND,OR,97212-4802,147083,931799
461829800,DISCOVER COURAGE,56531 JUNIPER FLAT RD,MAUPIN,OR,97037-9154,147083,161342
320399394,SHERIDAN MUSEUM OF HISTORY,PO BOX 652,SHERIDAN,OR,97378-0652,147049,155848
371534151,THE GEEZER GALLERY,049 SW PORTER ST,PORTLAND,OR,97201-4848,146790,22271
205741162,SCUOLA ITALIANA DI PORTLAND,PO BOX 6507,PORTLAND,OR,97228-6507,146621,50100
931232566,CLATSOP CASA PROGRAM INC,PO BOX 514,ASTORIA,OR,97103-0514,146360,162253
611552309,REDMOND SPORTS FEDERATION,PO BOX 1508,REDMOND,OR,97756-0500,146299,62348
475622033,PEAR BLOSSOM FESTIVAL ASSOCIATION INC,PO BOX 335,MEDFORD,OR,97501-0023,146167,45475
930998620,SOUTHERN OREGON MUSIC FESTIVAL,PO BOX 1830,JACKSONVILLE,OR,97530-1830,146104,21526
452697899,SHAKING THE TREE,823 SE GRANT ST,PORTLAND,OR,97214-4524,145964,2160
383808939,COOS BAY BOAT BUILDING CENTER,PO BOX 3580,COOS BAY,OR,97420-0420,145794,14608
900408573,WEST LINN HIGH SCHOOL BASEBALL ALUMNI ASSOCIATION INC,1712 JOSEPH FIELDS ST,WEST LINN,OR,97068-4682,145648,46452
931233605,CLACKAMAS FIRE AND EMERGENCY MEDICAL FOUNDATION,11300 SE FULLER RD,MILWAUKIE,OR,97222-1124,145599,208684
331069687,FRIENDS OF HAYSTACK ROCK,PO BOX 1222,CANNON BEACH,OR,97110-1222,145490,149394
470927318,EASTERN OREGON REGIONAL THEATER INC,2101 MAIN STREET,BAKER CITY,OR,97814-2621,145261,330734
931141304,ESTHER HONEY FOUNDATION INC,2010 ASH LN SE,JEFFERSON,OR,97352-9700,145260,75014
271850784,OREGON STATE HOSPITAL MUSEUM OF MENTAL HEALTH,480 CHURCH ST SE,SALEM,OR,97301-3769,145109,207701
263413764,FIRST FRUITS FOUNDATION,PO BOX 2744,EUGENE,OR,97402-0277,145038,288675
300468254,OPPORTUNITY KNOCKS,705 SW BONNETT WAY 1000,BEND,OR,97702-1046,145036,27514
931307301,FOURNIER FAMILY FOUNDATION,18670 MACALPINE LOOP,BEND,OR,97702-9366,144824,760461
204944364,STEPPING FORWARD MINISTRIES,PO BOX 20065,SALEM,OR,97307-0065,144587,2181
200905821,LOVE IN THE NAME OF CHRIST,PO BOX 2378,OREGON CITY,OR,97045-0207,144574,74478
204173622,UNIVERSITY OF TASMANIA FOUNDATIONUSA,PO BOX 51211,EUGENE,OR,97405-0904,144438,15795
943055803,KEX KIDS FUND INC,13333 SW 68TH PKWY STE 310,TIGARD,OR,97223-9354,144389,475253
237174336,FOUNDATION OF THE ROTARY CLUB OF EAST PORTLAND,PO BOX 14664,PORTLAND,OR,97293-0664,144362,694550
936021614,SIGMA NU FRATERNITY,94841 ELK RIVER RD,PORT ORFORD,OR,97465-9588,144291,297192
473730290,LIGHT 2 THE WORLD,17675 SW FARMINGTON RD 418,ALOHA,OR,97007-3248,144264,96970
943150642,SOCO DEVELOPMENT INC,2115 ORCHARD AVE,KLAMATH FALLS,OR,97601-3260,144261,405882
731137098,GREATER APPLEGATE COMMUNITY DEVELOPMENT CORPORATION,PO BOX 335,JACKSONVILLE,OR,97530-0335,144214,83375
273389750,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,5933 NE WIN SIVERS DR STE 241,PORTLAND,OR,97220-9096,144089,116922
812970794,APANO STATEWIDE,2788 SE 82ND AVE,PORTLAND,OR,97266-1576,144078,69640
810815949,MISSIONARY CHURCH INTERNATIONAL INC,23470 SW GRAHAMS FERRY RD,SHERWOOD,OR,97140-9529,144076,109404
931327751,THE YAMHILL COUNTY AFFORDABLE HOUSING CORPORATION,135 NE DUNN PL,MCMINNVILLE,OR,97128-9081,144022,4135440
931121608,SHELLYS HOUSE INC,PO BOX 13763,SALEM,OR,97309-1763,143990,499446
930273165,ROTARY INTERNATIONAL,PO BOX 3981,SALEM,OR,97302-0981,143667,128304
930166376,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,323 N F ST,LAKEVIEW,OR,97630-1411,143617,145841
264790198,DALE EBEL MINISTRIES,6273 HAVERHILL CT,WEST LINN,OR,97068-4911,143565,132085
931306314,JUNIOR BASEBALL OF OREGON-SHERWOOD,PO BOX 605,SHERWOOD,OR,97140-0605,143206,55984
931316927,SOCIETY FOR NAMAGEMENT INFORMATION SYSTEMS,5125 SE 38TH AVE,PORTLAND,OR,97202-4203,143152,136004
930890225,MT HOOD SPECIAL HOUSING INC,PO BOX 9275,PORTLAND,OR,97207-9275,143000,634183
205390859,CITY CLUB OF CENTRAL OREGON,70 SW CENTURY DR STE 100 # 359,BEND,OR,97702-3558,142824,68514
930824903,COOS BAY DOWNTOWN ASSOCIATION,320 CENTRAL AVE STE 410,COOS BAY,OR,97420-2241,142802,92143
270122491,SALEM HOUSE OF PRAYER,PO BOX 13502,SALEM,OR,97309-1502,142557,153149
936030170,OBSIDIANS INC,PO BOX 51510,EUGENE,OR,97405-0909,142440,579774
460958790,HUMAN ACCESS PROJECT,707 SW WASHINGTON ST STE 1500,PORTLAND,OR,97205-3532,142426,99574
931044679,CASCADE COMMUNITY DEVELOPMENT,415 NE NORTON,BEND,OR,97701-4312,142412,2045373
272430848,ASD OREGON,11053 SE RED ROSE CT,HAPPY VALLEY,OR,97086-6098,142280,49666
263156482,OUTBACK RETIREMENT CENTER INC,PO BOX 321,CHRISTMAS VLY,OR,97641-0321,142258,588755
204235740,ROMAN CATHOLIC WOMENPRIESTS - USA,10536 SW 14TH DR,PORTLAND,OR,97219-6467,142173,233464
481268855,FRIENDS OF THE STRAUB ENVIRONMENTAL LEARNING CENTER,PO BOX 12363,SALEM,OR,97309-0363,142167,306722
521434437,THE OREGON ASSOCIATION OF CHRISTIAN WRITERS,1075 WILLOW LAKE RD N,KEIZER,OR,97303-5790,142059,25387
931171601,THREE WEST HOUSING,PO BOX 9275,PORTLAND,OR,97207-9275,142043,728322
462145159,WEST LINN FOOD PANTRY ORG,1683 WILLAMETTE FALLS DR,WEST LINN,OR,97068-4544,141811,92728
930902710,OREGON NARCOTICS ENFORCEMENT ASSOCIATION,PO BOX 5372,BEAVERTON,OR,97006-0372,141808,159173
453719828,EUGENE AND MARLAINA JOHNSTON CHARITABLE FOUNDATION INC,1695 OCEAN BLVD NW,COOS BAY,OR,97420-4719,141596,7948665
930853507,OREGON OLD TIME FIDDLERS ASSOC,PO BOX 117,GLIDE,OR,97443-0117,141587,148454
274094762,OREGON CITY FARMERS MARKET INC,PO BOX 2931,OREGON CITY,OR,97045-0272,141533,107814
930295895,THETA CHI FRATERNITY INC,647 W 23RD AVE,EUGENE,OR,97405-2428,141493,1
931281073,WM ANNEN FAMILY FOUNDATION,PO BOX 801,MOUNT ANGEL,OR,97362-0801,141484,1574979
412190889,OREGON SCHOOL FOOD SERVICE ASSOCIATION,PO BOX 1525,LAKE OSWEGO,OR,97035-0725,141440,110116
311624440,SHERWOOD EDUCATION FOUNDATION,PO BOX 1514,SHERWOOD,OR,97140-1514,141311,115841
931046652,APPRAISAL INSTITUTE,PO BOX 573,SALEM,OR,97308-0573,140898,143633
930833620,NORTH LAKE COUNTY EMERGENCY MEDICAL SERVICE INC,PO BOX 423,CHRISTMAS VLY,OR,97641-0423,140858,553786
203507294,B-17 ALLIANCE FOUNDATION,13515 SE MCLOUGHLIN BLVD,MILWAUKIE,OR,97222-7134,140849,191546
132928910,AMERICAN HOLSTEINER HORSE ASSOC INC,25195 SW PARKWAY AVE STE 201,WILSONVILLE,OR,97070-9689,140811,73220
911768637,COLLEGE MANOR ASSOCIATES INC,13819 SE MCLOUGHLIN BLVD,MILWAUKIE,OR,97222-7161,140742,605644
474907219,FRANZ BAKERY FOUNDATION,315 NE 10TH AVE,PORTLAND,OR,97232-2712,140500,256562
208790449,COLUMBIA RIVER MARITIME MUSEUM ENDOWMENT TR,1792 MARINE DR,ASTORIA,OR,97103-3525,140497,2298588
931102215,REBEL ATHLETIC FOUNDATION INC,PO BOX 1009,ALBANY,OR,97321-0384,140474,103758
936034012,MAIN STREET COWBOYS,PO BOX 1002,PENDLETON,OR,97801-0020,140453,105237
930701581,ACACIA FRATERNITY INCORPORATED,31100 SE JACKSON RD,GRESHAM,OR,97080-8933,140422,219273
931305219,TIM AND MARY BOYLE CHARITABLE TRUST UA 10-14-2000,PO BOX 2824,PORTLAND,OR,97208-2824,140214,996805
263316353,MILLTOWN SOCCER CLUB,2850 SW CEDAR HILLS BLVD 104,BEAVERTON,OR,97005-1354,140163,110016
208904928,HOPE ON THE HILL INC,700 NW HILL RD,MCMINNVILLE,OR,97128-9553,139970,65496
931001144,MASTERS IMAGE PRODUCTIONS,PO BOX 903,SALEM,OR,97308-0903,139556,13064
462163414,LIFEWORKS NW SOLUTIONS,14600 NW CORNELL RD,PORTLAND,OR,97229-5442,139431,7998184
930861079,INDIAN MEADOW WATER COMPANY,PO BOX 3,SISTERS,OR,97759-0003,139126,807413
943097459,TILLAMOOK ANGLERS INC,7510 TRASK RIVER RD,TILLAMOOK,OR,97141-8812,139016,888478
454692730,APPLE OF HIS EYE CHARITY,PO BOX 1592,GRESHAM,OR,97030-0517,139001,45597
471892164,SHARKEY FOUNDATION,650 FOREST ST,ASHLAND,OR,97520-3115,138912,2140686
930883883,LAKE COUNTY CRISIS CENTER,PO BOX 774,LAKEVIEW,OR,97630-0030,138889,91357
821200543,XXCELERATE,220 NW 8TH AVE,PORTLAND,OR,97209-3503,138880,15364
202936487,PURE LIFE ALLIANCE,1500 NW 167TH PL,BEAVERTON,OR,97006-7342,138355,34137
510175514,FRIENDS OF THE LAKE OSWEGO PUBLIC LIBRARY,PO BOX 100,LAKE OSWEGO,OR,97034-0100,138289,577737
930865175,PREGNANCY CARE CENTERS INC,158 SW 2ND AVE,CANBY,OR,97013-4152,138173,51709
931129694,GUILD OF OREGON WOODWORKERS,11524 SW 35TH AVE,PORTLAND,OR,97219-7545,138147,136243
204402181,APROVECHO RESEARCH CENTER,PO BOX 1175,COTTAGE GROVE,OR,97424-0050,137783,310750
930807425,HOOD RIVER SWIM TEAM INC,1603 MAY ST,HOOD RIVER,OR,97031-1350,137693,38388
930810244,LAKERIDGE JUNIOR HIGH SCHOOL PARENT CLUB,4700 JEAN RD,LAKE OSWEGO,OR,97035-7130,137653,37146
462855155,PORTLAND FILM FESTIVAL,1126 NW MARSHALL ST,PORTLAND,OR,97209-2862,137630,340
931314754,OREGON PROGRESS FORUM,333 SE 2ND AVE,PORTLAND,OR,97214-1028,137571,81519
930801532,MARION COUNTY LAW ENFORCEMENT ASSOC,1012 SW LINDEN LN,DALLAS,OR,97338-9041,137532,268007
936127035,EMPLOYERS-SHOPMENS LOCAL 516 TRAINEE TRUST FUND,11620 NE AINSWORTH CIRCLE SUITE 100,PORTLAND,OR,97220-9016,137526,603032
462428202,OREGON CONSULAR CORPS SCHOLARSHIP FUND,900 SW 5TH AVE STE 2600,PORTLAND,OR,97204-1229,137499,70522
930964130,MOLALLA YOUTH SPORTS,PO BOX 823,MOLALLA,OR,97038-0823,137320,53140
931277844,ANGELS ANONYMOUS INC,PO BOX 554,LINCOLN CITY,OR,97367-0554,137262,279276
930906775,PORTLAND-GUADALAJARA SISTER CITIES ASSOCIATION INC,PO BOX 728,PORTLAND,OR,97207-0728,137210,61710
930440992,VAN BRIMMER DITCH COMPANY,620 MAIN ST,KLAMATH FALLS,OR,97601-6008,137197,285392
930329026,OREGON STATE CHAMBER OF COMMERCE,PO BOX 12945,SALEM,OR,97309-0945,136850,63698
474752247,BANDERAS BAY CHARITIES INC,505 N TOMAHAWK ISLAND DR,PORTLAND,OR,97217-7923,136820,72782
930631567,KLAMATH BASIN BUILDERS ASSOCIATION,205 RIVERSIDE DR STE G,KLAMATH FALLS,OR,97601-4203,136493,113634
770591023,THUNDER SOFTBALL,1034 NE CREEKSEDGE DR,HILLSBORO,OR,97124-1320,136471,44540
936184488,AB MCGUIRE TRUST,93495 UPPER LOOP RD,COOS BAY,OR,97420-7440,136385,2045073
412078214,WHITE OAK FARM AND EDUCATION CENTER,PO BOX 450,WILLIAMS,OR,97544-0450,136372,606379
471362088,PARTNER LIBERIA INC,310 LINCOLN ST S,SALEM,OR,97302-5125,136304,57814
931007304,NATIONAL INSTITUTE OF GOVERNMENTAL PURCHASING INC,1118 LANCASTER DR NE PMB 430,SALEM,OR,97301-2933,136277,123658
931209647,MARION STREET APARTMENTS INC,4150 SW MOODY AVE,PORTLAND,OR,97239-4417,136118,828590
133056110,MAYFLOWER GROUP,PO BOX 942,MCMINNVILLE,OR,97128-0942,136024,220130
930575922,AIA OREGON,403 NW 11TH AVE,PORTLAND,OR,97209-2903,135989,155719
