,EIN,SEC_NAME,FRCD,SUBSECCD,TAXPER,ASSETS,INCOME,NAME,ADDRESS,CITY,STATE,NTEECONF,NTEEFINAL,NAICS,ZIP5,OUTNCCS,OUTREAS,RULEDATE,FIPS,FNDNCD,PMSA,MSA_NECH,CASSETS,CFINSRC,CTAXPER,CTOTREV,ACCPER,RANDNUM,NTEECC,NTEE1,LEVEL4,LEVEL1,NTMAJ10,MAJGRPB,LEVEL3,LEVEL2,NTMAJ12,NTMAJ5,FILER,ZFILER
1298315,800460532,,1,3,201712.0,132355.0,77500.0,INSTITUTIONAL RETIREMENT INCOME COUNCIL INC,4525 SW CONDOR AVE,PORTLAND,OR,,L22,623312.0,97239.0,IN,,201003,41051.0,3,6440.0,6442.0,,,,,12.0,0.6332668629593111,L22,L,L,PF,HU,L,HS,O,HU,HU,Y,N
1299196,800505305,,10,3,201712.0,70656.0,649824.0,FARMERS ENDING HUNGER,PO BOX 7361,SALEM,OR,,P20,624000.0,97303.0,IN,,200912,41047.0,15,7080.0,6442.0,74238.0,16eofinextract990.dat,201512.0,764773.0,12.0,0.0695284337378933,P20,P,P,PC,HU,P,HS,O,HU,HU,Y,N
1299456,800516996,,10,3,201706.0,396588.0,230509.0,INNOVATIVE CHANGES,2027 LLOYD CTR,PORTLAND,OR,,P51,624190.0,97232.0,IN,,201010,41051.0,15,6440.0,6442.0,403166.0,16eofinextract990.dat,201506.0,469457.0,6.0,0.4234628634218157,P51,P,P,PC,HU,P,HS,O,HU,HU,Y,N
1299476,800518146,,10,3,201706.0,1000273.0,1306909.0,WOODLAND CHARTER SCHOOL,PO BOX 740,MURPHY,OR,,C60,712190.0,97533.0,IN,,201110,41033.0,11,,,213508.0,core2014pc,201406.0,738439.0,6.0,0.4726194284147328,C60,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1299594,800524973,,20,3,201712.0,39755.0,1550.0,TEAM WINTER,2975 MARTINSSON LN S,SALEM,OR,,G12,813219.0,97302.0,IN,,201102,41047.0,15,7080.0,6442.0,40666.0,16eofinextractez.dat,201512.0,8236.0,12.0,0.30289944974340005,G12,G,G,PC,HE,G,ZB,S,HE,HE,Y,N
1300123,800554538,,10,3,201712.0,38467.0,292384.0,S NIPPED,132 N WASSON ST,COOS BAY,OR,,D20,813312.0,97459.0,IN,,201009,41011.0,15,,,47924.0,16eofinextract990.dat,201512.0,250303.0,12.0,0.3098430565387952,D20,D,D,PC,EN,D,EN,O,EN,OT,Y,N
1300132,800555010,,10,3,201712.0,17708.0,72478.0,STAGES PERFORMING ARTS YOUTH ACADEMY,7325 NE IMBRIE DR,HILLSBORO,OR,,A60,711100.0,97124.0,IN,,201008,41067.0,15,6440.0,6442.0,14077.0,16eofinextractez.dat,201512.0,48601.0,12.0,0.7297617346650676,A60,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1300538,800579794,,1,3,201712.0,19255.0,1245.0,JOAN VIRGIN AND ARTHUR CLEPPE FOUNDATION,4325 COMMERCE STREET,EUGENE,OR,,T20,813211.0,97402.0,IN,,201011,41039.0,4,,2400.0,,,,,12.0,0.026695416283704417,T20,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
1300994,800601286,,20,3,201712.0,11514.0,3029.0,SAVE THE RIDERS DUNES INC,69487 SHARP RD,NORTH BEND,OR,,C34,813312.0,97439.0,IN,,201303,41039.0,15,,2400.0,6186.0,16eofinextractez.dat,201512.0,4904.0,12.0,0.24166008327457825,C34,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1301085,800605662,,10,3,201712.0,54695.0,55792.0,THE JEREMY WILSON FOUNDATION,1028 SE WATER AVE STE 230,PORTLAND,OR,,P12,813219.0,97214.0,IN,,201101,41051.0,15,6440.0,6442.0,26194.0,16eofinextractez.dat,201512.0,134556.0,12.0,0.7560317504816582,P12,P,P,PC,HU,P,ZB,S,HU,HU,Y,N
1302249,800660213,,10,3,201706.0,59648.0,51033.0,GREATER YAMHILL WATERSHED COUNCIL,PO BOX 1517,MCMINNVILLE,OR,,C32,813312.0,97128.0,IN,,201112,41071.0,15,6440.0,6442.0,39071.0,16eofinextractez.dat,201506.0,17844.0,6.0,0.11107134970994036,C32,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1302644,800679409,HELPING HANDS HORSE RESCUE,10,3,201712.0,17082.0,51920.0,HELPING HANDS HORSE RESCUE AND EQUINE THERAPY INC,17250 NE LEWIS ROGERS LN,NEWBERG,OR,,D20,813312.0,97132.0,IN,,201106,41071.0,15,6440.0,6442.0,14551.0,16eofinextractez.dat,201512.0,74307.0,12.0,0.8142191648710833,D20,D,D,PC,EN,D,EN,O,EN,OT,Y,N
1303033,800702135,,10,3,201805.0,19767.0,71590.0,BEND ICE,PO BOX 65,BEND,OR,,Z99,,97709.0,IN,,201408,41017.0,15,,,1110.0,core2014pc,201412.0,2867.0,5.0,0.2872633171001465,Z99,Z,Z,PC,UN,Z,UN,O,UN,OT,Y,N
1303190,800711747,,10,3,201712.0,247357.0,234500.0,OREGON CAPITOL WATCH FOUNDATION,PO BOX 130,SUBLIMITY,OR,,R99,813311.0,97385.0,IN,,201308,41047.0,15,7080.0,6442.0,140845.0,16eofinextract990.dat,201512.0,368487.0,12.0,0.017559358418452797,R99,R,R,PC,PU,R,PB,O,PU,OT,Y,N
1303689,800742627,,20,3,201712.0,0.0,0.0,LIFE LINK RECOVERY,942 28TH ST,SPRINGFIELD,OR,,F20,621420.0,97477.0,IN,,201111,41039.0,15,,2400.0,2343.0,16eofinextractez.dat,201512.0,133917.0,12.0,0.14627094937790666,F20,F,F,PC,HE,F,HE,O,HE,HE,Y,Y
1303973,800756488,,20,3,201712.0,312.0,19589.0,BICYCLE RE-SOURCE OF BEND,2669 SE TWIN KNOLLS DRIVE,BEND,OR,,N60,713990.0,97701.0,IN,,201210,41017.0,15,,,2325.0,16eofinextractez.dat,201512.0,20515.0,12.0,0.7198611193928578,N60,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1305396,800843364,,10,3,201712.0,28120.0,70563.0,BALLET FOLKLORICO RITMO ALEGRE,PO BOX 8225,MEDFORD,OR,,A63,711120.0,97540.0,IN,,201409,41029.0,15,,4890.0,14907.0,16eofinextractez.dat,201512.0,56809.0,12.0,0.3274136107511998,A63,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1305912,800875249,,1,3,201712.0,23753187.0,17242830.0,RMF FOUNDATION,9450 SW GEMINI DR 14354,BEAVERTON,OR,,T22,813211.0,97008.0,IN,,201408,41067.0,4,6440.0,6442.0,,,,,12.0,0.05655823431178464,T22,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
1306270,800900455,TCM,10,3,201712.0,43168.0,94176.0,TIERNEY CHRISTIAN MISSION,2229 NW NICKERNUT CT,REDMOND,OR,,X20,813110.0,97756.0,IN,,201410,41017.0,15,,,48509.0,16eofinextractez.dat,201512.0,70073.0,12.0,0.3557742594557361,X20,X,X,PC,RE,X,RE,O,RE,OT,Y,N
1306791,800939282,,10,3,201712.0,5474.0,89675.0,ORCHESTRA NEXT,1430 WILLAMETTE STREET 122,EUGENE,OR,,A69,711130.0,97405.0,IN,,201506,41039.0,15,,2400.0,,,,,12.0,0.4014090619046495,A69,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1307283,806116047,FONTANA POLICE OFFICERS ASSN TTEE,10,9,201806.0,5453473.0,901107.0,FONTANA POLICE OFFICERS ASSN RETIREE MEDICAL TRUST,PO BOX 4148,PORTLAND,OR,,I0360,813920.0,97208.0,IN,,201110,41051.0,0,6440.0,6442.0,3127192.0,16eofinextract990.dat,201506.0,584397.0,6.0,0.4841654257856712,I036,I,I,O,HU,I,HS,O,HU,HU,Y,N
1309225,810421477,,1,3,201712.0,1610051.0,557663.0,PAULUS FOUNDATION INCORPORATED,21447 WATERFORD PL,WEST LINN,OR,,T20,813211.0,97068.0,IN,,198408,41005.0,4,6440.0,6442.0,,,,,12.0,0.5411517037391297,T20,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
1312156,810583065,,10,3,201706.0,384122.0,464601.0,CASA OF MARION COUNTY INC,3530 RIVER RD N,KEIZER,OR,,P12,813219.0,97301.0,IN,,200503,41047.0,15,7080.0,6442.0,80908.0,16eofinextractez.dat,201506.0,170524.0,6.0,0.3448033267755354,P12,P,P,PC,HU,P,ZB,S,HU,HU,Y,N
1312454,810603385,,10,3,201706.0,197674.0,254380.0,POLARIS DANCE COMPANY,1826 NW 18TH AVE,PORTLAND,OR,,A62,711120.0,97205.0,IN,,200311,41051.0,15,6440.0,6442.0,513985.0,16eofinextract990.dat,201506.0,181546.0,6.0,0.412798578587018,A62,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1312467,810604730,PUFFY,10,3,201712.0,102899.0,245656.0,PORTLAND ULTIMATE,PO BOX 28257,PORTLAND,OR,,O12,813219.0,97228.0,IN,,200305,41051.0,15,6440.0,6442.0,70277.0,16eofinextractez.dat,201512.0,169897.0,12.0,0.3500527123265794,O12,O,O,PC,HU,O,ZB,S,HU,HU,Y,N
1312507,810607118,,10,3,201712.0,336562.0,907851.0,LUV-A-BULL PIT BULL RESCUE,30415 LE BLEU RD,EUGENE,OR,,D20,813312.0,97405.0,IN,,200412,41039.0,16,,2400.0,131785.0,16eofinextractez.dat,201512.0,178659.0,12.0,0.4417422733397536,D20,D,D,PC,EN,D,EN,O,EN,OT,Y,N
1312533,810609831,,10,3,201712.0,45882208.0,40832172.0,COLUMBIACARE SERVICES INC,3587 HEATHROW WAY,MEDFORD,OR,,F32,621420.0,97504.0,IN,,200310,41029.0,12,,4890.0,28540274.0,16eofinextract990.dat,201512.0,23810731.0,12.0,0.09784239243450654,F32,F,F,PC,HE,F,HE,O,HE,HE,Y,N
1312534,810609839,,20,3,201712.0,4896.0,6519.0,SANDY GIRLS BASKETBALL FOUNDATION,PO BOX 751,SANDY,OR,,N62,713990.0,97055.0,IN,,200409,41005.0,15,6440.0,6442.0,7851.0,16eofinextractez.dat,201512.0,14152.0,12.0,0.8670857098024257,N62,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1312712,810622430,,10,3,201706.0,475878.0,2321350.0,PUBLIC HEALTH FOUNDATION OF COLUMBIA COUNTY,PO BOX 995,SAINT HELENS,OR,,T20,813211.0,97051.0,IN,,200405,41009.0,15,6440.0,6442.0,604856.0,16eofinextract990.dat,201506.0,1918024.0,6.0,0.6452957392030779,T20,T,T,PC,PU,T,ZC,S,PU,OT,Y,N
1312749,810624290,,20,3,201806.0,8936.0,0.0,OREGON FOUNDATION FOR VISION AWARENESS,4404 SE KING RD,MILWAUKIE,OR,,G0141,813319.0,97222.0,IN,,200405,41005.0,15,6440.0,6442.0,12052.0,core2014pc,201506.0,0.0,6.0,0.2124811494680594,G014,G,G,PC,HE,G,HE,O,HE,HE,Y,N
1312981,810641200,,10,3,201706.0,235676.0,885485.0,PROJECT ABLE,1599 STATE ST,SALEM,OR,,P50,624190.0,97301.0,IN,,200409,41047.0,15,7080.0,6442.0,460569.0,core2014pc,201506.0,824008.0,6.0,0.2651912985707377,P50,P,P,PC,HU,P,HS,O,HU,HU,Y,N
1313051,810646142,,10,3,201706.0,0.0,65624.0,SUNSET HOUSING INC,PO BOX 322,ATHENA,OR,,L20,624229.0,97813.0,IN,,200501,41059.0,15,,,0.0,16eofinextract990.dat,201512.0,89931.0,6.0,0.2298677731591009,L20,L,L,PC,HU,L,HS,O,HU,HU,Y,N
1313115,810650183,,10,3,201712.0,259209.0,964825.0,JACKSON COUNTY SART,43 MORNINGLIGHT DR,ASHLAND,OR,,F42,624190.0,97520.0,IN,,200407,41029.0,15,,4890.0,269902.0,16eofinextract990.dat,201512.0,492554.0,12.0,0.6062460325794811,F42,F,F,PC,HE,F,HE,O,HE,HE,Y,N
1313408,810668011,,10,3,201712.0,101091.0,67831.0,STRAWBERRY MOUNTAIN MUSTANGS,1569 NE JOHN ST,ROSEBURG,OR,,C99,813312.0,97470.0,IN,,200701,41019.0,15,,,95295.0,16eofinextractez.dat,201512.0,82448.0,12.0,0.5117174069113798,C99,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1313446,810670151,,10,3,201712.0,731066.0,1931449.0,EQUALITY FEDERATION INSTITUTE,818 SW 3RD AVE NO 141,PORTLAND,OR,,R02,541618.0,97204.0,IN,,200609,41051.0,15,6440.0,6442.0,720922.0,16eofinextract990.dat,201512.0,1472344.0,12.0,0.8914958669354778,R02,R,R,PC,PU,R,PB,O,PU,OT,Y,N
1315194,810814063,,20,3,201712.0,0.0,0.0,LOVEONE,14816 SE ARISTA DR,MILWAUKIE,OR,,X20,813110.0,97267.0,IN,,201601,41005.0,15,6440.0,6442.0,,,,,12.0,0.9864367481197192,X20,X,X,PC,RE,X,RE,O,RE,OT,Y,Y
1315780,810868870,,1,3,201712.0,381947.0,3554.0,MICHAEL & DIANE TAKAC FAMILY FOUNDATION,4949 MEADOWS RD STE 400,LAKE OSWEGO,OR,,T22,813211.0,97035.0,IN,,201604,41005.0,4,6440.0,6442.0,,,,,12.0,0.09952381482388473,T22,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
1315877,810878316,,10,3,201806.0,41830.0,101992.0,FULL CIRCLE PROGRAMS,15995 SW 74TH AVENUE,PORTLAND,OR,,O50,813410.0,97224.0,IN,,201606,41067.0,15,6440.0,6442.0,27953.0,16eofinextractez.dat,201606.0,62254.0,6.0,0.07477690983974128,O50,O,O,PC,HU,O,HS,O,HU,HU,Y,N
1317541,811065255,,20,3,201712.0,134.0,7775.0,PORTLAND SEADOGS NW BASEBALL CLUB INC,6700 SW 105TH AVE,BEAVERTON,OR,,N63,713990.0,97008.0,IN,,201603,41067.0,15,6440.0,6442.0,,,,,12.0,0.7852618878569927,N63,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1317579,811069257,,20,3,201712.0,113006.0,29236.0,ALEX ROVELLO MEMORIAL FOUNDATION,4207 SE WOODSTOCK BLVD,PORTLAND,OR,,T20,813211.0,97206.0,IN,,201602,41051.0,15,6440.0,6442.0,,,,,12.0,0.8055952126549238,T20,T,T,PC,PU,T,ZC,S,PU,OT,Y,N
1318131,811131487,,20,3,201806.0,7540.0,17409.0,MOUNTAIN VIEW MIDDLE PTO,17500 SW FARMINGTON RD,BEAVERTON,OR,,B94,813410.0,97007.0,IN,,201607,41067.0,15,6440.0,6442.0,,,,,6.0,0.4644675691795562,B94,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1318773,811215439,,10,3,201712.0,38875.0,70211.0,COALITION FOR THE DESCHUTES,PO BOX 1589,BEND,OR,,C32,813312.0,97703.0,IN,,201604,,16,,,,,,,12.0,0.7888318233725741,C32,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1319853,811344772,,10,3,201712.0,1573464.0,741933.0,COMPASS SCIENCE COMMUNICATION INC,1410 SW MORRISON ST STE 502,PORTLAND,OR,,A30,510000.0,97209.0,IN,,201604,41051.0,15,6440.0,6442.0,,,,,12.0,0.7510325956354491,A30,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1320126,811377870,,10,3,201706.0,239933.0,1040215.0,BRIDGE EDUCATIONAL FOUNDATION,60 S PIONEER ST,LOWELL,OR,,B11,813219.0,97452.0,IN,,201606,41039.0,11,,2400.0,,,,,6.0,0.1467926328452973,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N
1322388,811661342,,10,3,201712.0,146109.0,135184.0,HOOD RIVER SOARING,PO BOX 1441,HOOD RIVER,OR,,N60,713990.0,97031.0,IN,,201603,41027.0,16,,,,,,,12.0,0.5342463535540805,N60,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1322638,811698585,,10,3,201712.0,303883.0,2082406.0,CERRO GORDO LAND CONSERVANCY,PO BOX 192,COTTAGE GROVE,OR,,C34,813312.0,97424.0,IN,,201606,41039.0,15,,2400.0,,,,,12.0,0.22573417656913566,C34,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1322890,811730448,,10,6,201712.0,255373.0,601219.0,NORTHWEST CEMENT COUNCIL,2 CENTERPOINTE DR,LAKE OSWEGO,OR,,S41,813910.0,97035.0,IN,,201607,41005.0,0,6440.0,6442.0,,,,,12.0,0.009000684145160531,S41,S,S,O,PU,S,PB,O,PU,OT,Y,N
1324604,811991879,,10,3,201712.0,38301.0,137374.0,MERCYS GATE ROGUE VALLEY,820 CRATER LAKE AVE,MEDFORD,OR,,X20,813110.0,97501.0,IN,,201607,41029.0,15,,4890.0,,,,,12.0,0.050683936634031916,X20,X,X,PC,RE,X,RE,O,RE,OT,Y,N
1326331,812333671,,20,3,201712.0,527.0,564.0,MCTD FOUNDATION,1900 NE 3RD ST STE 106 # 316,BEND,OR,,G80,813212.0,97701.0,IN,,201604,41017.0,15,,,,,,,12.0,0.47866009112679203,G80,G,G,PC,HE,G,HE,O,HE,HE,Y,N
1326880,812465668,,20,3,201712.0,7164.0,7869.0,ALBANY PARKS & RECREATION FOUNDATION,4207 SHORTRIDGE ST SE,ALBANY,OR,,N1232,813219.0,97322.0,IN,,201605,41043.0,16,,,,,,,12.0,0.7973551856339162,N123,N,N,PC,HU,N,ZB,S,HU,HU,Y,N
1326962,812481360,,20,3,201806.0,25388.0,43207.0,FORT VANNOY PTO,5250 UPPER RIVER RD,GRANTS PASS,OR,,B94,813410.0,97526.0,IN,,201607,41033.0,15,,,,,,,6.0,0.460788395151244,B94,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1327032,812490596,,10,3,201612.0,13815.0,70674.0,DREAM TEAM ANGELS RESCUE INC,6312 SW CAPITOL HWY NO 411,PORTLAND,OR,,M23,624230.0,97239.0,IN,,201606,41051.0,15,6440.0,6442.0,,,,,12.0,0.5745562596791818,M23,M,M,PC,HU,M,HS,O,HU,HU,Y,N
1327553,812591712,,10,3,201806.0,10246.0,82716.0,SILVER FALLS CHRISTIAN SCHOOL,PO BOX 828,SILVERTON,OR,,B20,611110.0,97381.0,IN,,201606,41047.0,11,7080.0,6442.0,,,,,6.0,0.4289794283456293,B20,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1329913,813185334,,10,3,201712.0,16162.0,63574.0,PDX-VAN 12 STEP RECOVERY LEAGUE,PO BOX 18231,PORTLAND,OR,,N63,713990.0,97218.0,IN,,201607,41051.0,16,6440.0,6442.0,,,,,12.0,0.4250755109306957,N63,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1333997,820539434,DAILEY PAUL,10,3,201712.0,10076.0,253569.0,SMITH RIVER WATERSHED COUNCIL,PO BOX 114,REEDSPORT,OR,,C32,813312.0,97467.0,IN,,200602,41019.0,15,,,48332.0,16eofinextract990.dat,201512.0,164081.0,12.0,0.4444109766662552,C32,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1334320,820561169,,10,6,201712.0,1779337.0,3165723.0,KHRONOS STANDARDS GROUP INC,9450 SW GEMINI DR,BEAVERTON,OR,,S41,813910.0,97008.0,IN,,201607,41067.0,0,6440.0,6442.0,688750.0,16eofinextract990.dat,201512.0,2336807.0,12.0,0.7464464035411892,S41,S,S,O,PU,S,PB,O,PU,OT,Y,N
1334476,820569407,,10,3,201706.0,3458688.0,6012150.0,EDUCATIONAL POLICY IMPROVEMENT CENTER,1700 MILLRACE DR,EUGENE,OR,,B05,541720.0,97403.0,IN,,200308,41039.0,16,,2400.0,4026458.0,core2014pc,201406.0,5633514.0,6.0,0.8274199302967018,B05,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1335245,826030679,,10,9,201705.0,18303451.0,8908283.0,IDAHO PLUMBERS & PIPEFITTERS HEALTH & WELFARE AGMT & DECLARATION OF TR,5331 SW MACADAM AVE STE 258,PORTLAND,OR,,E11,813219.0,97205.0,IN,,197202,41051.0,0,6440.0,6442.0,14300510.0,16eofinextract990.dat,201505.0,7459121.0,5.0,0.043207514650767775,E11,E,E,O,HE,E,ZA,S,HE,HE,Y,N
1336976,830330168,,10,3,201712.0,288380.0,151615.0,TOUCHMARK FOUNDATION,5150 SW GRIFFITH DR,BEAVERTON,OR,,E99,621999.0,97005.0,IN,,200103,41067.0,15,6440.0,6442.0,205360.0,16eofinextractez.dat,201512.0,76822.0,12.0,0.4107022537766661,E99,E,E,PC,HE,E,HE,O,HE,HE,Y,N
1337236,830349515,,1,3,201712.0,37877.0,14405.0,VINE GRANTS INC,69918 RUCKLE RD,SUMMERVILLE,OR,,B82,813410.0,97876.0,IN,,200312,41061.0,4,,,,,,,12.0,0.2305155422612951,B82,B,B,PF,ED,B,ED,S,ED,ED,Y,N
1337242,830349998,,10,3,201706.0,86161.0,69700.0,CLASS ACADEMY PARENT ASSOCIATION INC,PO BOX 10186,PORTLAND,OR,,B1120,813219.0,97296.0,IN,,200304,41051.0,15,6440.0,6442.0,108412.0,16eofinextractez.dat,201606.0,103847.0,6.0,0.7503709235273197,B112,B,B,PC,ED,B,ZA,S,ED,ED,Y,N
1338289,830426130,,10,3,201712.0,33018.0,88947.0,OREGON EXECUTIVE DEVELOPMENT INSTITUTE,PO BOX 7468,SALEM,OR,,I60,541199.0,97365.0,IN,,200602,41041.0,16,,,46293.0,16eofinextractez.dat,201512.0,105761.0,12.0,0.5331122307742421,I60,I,I,PC,HU,I,HS,O,HU,HU,Y,N
1338369,830433165,,10,3,201703.0,1978846.0,735071.0,SALMON CREEK HOSPITAL FOUNDATION,PO BOX 4484,PORTLAND,OR,,E11,813219.0,97208.0,IN,,200612,41051.0,15,6440.0,6442.0,1335027.0,16eofinextract990.dat,201503.0,458967.0,3.0,0.8520158224395259,E11,E,E,PC,HE,E,ZA,S,HE,HE,Y,N
1338412,830436350,,10,3,201712.0,770877.0,82320.0,LORD AND SCHRYVER CONSERVANCY,PO BOX 2755,SALEM,OR,,C50,813312.0,97308.0,IN,,200511,41047.0,15,7080.0,6442.0,668776.0,16eofinextract990.dat,201512.0,224398.0,12.0,0.5210230585897423,C50,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1339114,830484742,,10,3,201706.0,10691.0,58052.0,MURPHY OUTBACK YOUTH MINISTRIES,PO BOX 6,MURPHY,OR,,X20,813110.0,97533.0,IN,,200811,41033.0,15,,,7720.0,16eofinextractez.dat,201506.0,35168.0,6.0,0.2961198133822689,X20,X,X,PC,RE,X,RE,O,RE,OT,Y,N
1339315,830496041,,10,3,201712.0,52795.0,86993.0,NW STAR ACADEMY INC,1994 FURLONG CT,WEST LINN,OR,,U31,541710.0,97068.0,IN,,200810,41005.0,15,6440.0,6442.0,55466.0,16eofinextract990.dat,201512.0,107935.0,12.0,0.44742458077375136,U31,U,U,PC,PU,U,PB,O,PU,OT,Y,N
1339459,830501956,,1,3,201712.0,4419005.0,786771.0,MERLIN & JO ANN FJARLI FOUNDATION INC,670 MASON WAY,MEDFORD,OR,,T20,813211.0,97501.0,IN,,200803,41029.0,3,,4890.0,,,,,12.0,0.6114790112594787,T20,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
1342781,840796515,,10,6,201709.0,38009.0,158106.0,PUBLISHERS ASSOCIATION OF THE WEST INC,17501 HILL WAY,LAKE OSWEGO,OR,,C03,813920.0,97035.0,IN,,197911,41005.0,0,6440.0,6442.0,31765.0,16eofinextractez.dat,201509.0,74141.0,9.0,0.6640832531031761,C03,C,C,O,EN,C,EN,O,EN,OT,Y,N
1344028,840996133,,20,3,201712.0,4601.0,47281.0,ADONAI RESOURCES,PO BOX 4289,SALEM,OR,,X20,813110.0,97302.0,IN,,198607,41047.0,15,7080.0,6442.0,6975.0,16eofinextractez.dat,201512.0,55046.0,12.0,0.14368577882342504,X20,X,X,PC,RE,X,RE,O,RE,OT,Y,N
1346133,841218142,,10,3,201712.0,13687.0,59932.0,DOM PROJECT,4050A SE HOSNER TER,GRESHAM,OR,,E99,621999.0,97080.0,IN,,199405,41051.0,16,6440.0,6442.0,14469.0,16eofinextractez.dat,201512.0,89394.0,12.0,0.656087935999713,E99,E,E,PC,HE,E,HE,O,HE,HE,Y,N
1346370,841239976,,10,3,201712.0,961459.0,828041.0,GANGAJI FOUNDATION,364 HELMAN ST,ASHLAND,OR,,T30,813211.0,97520.0,IN,,199404,41029.0,15,,4890.0,1098815.0,16eofinextract990.dat,201512.0,865966.0,12.0,0.330213739214147,T30,T,T,PC,PU,T,ZD,S,PU,OT,Y,N
1348972,841446872,,1,3,201712.0,79205.0,5030.0,WILSON-HUMPHREYS FOUNDATION,126 LOOP RD,MYRTLE CREEK,OR,,T20,813211.0,97457.0,IN,,199805,41019.0,4,,,,,,,12.0,0.9271480044436782,T20,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
1349573,841482706,,10,3,201712.0,246444.0,359737.0,WRITE AROUND PORTLAND,133 SW 2ND AVE STE 304,PORTLAND,OR,,B60,611699.0,97204.0,IN,,199902,41051.0,15,6440.0,6442.0,199367.0,16eofinextract990.dat,201512.0,315903.0,12.0,0.025533131534576148,B60,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1351612,841616819,,10,4,201712.0,91269.0,72994.0,OREGON ASSOCIATION OF COMMUNITY CORRECTIONS,4705 NW PIONEER PL,PENDLETON,OR,,S21,813410.0,97128.0,IN,,200308,41071.0,0,6440.0,6442.0,71515.0,16eofinextractez.dat,201512.0,58880.0,12.0,0.4670926166688861,S21,S,S,O,PU,S,PB,O,PU,OT,Y,N
1351729,841628762,,20,3,201708.0,31718.0,297.0,OREGON STATE FAIR FOUNDATION,2330 17TH ST NE,SALEM,OR,,T31,813211.0,97301.0,IN,,200405,41047.0,15,7080.0,6442.0,33847.0,16eofinextractez.dat,201508.0,148.0,8.0,0.06952933324101572,T31,T,T,PC,PU,T,ZD,S,PU,OT,Y,N
1351894,841641552,,10,3,201712.0,86433.0,263757.0,OREGON ASSOCIATION OF REALTORS HOME FOUNDATION,PO BOX 351,SALEM,OR,,L0350,813920.0,97308.0,IN,,200409,41047.0,15,7080.0,6442.0,67429.0,16eofinextractez.dat,201512.0,136694.0,12.0,0.5509559012804831,L035,L,L,PC,HU,L,HS,O,HU,HU,Y,N
1351929,841643891,,20,5,201712.0,26446.0,20533.0,OREGON AREA DISTRICT COUNCIL,2435 NW FRONT AVENUE,PORTLAND,OR,,S20,813410.0,97209.0,IN,,201407,41051.0,0,6440.0,6442.0,12599.0,16eofinextractez.dat,201512.0,23376.0,12.0,0.16969991435774345,S20,S,S,O,PU,S,PB,O,PU,OT,Y,N
1352950,841719211,,20,3,201712.0,20755.0,36818.0,LIFE SEEDS,PO BOX 174,CORVALLIS,OR,,P99,624000.0,97339.0,IN,,200703,41003.0,15,,,17165.0,16eofinextractez.dat,201512.0,33418.0,12.0,0.5020930885116548,P99,P,P,PC,HU,P,HS,O,HU,HU,Y,N
1353048,841726124,,10,3,201806.0,2618287.0,1581120.0,FOREST GROVE COMMUNITY SCHOOL,1914 PACIFIC AVE,FOREST GROVE,OR,,B20,611110.0,97116.0,IN,,200708,41067.0,11,6440.0,6442.0,2162589.0,16eofinextract990.dat,201606.0,1310841.0,6.0,0.9249290152335936,B20,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1353176,846022941,,10,3,201712.0,1128282.0,208591.0,SUTHERLAND CRANIAL TEACHING,3526 SW CORBETT AVE,PORTLAND,OR,,G1948,813219.0,97239.0,IN,,195403,41051.0,15,6440.0,6442.0,1315540.0,core2014pc,201312.0,127105.0,12.0,0.2921401562028204,G194,G,G,PC,HE,G,HE,O,HE,HE,Y,N
1366993,861002283,,10,3,201712.0,814294.0,74539.0,THE IRISH SETTER CLUB OF AMERICA FOUNDATION INC,34553 DEERWOOD DR,EUGENE,OR,,D1140,813219.0,97405.0,IN,,200010,41039.0,15,,2400.0,794071.0,16eofinextract990.dat,201512.0,53995.0,12.0,0.06524151935829847,D114,D,D,PC,EN,D,ZA,S,EN,OT,Y,N
