,org_id,or_org,related_id,related_name
3209,931000082,0,131770417,YOUNG PRESIDENTS ORGANIZATION
3210,936031284,1,930269205,THE ROTARY CLUB OF PORTLAND
3211,931261580,1,237315673,The Oregon Community Foundation
3212,931144709,1,930977166,HUMAN SOLUTIONS INC
3213,931144709,1,273067948,ROCKWOOD MSC QALICB INC
3214,931144709,0,472559331,GLISAN COMMONS CONDOMINIUM ASSOCIATION
3215,930911198,0,352216430,OREGON WINE BOARD
3216,930911198,0,931250420,OREGON WINEGROWERS ASSOCIATION POLITICAL ACTION COMMITTEE
3217,930911198,0,202437849,TRUST FOR OREGON WINE EDUCATION AND RESEARCH
3218,237100856,0,930505508,Clatsop Community College
3219,61669651,1,61669649,NW EMPLOYMENT EDUCATION & DEFENSE FUND
3220,61669649,1,61669651,NORTHWEST WORKERS JUSTICE PROJECT
3223,931239982,0,930256955,HOME BUILDERS ASSOC OF METRO PORTLA
3224,930961591,1,930391547,OREGON COLLEGE OF ART AND CRAFT
3225,814978022,1,931192100,ASIAN HEALTH AND SERVICE CENTER
3226,270938109,1,943081823,ACCESSIBLE LIVING INC
3227,270938109,1,200070040,THE BRIDGE HOUSING CORPORATION
3228,473975911,0,453715012,BAY AREA LYME FOUNDATION
3229,473975911,0,463312992,BAY AREA LYME MAJOR GIFT FUND
3230,930766824,1,931268942,GTFF HEALTH & WELFARE TRUST
3231,930268510,1,481287863,OREGON FIRE CHIEFS FOUNDATION
3232,814453786,1,930354176,MORRISON CHILD AND FAMILY SERVICES
3233,931058377,1,931328927,ENTREPRENEURS FOUNDATION OF THE NORTHWEST
3234,930794951,1,237426300,LEGACY HEALTH
3235,930794951,1,930386823,LEGACY EMANUEL HOSPITAL & HEALTH CENTER
3236,930794951,1,930386793,LEGACY GOOD SAMARITAN HOSPITAL & MEDICAL
3237,930794951,1,930618975,LEGACY MERIDIAN PARK HOSPITAL
3238,930794951,1,930591528,LEGACY MOUNT HOOD MEDICAL CENTER
3239,930794951,0,331065485,LEGACY SALMON CREEK HOSPITAL
3240,930794951,1,930848530,LEGACY VISITING NURSE ASSOCIATION
3241,930794951,0,930695567,EMANUEL MEDICAL CENTER FOUNDATION
3242,930794951,1,931314469,RANDALL CHILDRENS HOSPITAL FOUNDATION
3243,930794951,1,237017276,GOOD SAMARITAN FOUNDATION
3244,930794951,1,930773410,MERIDIAN PARK MEDICAL FOUNDATION
3245,930794951,1,830433165,SALMON CREEK HOSPITAL FOUNDATION
3246,930794951,1,931121816,LEGACY ADVENTIST VENTURE
3247,930794951,1,465562403,LEGACY HEALTH FOUNDATION
3248,930794951,1,930281321,SILVERTON HEALTH
3249,930794951,1,930913392,SILVERTON HEALTH FOUNDATION
3251,930280615,0,433139608,HOUSE CORP FOR OREGON ALPHA OF SAE
3252,936030803,1,202430301,OREGON FFA FOUNDATION INC
3253,930474342,1,931253547,OREGON TELECOMMUNICATIONS ASSOCIATION SCHOLARSHIP FOUNDATION
3256,930892261,1,930942933,RVM Ashland Housing Corporation
3257,930892261,1,943163349,RVM Bend Housing Corporation
3258,930892261,1,943260016,RVM Bend II Housing Corporation
3259,930892261,1,300315618,RVM Central Point Housing Corporation
3260,930892261,1,311662208,RVM Davis Housing Corporation
3261,930892261,1,943191447,RVM Eagle Point Housing Corporation
3262,930892261,1,943247154,RVM Eugene Housing Corporation
3263,930892261,1,311520436,RVM Fort Worth Housing Corporation
3264,930892261,1,311587415,RVM Fort Worth II Housing Corporation
3265,930892261,1,943136037,RVM Grants Pass Housing Corporation
3266,930892261,1,311662259,RVM Grants Pass II Housing Corporation
3267,930892261,1,930864466,RVM Housing Corporation
3268,930892261,1,943196455,RVM Klamath Falls Housing Corporation
3269,930892261,1,943194409,RVM Lively Oaks Housing Corporation
3270,930892261,1,900292647,RVM Mansfield Housing Corporation
3271,930892261,1,943212537,RVM Medford II Housing Corporation
3272,930892261,1,311587418,RVM Medford III Housing Corporation
3273,930892261,1,943162074,RVM Myrtle Creek Housing Corporation
3274,930892261,1,311715321,RVM Myrtle Creek II Housing Corporation
3275,930892261,1,311780332,RVM Portland Housing Corporation
3276,930892261,1,300037898,RVM Portland II Housing Corporation
3277,930892261,1,943212538,RVM Reedsport Housing Corporation
3278,930892261,1,943179782,RVM Roseburg Housing Corporation
3279,930892261,1,311587420,RVM Roseburg II Housing Corporation
3280,930892261,1,943212540,RVM Yreka Housing Corporation
3281,930892261,0,391412320,Capitol Lakes Inc
3282,930892261,0,383781089,Capitol Lakes Foundation
3283,930892261,1,930557803,Cascade Manor Inc
3284,930892261,1,931330100,Cascade Manor Foundation
3285,930892261,1,930513697,Holladay Park Plaza
3286,930892261,1,264529118,Holladay Park Plaza Foundation
3287,930892261,0,342030255,Mirabella
3288,930892261,1,452508860,Mirabella Portland Foundation
3289,930892261,1,711016384,Mirabella at South Waterfront
3290,930892261,0,450574348,Mirabella Washington Foundation
3291,930892261,1,931067253,Pacific Retirement Services
3292,930892261,1,472352652,Pacific Retirement Services Foundation
3293,930892261,1,930453216,Rogue Valley Manor
3294,930892261,1,930712867,Rogue Valley Manor Foundation
3295,930892261,0,750891470,The Cumberland Rest Inc
3296,930892261,0,912162130,Trinity Terrace Foundation Inc
3297,930892261,0,931179254,University Retirement Community at Davis
3298,930892261,0,931301816,Univ Rtrmnt Comm at Davis Foundation
3299,930892261,0,813784956,MIRABELLA AT ASU INC
3300,930892261,0,943008774,Bay Area Senior Services Inc
3301,930575137,1,936023044,Cement Masons-Employers Trust
3302,930413990,1,930785430,Oregon Wheat Foundation
3303,930858825,1,931329784,SAMARITAN PACIFIC HEALTH SERVICES
3304,930858825,0,930603489,PACIFIC COMMUNITIES HEALTH DISTRICT
3305,943194409,1,930942933,RVM Ashland Housing Corporation
3306,943194409,1,943163349,RVM Bend Housing Corporation
3307,943194409,1,943260016,RVM Bend II Housing Corporation
3308,943194409,1,300315618,RVM Central Point Housing Corporation
3309,943194409,1,311662208,RVM Davis Housing Corporation
3310,943194409,1,943191447,RVM Eagle Point Housing Corporation
3311,943194409,1,943247154,RVM Eugene Housing Corporation
3312,943194409,1,311520436,RVM Fort Worth Housing Corporation
3313,943194409,1,311587415,RVM Fort Worth II Housing Corporation
3314,943194409,1,943136037,RVM Grants Pass Housing Corporation
3315,943194409,1,311662259,RVM Grants Pass II Housing Corporation
3316,943194409,1,930864466,RVM Housing Corporation
3317,943194409,1,943196455,RVM Klamath Falls Housing Corporation
3318,943194409,1,900292647,RVM Mansfield Housing Corporation
3319,943194409,1,943212537,RVM Medford II Housing Corporation
3320,943194409,1,311587418,RVM Medford III Housing Corporation
3321,943194409,1,943162074,RVM Myrtle Creek Housing Corporation
3322,943194409,1,311715321,RVM Myrtle Creek II Housing Corporation
3323,943194409,1,311780332,RVM Portland Housing Corporation
3324,943194409,1,300037898,RVM Portland II Housing Corporation
3325,943194409,1,943212538,RVM Reedsport Housing Corporation
3326,943194409,1,943179782,RVM Roseburg Housing Corporation
3327,943194409,1,311587420,RVM Roseburg II Housing Corporation
3328,943194409,1,943212540,RVM Yreka Housing Corporation
3329,943194409,1,930892261,Community Volunteer Network
3330,943194409,0,391412320,Capitol Lakes Inc
3331,943194409,0,383781089,Capitol Lakes Foundation
3332,943194409,1,930557803,Cascade Manor Inc
3333,943194409,1,931330100,Cascade Manor Foundation
3334,943194409,1,930513697,Holladay Park Plaza
3335,943194409,1,264529118,Holladay Park Plaza Foundation
3336,943194409,0,342030255,Mirabella
3337,943194409,1,452508860,Mirabella Portland Foundation
3338,943194409,1,711016384,Mirabella at South Waterfront
3339,943194409,0,450574348,Mirabella Washington Foundation
3340,943194409,1,931067253,Pacific Retirement Services
3341,943194409,1,472352652,Pacific Retirement Services Foundation
3342,943194409,1,930453216,Rogue Valley Manor
3343,943194409,1,930712867,Rogue Valley Manor Foundation
3344,943194409,0,750891470,The Cumberland Rest Inc
3345,943194409,0,912162130,Trinity Terrace Foundation Inc
3346,943194409,0,931179254,University Retirement Community at Davis
3347,943194409,0,931301816,Univ Rtrmnt Comm at Davis Foundation
3348,943194409,0,813784956,MIRABELLA AT ASU INC
3349,943194409,0,943008774,Bay Area Senior Services Inc
3350,208790449,1,930509906,COLUMBIA RIVER MARITIME MUSEUM
3351,930704993,1,237115837,BLACK BUTTE RANCH ASSOCIATION
3352,930683005,1,931176313,OREGON STUDENT FOUNDATION
3353,930438697,0,530215427,INTERNATIONAL BROTHERHOOD OF TEAMSTERS
3354,510153335,1,930593128,OREGON RIGHT TO LIFE
3355,510153335,1,931320700,STANDUPGIRLCOM FOUNDATION
3356,510153335,0,930785781,OREGON RIGHT TO LIFE POLITICAL ACTION COMMITTEE
3357,510153335,0,811057386,OREGON RIGHT TO LIFE VICTORY PAC
3361,930196193,0,530215427,INTL BROTHERHOOD OF TEAMSTERS
3362,930196193,0,910436963,TEAMSTERS LOCAL UNION NO 58
3363,930196193,1,930438697,TEAMSTERS LOCAL UNION NO 81
3364,930196193,1,930196219,TEAMSTERS LOCAL UNION NO 162
3365,930196193,1,930306515,TEAMSTERS LOCAL UNION NO 206
3366,930196193,1,930179776,TEAMSTERS LOCAL UNION NO 223
3367,930196193,1,930151383,TEAMSTERS LOCAL UNION NO 305
3368,930196193,1,930196206,TEAMSTERS LOCAL UNION NO 324
3369,930196193,1,930322985,TEAMSTERS LOCAL UNION NO 670
3370,930196193,1,930236781,TEAMSTERS LOCAL UNION NO 962
3371,930196193,1,931039446,PORTLAND TEAMSTERS BUILDING INC
3372,930280680,0,540379370,SIGMA PHI EPSILON FRATERNITY
3373,930280680,0,936031204,OREGON ALPHA ALUMNI ASSOCIATION
3374,460545789,1,930591240,OREGON CHILD DEVELOPMENT COALITION
3375,936023450,1,930471873,Rose Villa Inc
3376,270377378,1,270231596,NORTHWEST ENERGY SUPPLY COOP (NESC)
3377,311662208,1,930942933,RVM Ashland Housing Corporation
3378,311662208,1,943163349,RVM Bend Housing Corporation
3379,311662208,1,943260016,RVM Bend II Housing Corporation
3380,311662208,1,300315618,RVM Central Point Housing Corporation
3381,311662208,1,943191447,RVM Eagle Point Housing Corporation
3382,311662208,1,943247154,RVM Eugene Housing Corporation
3383,311662208,1,311520436,RVM Fort Worth Housing Corporation
3384,311662208,1,311587415,RVM Fort Worth II Housing Corporation
3385,311662208,1,943136037,RVM Grants Pass Housing Corporation
3386,311662208,1,311662259,RVM Grants Pass II Housing Corporation
3387,311662208,1,930864466,RVM Housing Corporation
3388,311662208,1,943196455,RVM Klamath Falls Housing Corporation
3389,311662208,1,943194409,RVM Lively Oaks Housing Corporation
3390,311662208,1,900292647,RVM Mansfield Housing Corporation
3391,311662208,1,943212537,RVM Medford II Housing Corporation
3392,311662208,1,311587418,RVM Medford III Housing Corporation
3393,311662208,1,943162074,RVM Myrtle Creek Housing Corporation
3394,311662208,1,311715321,RVM Myrtle Creek II Housing Corporation
3395,311662208,1,311780332,RVM Portland Housing Corporation
3396,311662208,1,300037898,RVM Portland II Housing Corporation
3397,311662208,1,943212538,RVM Reedsport Housing Corporation
3398,311662208,1,943179782,RVM Roseburg Housing Corporation
3399,311662208,1,311587420,RVM Roseburg II Housing Corporation
3400,311662208,1,943212540,RVM Yreka Housing Corporation
3401,311662208,1,930892261,Community Volunteer Network
3402,311662208,0,391412320,Capitol Lakes Inc
3403,311662208,0,383781089,Capitol Lakes Foundation
3404,311662208,1,930557803,Cascade Manor Inc
3405,311662208,1,931330100,Cascade Manor Foundation
3406,311662208,1,930513697,Holladay Park Plaza
3407,311662208,1,264529118,Holladay Park Plaza Foundation
3408,311662208,0,342030255,Mirabella
3409,311662208,1,452508860,Mirabella Portland Foundation
3410,311662208,1,711016384,Mirabella at South Waterfront
3411,311662208,0,450574348,Mirabella Washington Foundation
3412,311662208,1,931067253,Pacific Retirement Services
3413,311662208,1,472352652,Pacific Retirement Services Foundation
3414,311662208,1,930453216,Rogue Valley Manor
3415,311662208,1,930712867,Rogue Valley Manor Foundation
3416,311662208,0,750891470,The Cumberland Rest Inc
3417,311662208,0,912162130,Trinity Terrace Foundation Inc
3418,311662208,0,931179254,University Retirement Community at Davis
3419,311662208,0,931301816,Univ Rtrmnt Comm at Davis Foundation
3420,311662208,0,813784956,Mirabella at ASU Inc
3421,311662208,0,943008774,Bay Area Senior Services Inc
3422,202021524,1,930619733,Portland State University Foundation
3423,930862641,0,237030111,OREGON STATE CHAPTER
3424,237023370,0,743111733,RIVERDALE SCHOOL DISTRICT
3425,300792170,0,710931219,HOUSING EMPLOYMENT AND LEARNING PROGRAMS FOR SELF-SUFFICIENCY
3426,300792170,1,931099406,LINN BENTON FOOD SHARE
3427,300792170,0,311751886,HEAD START OF LINCOLN COUNTY
3428,300792170,0,936118438,COMMUNITY SERVICES CONSORTIUM
3429,931329192,1,931057208,NEIGHBORWORKS UMPQUA
3430,931176313,1,930683005,OREGON STUDENT ASSOCIATION
3431,527320419,1,930266190,RIVER VIEW CEMETERY ASSOCIATION
3432,451801715,1,930884244,OREGON BUSINESS COUNCIL
3433,271265550,0,931316567,CLEAN WATER SERVICES
3434,930215270,0,361408120,MOOSE INTERNATIONAL
3435,931327535,1,931318144,COASTER THEATER FOUNDATION
3437,237181999,1,930391586,Linfield College
3438,930718331,1,930421613,SALEM ART ASSOCIATION
3439,931144703,1,930814473,NORTHWEST HOUSING ALTERNATIVES
3440,311677531,0,936118438,COMMUNITY SERVICES CONSORTIUM
3441,930775337,0,930770892,Chemeketa Non-Profit Housing Inc
3442,931108531,1,931266613,BASIC RIGHTS EDUCATION FUND
3443,931110745,1,943211472,OREGON SPORTS AUTHORITY
3444,821096766,1,943038729,REACH INC
3445,936036653,0,530197094,NPS - FORT CLATSOP UNIT
3446,943180347,0,936001786,UNIVERSITY OF OREGON ATHLETIC DEPARTMENT
3447,930423900,1,931150833,OREGON ACADEMY OF FAMILY PHYSICIANS
3448,931216398,1,930814473,NORTHWEST HOUSING ALTERNATIVES INC
3449,936024129,1,930112705,ANCIENT AND ACCEPTED SCOTTISH RITE
3450,936024129,1,237154746,PORTLAND VALLEY ACACIA FUND
3451,943247154,1,930942933,RVM Ashland Housing Corporation
3452,943247154,1,943163349,RVM Bend Housing Corporation
3453,943247154,1,943260016,RVM Bend II Housing Corporation
3454,943247154,1,300315618,RVM Central Point Housing Corporation
3455,943247154,1,311662208,RVM Davis Housing Corporation
3456,943247154,1,943191447,RVM Eagle Point Housing Corporation
3457,943247154,1,311520436,RVM Fort Worth Housing Corporation
3458,943247154,1,311587415,RVM Fort Worth II Housing Corporation
3459,943247154,1,943136037,RVM Grants Pass Housing Corporation
3460,943247154,1,311662259,RVM Grants Pass II Housing Corporation
3461,943247154,1,930864466,RVM Housing Corporation
3462,943247154,1,943196455,RVM Klamath Falls Housing Corporation
3463,943247154,1,943194409,RVM Lively Oaks Housing Corporation
3464,943247154,1,900292647,RVM Mansfield Housing Corporation
3465,943247154,1,943212537,RVM Medford II Housing Corporation
3466,943247154,1,311587418,RVM Medford III Housing Corporation
3467,943247154,1,943162074,RVM Myrtle Creek Housing Corporation
3468,943247154,1,311715321,RVM Myrtle Creek II Housing Corporation
3469,943247154,1,311780332,RVM Portland Housing Corporation
3470,943247154,1,300037898,RVM Portland II Housing Corporation
3471,943247154,1,943212538,RVM Reedsport Housing Corporation
3472,943247154,1,943179782,RVM Roseburg Housing Corporation
3473,943247154,1,311587420,RVM Roseburg II Housing Corporation
3474,943247154,1,943212540,RVM Yreka Housing Corporation
3475,943247154,1,930892261,Community Volunteer Network
3476,943247154,0,391412320,Capitol Lakes Inc
3477,943247154,0,383781089,Capitol Lakes Foundation
3478,943247154,1,930557803,Cascade Manor Inc
3479,943247154,1,931330100,Cascade Manor Foundation
3480,943247154,1,930513697,Holladay Park Plaza
3481,943247154,1,264529118,Holladay Park Plaza Foundation
3482,943247154,0,342030255,Mirabella
3483,943247154,1,452508860,Mirabella Portland Foundation
3484,943247154,1,711016384,Mirabella at South Waterfront
3485,943247154,0,450574348,Mirabella Washington Foundation
3486,943247154,1,931067253,Pacific Retirement Services
3487,943247154,1,472352652,Pacific Retirement Services Foundation
3488,943247154,1,930453216,Rogue Valley Manor
3489,943247154,1,930712867,Rogue Valley Manor Foundation
3490,943247154,0,750891470,The Cumberland Rest Inc
3491,943247154,0,912162130,Trinity Terrace Foundation Inc
3492,943247154,0,931179254,University Retirement Community at Davis
3493,943247154,0,931301816,Univ Rtrmnt Comm at Davis Foundation
3494,943247154,0,813784956,MIRABELLA AT ASU INC
3495,943247154,0,943008774,Bay Area Senior Services Inc
3496,930556522,1,943102115,AGRI-BUSINESS EDUCATION CORPORATION
3497,931178553,0,931159814,NORTHWEST OREGON ECONOMIC ALLIANCE
3498,930843837,0,930562211,CHEHALEM PARK & RECREATION DISTRICT
3499,815215124,1,930770054,CASCADIA BEHAVIORAL HEALTHCARE
3500,931014651,1,930232310,MULTNOMAH ATHLETIC CLUB
3503,931120777,0,931176109,OHSU
3504,931061171,1,930115390,OREGON-COLUMBIA CHAPTER OF THE AGC
3505,931282671,1,237315673,The Oregon Community Foundation
3506,273067948,1,930977166,HUMAN SOLUTIONS INC
3507,273067948,1,931144709,THE PINES HOUSING INC
3508,930748805,1,930196219,Teamsters Local Union No 162
3509,930748805,1,930306515,Teamsters Local Union No 206
3510,930269205,1,936031284,PORTLAND ROTARY CHARITABLE TRUST
3511,911768607,1,930814473,NORTHWEST HOUSING ALTERNATIVES INC
3512,473435485,0,931073003,COQUILLE INDIAN TRIBE
3513,383797599,0,930401249,First Christian Church at Portland Oreg
3514,931149996,1,930427037,THE PORTLAND GARDEN CLUB
3515,943102115,1,930556522,AGRI-BUSINESS COUNCIL OF OREGON
3516,930814490,0,930386801,CATHOLIC CHARITIES
3517,201006407,1,931134865,PORTLAND CENTER STAGE
3518,311520436,1,930942933,RVM Ashland Housing Corporation
3519,311520436,1,943163349,RVM Bend Housing Corporation
3520,311520436,1,943260016,RVM Bend II Housing Corporation
3521,311520436,1,300315618,RVM Central Point Housing Corporation
3522,311520436,1,311662208,RVM Davis Housing Corporation
3523,311520436,1,943191447,RVM Eagle Point Housing Corporation
3524,311520436,1,943247154,RVM Eugene Housing Corporation
3525,311520436,1,311587415,RVM Fort Worth II Housing Corporation
3526,311520436,1,943136037,RVM Grants Pass Housing Corporation
3527,311520436,1,311662259,RVM Grants Pass II Housing Corporation
3528,311520436,1,930864466,RVM Housing Corporation
3529,311520436,1,943196455,RVM Klamath Falls Housing Corporation
3530,311520436,1,943194409,RVM Lively Oaks Housing Corporation
3531,311520436,1,900292647,RVM Mansfield Housing Corporation
3532,311520436,1,943212537,RVM Medford II Housing Corporation
3533,311520436,1,311587418,RVM Medford III Housing Corporation
3534,311520436,1,943162074,RVM Myrtle Creek Housing Corporation
3535,311520436,1,311715321,RVM Myrtle Creek II Housing Corporation
3536,311520436,1,311780332,RVM Portland Housing Corporation
3537,311520436,1,300037898,RVM Portland II Housing Corporation
3538,311520436,1,943212538,RVM Reedsport Housing Corporation
3539,311520436,1,943179782,RVM Roseburg Housing Corporation
3540,311520436,1,311587420,RVM Roseburg II Housing Corporation
3541,311520436,1,943212540,RVM Yreka Housing Corporation
3542,311520436,1,930892261,Community Volunteer Network
3543,311520436,0,391412320,Capitol Lakes Inc
3544,311520436,0,383781089,Capitol Lakes Foundation
3545,311520436,1,930557803,Cascade Manor Inc
3546,311520436,1,931330100,Cascade Manor Foundation
3547,311520436,1,930513697,Holladay Park Plaza
3548,311520436,1,264529118,Holladay Park Plaza Foundation
3549,311520436,0,342030255,Mirabella
3550,311520436,1,452508860,Mirabella Portland Foundation
3551,311520436,1,711016384,Mirabella at South Waterfront
3552,311520436,0,450574348,Mirabella Washington Foundation
3553,311520436,1,931067253,Pacific Retirement Services
3554,311520436,1,472352652,Pacific Retirement Services Foundation
3555,311520436,1,930453216,Rogue Valley Manor
3556,311520436,1,930712867,Rogue Valley Manor Foundation
3557,311520436,0,750891470,The Cumberland Rest Inc
3558,311520436,0,912162130,Trinity Terrace Foundation Inc
3559,311520436,0,931179254,University Retirement Community at Davis
3560,311520436,0,931301816,Univ Rtrmnt Comm at Davis Foundation
3561,311520436,0,813784956,Mirabella at ASU Inc
3562,311520436,0,943008774,Bay Area Senior Services Inc
3563,930864466,1,930942933,RVM Ashland Housing Corporation
3564,930864466,1,943163349,RVM Bend Housing Corporation
3565,930864466,1,943260016,RVM Bend II Housing Corporation
3566,930864466,1,300315618,RVM Central Point Housing Corporation
3567,930864466,1,311662208,RVM Davis Housing Corporation
3568,930864466,1,943191447,RVM Eagle Point Housing Corporation
3569,930864466,1,943247154,RVM Eugene Housing Corporation
3570,930864466,1,311520436,RVM Fort Worth Housing Corporation
3571,930864466,1,311587415,RVM Fort Worth II Housing Corporation
3572,930864466,1,943136037,RVM Grants Pass Housing Corporation
3573,930864466,1,311662259,RVM Grants Pass II Housing Corporation
3574,930864466,1,943196455,RVM Klamath Falls Housing Corporation
3575,930864466,1,943194409,RVM Lively Oaks Housing Corporation
3576,930864466,1,900292647,RVM Mansfield Housing Corporation
3577,930864466,1,943212537,RVM Medford II Housing Corporation
3578,930864466,1,311587418,RVM Medford III Housing Corporation
3579,930864466,1,943162074,RVM Myrtle Creek Housing Corporation
3580,930864466,1,311715321,RVM Myrtle Creek II Housing Corporation
3581,930864466,1,311780332,RVM Portland Housing Corporation
3582,930864466,1,300037898,RVM Portland II Housing Corporation
3583,930864466,1,943212538,RVM Reedsport Housing Corporation
3584,930864466,1,943179782,RVM Roseburg Housing Corporation
3585,930864466,1,311587420,RVM Roseburg II Housing Corporation
3586,930864466,1,943212540,RVM Yreka Housing Corporation
3587,930864466,1,930892261,Community Volunteer Network
3588,930864466,0,391412320,Capitol Lakes Inc
3589,930864466,0,383781089,Capitol Lakes Foundation
3590,930864466,1,930557803,Cascade Manor Inc
3591,930864466,1,931330100,Cascade Manor Foundation
3592,930864466,1,930513697,Holladay Park Plaza
3593,930864466,1,264529118,Holladay Park Plaza Foundation
3594,930864466,0,342030255,Mirabella
3595,930864466,1,452508860,Mirabella Portland Foundation
3596,930864466,1,711016384,Mirabella at South Waterfront
3597,930864466,0,450574348,Mirabella Washington Foundation
3598,930864466,1,931067253,Pacific Retirement Service
3599,930864466,1,472352652,Pacific Retirement Services Foundation
3600,930864466,1,930453216,Rogue Valley Manor
3601,930864466,1,930712867,Rogue Valley Manor Foundation
3602,930864466,0,750891470,The Cumberland Rest Inc
3603,930864466,0,912162130,Trinity Terrace Foundation Inc
3604,930864466,0,931179254,University Retirement Community at Davis
3605,930864466,0,931301816,Univ Rtrmnt Comm at Davis Foundation
3606,930864466,0,813784956,Mirabella at ASU Inc
3607,930864466,0,943008774,Bay Area Senior Services Inc
3608,931037644,0,930802067,ROTARY CLUB OF CANBY OREGON
3609,936024034,1,930391573,GOOD SAMARITAN HOSPITAL CORVALLIS
3610,931062307,1,930477890,TERWILLIGER PLAZA INC
3611,931062307,1,936071709,LESTA HOEL MEMORIAL TRUST FUND
3612,930942933,1,943163349,RVM Bend Housing Corporation
3613,930942933,1,943260016,RVM Bend II Housing Corporation
3614,930942933,1,300315618,RVM Central Point Housing Corporation
3615,930942933,1,311662208,RVM Davis Housing Corporation
3616,930942933,1,943191447,RVM Eagle Point Housing Corporation
3617,930942933,1,943247154,RVM Eugene Housing Corporation
3618,930942933,1,311520436,RVM Fort Worth Housing Corporation
3619,930942933,1,311587415,RVM Fort Worth II Housing Corporation
3620,930942933,1,943136037,RVM Grants Pass Housing Corporation
3621,930942933,1,311662259,RVM Grants Pass II Housing Corporation
3622,930942933,1,930864466,RVM Housing Corporation
3623,930942933,1,943196455,RVM Klamath Falls Housing Corporation
3624,930942933,1,943194409,RVM Lively Oaks Housing Corporation
3625,930942933,1,900292647,RVM Mansfield Housing Corporation
3626,930942933,1,943212537,RVM Medford II Housing Corporation
3627,930942933,1,311587418,RVM Medford III Housing Corporation
3628,930942933,1,943162074,RVM Myrtle Creek Housing Corporation
3629,930942933,1,311715321,RVM Myrtle Creek II Housing Corporation
3630,930942933,1,311780332,RVM Portland Housing Corporation
3631,930942933,1,300037898,RVM Portland II Housing Corporation
3632,930942933,1,943212538,RVM Reedsport Housing Corporation
3633,930942933,1,943179782,RVM Roseburg Housing Corporation
3634,930942933,1,311587420,RVM Roseburg II Housing Corporation
3635,930942933,1,943212540,RVM Yreka Housing Corporation
3636,930942933,1,930892261,Community Volunteer Network
3637,930942933,0,391412320,Capitol Lakes Inc
3638,930942933,0,383781089,Capitol Lakes Foundation
3639,930942933,1,930557803,Cascade Manor Inc
3640,930942933,1,931330100,Cascade Manor Foundation
3641,930942933,1,930513697,Holladay Park Plaza
3642,930942933,1,264529118,Holladay Park Plaza Foundation
3643,930942933,0,342030255,Mirabella
3644,930942933,1,452508860,Mirabella Portland Foundation
3645,930942933,1,711016384,Mirabella at South Waterfront
3646,930942933,0,450574348,Mirabella Washington Foundation
3647,930942933,1,931067253,Pacific Retirement Services
3648,930942933,1,472352652,Pacific Retirement Services Foundation
3649,930942933,1,930453216,Rogue Valley Manor
3650,930942933,1,930712867,Rogue Valley Manor Foundation
3651,930942933,0,750891470,The Cumberland Rest Inc
3652,930942933,0,912162130,Trinity Terrace Foundation Inc
3653,930942933,0,931179254,Univ Rtrmnt Comm at Davis
3654,930942933,0,931301816,Univ Rtrment Comm at Davis Foundation
3655,930942933,0,813784956,MIRABELLA AT ASU INC
3656,930942933,0,943008774,Bay Area Senior Services inc
3657,943091689,1,232743830,OREGON GOLF ASSOCIATION
3658,930844065,1,931312647,OREGON FAMILY FARM ASSOCIATION
3659,930844065,0,912064704,OREGON FAMILY FARM ASSOCIATION PAC
3660,930819366,1,320016048,PORTLAND BUSINESS ALLIANCE
3661,930700353,1,930803636,OR FOUNDATION FOR REPRODUCTIVE HEAL
3664,208192679,1,930454786,ST VINCENT DE PAUL OF LANE COUNTY
3665,900292647,1,930942933,RVM Ashland Housing Corporation
3666,900292647,1,943163349,RVM Bend Housing Corporation
3667,900292647,1,943260016,RVM Bend II Housing Corporation
3668,900292647,1,300315618,RVM Central Point Housing Corporation
3669,900292647,1,311662208,RVM Davis Housing Corporation
3670,900292647,1,943191447,RVM Eagle Point Housing Corporation
3671,900292647,1,943247154,RVM Eugene Housing Corporation
3672,900292647,1,311520436,RVM Fort Worth Housing Corporation
3673,900292647,1,311587415,RVM Fort Worth II Housing Corporation
3674,900292647,1,943136037,RVM Grants Pass Housing Corporation
3675,900292647,1,311662259,RVM Grants Pass II Housing Corporation
3676,900292647,1,930864466,RVM Housing Corporation
3677,900292647,1,943196455,RVM Klamath Falls Housing Corporation
3678,900292647,1,943194409,RVM Lively Oaks Housing Corporation
3679,900292647,1,943212537,RVM Medford II Housing Corporation
3680,900292647,1,311587418,RVM Medford III Housing Corporation
3681,900292647,1,943162074,RVM Myrtle Creek Housing Corporation
3682,900292647,1,311715321,RVM Myrtle Creek II Housing Corporation
3683,900292647,1,311780332,RVM Portland Housing Corporation
3684,900292647,1,300037898,RVM Portland II Housing Corporation
3685,900292647,1,943212538,RVM Reedsport Housing Corporation
3686,900292647,1,943179782,RVM Roseburg Housing Corporation
3687,900292647,1,311587420,RVM Roseburg II Housing Corporation
3688,900292647,1,943212540,RVM Yreka Housing Corporation
3689,900292647,1,930892261,Community Volunteer Network
3690,900292647,0,391412320,Capitol Lakes Inc
3691,900292647,0,383781089,Capitol Lakes Foundation
3692,900292647,1,930557803,Cascade Manor Inc
3693,900292647,1,931330100,Cascade Manor Foundation
3694,900292647,1,930513697,Holladay Park Plaza
3695,900292647,1,264529118,Holladay Park Plaza Foundation
3696,900292647,0,342030255,Mirabella
3697,900292647,1,452508860,Mirabella Portland Foundation
3698,900292647,1,711016384,Mirabella at South Waterfront
3699,900292647,0,450574348,Mirabella Washington Foundation
