period,ein,object_id,taxpayer_name,name,business_name1,business_name2,title,org_comp,related_comp
201712,930495655,201811499349300651,OREGON RESEARCH INSTITUTE,PAUL ROHDE,,,"SENIOR RESEARCH SCIENTIST, TRAINER",180375,3917
201712,930495655,201811499349300651,OREGON RESEARCH INSTITUTE,KEITH SMOLKOWSKI,,,SENIOR RESEARCH SCIENTIST,217730,0
201612,930471873,201733189349313703,ROSE VILLA INC,Steven Brower,,,Director of Food,154569,
201612,930471873,201733189349313703,ROSE VILLA INC,Vassar T Byrd,,,CEO,233760,
201712,930471873,201823189349309817,ROSE VILLA INC,Diane Gibson,,,CFO,150424,
201712,930471873,201823189349309817,ROSE VILLA INC,Vassar T Byrd,,,CEO,233912,
201706,930893420,201810089349300276,UNITED FOOD AND COMMERICAL WORKERS LOCAL 555,ANDERSON J,,,,166502,
201706,930893420,201810089349300276,UNITED FOOD AND COMMERICAL WORKERS LOCAL 555,CLAY D,,,,176486,
201706,930893420,201810089349300276,UNITED FOOD AND COMMERICAL WORKERS LOCAL 555,BISHOP J,,,,121938,
201706,930893420,201810089349300276,UNITED FOOD AND COMMERICAL WORKERS LOCAL 555,CUELLAR J,,,,126684,
201706,930893420,201810089349300276,UNITED FOOD AND COMMERICAL WORKERS LOCAL 555,DIAZ P,,,,133145,
201706,930893420,201810089349300276,UNITED FOOD AND COMMERICAL WORKERS LOCAL 555,MARSHALL M,,,,130363,
201706,342057513,201810969349300601,COMMUNITY COUNSELING SOLUTIONS,TIM HOLT,,,PROGRAM DIRECTOR,155580,
201706,930567549,201841169349301044,OUTSIDE IN,KATHY OLIVER,,,Executive Direc,158558,
201712,930738493,201823189349307902,WILLAMETTE VALLEY HOSPICE,FREDERICK COOK,,,HOSPICE PHYSICIAN,229555,0
201712,930738493,201823189349307902,WILLAMETTE VALLEY HOSPICE,BARB FARMER,,,ASSOC DIRECTOR OF CLINICAL SERVICES,156898,0
201712,930395815,201812269349302131,PIONEER TELEPHONE COOPERATIVE,MICHAEL WHALEN,,,EXECUTIVE VICE PRESIDENT,259604,0
201712,930395815,201812269349302131,PIONEER TELEPHONE COOPERATIVE,RANDY MORGAN,,,ASSISTANT SECRETARY,161266,0
201712,930395815,201812269349302131,PIONEER TELEPHONE COOPERATIVE,MIKE BOUNDS,,,PLANT MANAGER,160032,0
201712,930395815,201812269349302131,PIONEER TELEPHONE COOPERATIVE,ROBERT KNOWLES,,,MARKETING MANAGER,180076,0
201712,930395815,201812269349302131,PIONEER TELEPHONE COOPERATIVE,JONATHAN CUMMINGS,,,PLANT MANAGER,168665,0
201712,930454456,201831989349300138,HARNEY ELECTRIC COOPERATIVE INC,BRENT BEVERLY,,,OPERATIONS MANAGER,193034,
201712,930454456,201831989349300138,HARNEY ELECTRIC COOPERATIVE INC,CHARLES KNOX,,,Foreman,154683,
201712,930454456,201831989349300138,HARNEY ELECTRIC COOPERATIVE INC,FRED FLIPPENCE,,,GENERAL MANAGER,228980,
201712,930454456,201831989349300138,HARNEY ELECTRIC COOPERATIVE INC,JASON HILL,,,Line Superintend.,167968,
201712,930454456,201831989349300138,HARNEY ELECTRIC COOPERATIVE INC,Michael Estrada,,,Foreman,156234,
201707,273990987,201830949349301018,FOODCORPS INC,CURTIS ELLIS,,,CEO,162994,0
201712,930806912,201822259349301347,RONALD MCDONALD HOUSE CHARITIES OF OREGON AND SOUTHWEST WASHINGTON,JESSICA MILLER,,,CHIEF EXECUTIVE OFFICER,180981,0
201706,930738797,201821279349302307,FRENCH AMERICAN INTERNATIONAL SCHOOL,PAMELA K DREISEN,,,HEAD OF SCHOOL,164585,
201702,930613108,201820169349300812,FRIENDSHIP HEALTH CENTER,SEPTEMBER FRAY,,,EXECUTIVE DIRECTOR,219569,
201712,930306737,201831589349300908,WASCO ELECTRIC COOPERATIVE INC,Casey McCleary,,,Manager of Op.,232916,
201712,930306737,201831589349300908,WASCO ELECTRIC COOPERATIVE INC,Daniel Funkhouser,,,Line Foreman,162968,
201712,930306737,201831589349300908,WASCO ELECTRIC COOPERATIVE INC,Frank Roeder,,,Line Foreman,222923,
201712,930306737,201831589349300908,WASCO ELECTRIC COOPERATIVE INC,Jeffrey Davis,,,General Manager,271669,
201712,930306737,201831589349300908,WASCO ELECTRIC COOPERATIVE INC,Robert Gridley,,,Line Foreman,178012,
201712,930306737,201831589349300908,WASCO ELECTRIC COOPERATIVE INC,Shannon Bessette,,,Finance Manager,158598,
201712,930306737,201831589349300908,WASCO ELECTRIC COOPERATIVE INC,Wesley Woods,,,Serviceman,177901,
201706,930706892,201811349349309691,DE PAUL TREATMENT CENTERS INC,MAREE WACKER,,,CEO,247173,0
201706,930706892,201811349349309691,DE PAUL TREATMENT CENTERS INC,CHANEY REEL DAVIS,,,DIRECTOR OF MEDICAL SERVICES,187341,0
201706,930470717,201821359349307887,OREGON STATE UNIVERSITY ALUMNI ASSOCIATION INC,KATHY BICKEL,,,EXECUTIVE DIRECTOR,,264302
201706,930470717,201821359349307887,OREGON STATE UNIVERSITY ALUMNI ASSOCIATION INC,CHRISTI KASTEN,,,SR. ASSOC. EXEC. DIR,163572,
201709,930557803,201831219349301568,CASCADE MANOR INC,BRIAN YOUNG,,,EXECUTIVE DIRECTOR,249055,0
201706,931037330,201841289349302809,NETWORK FOR OREGON AFFORDABLE HOUSING,WILLIAM A VAN VLIET,,,EXECUTIVE DIRECTOR,195629,0
201706,931037330,201841289349302809,NETWORK FOR OREGON AFFORDABLE HOUSING,HEATHER GRAHAM,,,MANAGING DIRECTOR,0,159805
201612,930554950,201713179349308661,OREGON ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,ANDREW DAVIDSON,,,PRESIDENT & CEO,1070438,0
201612,930554950,201713179349308661,OREGON ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,PEGGY ALLEN,,,CFO,188913,62757
201612,930554950,201713179349308661,OREGON ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,ANDREW VAN PELT,,,EXECUTIVE VICE PRESIDENT,262801,81799
201612,930554950,201713179349308661,OREGON ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,ANDREA EASTON,,,"ASSOC VP, GOV'T AFFAIRS",190363,0
201612,930554950,201713179349308661,OREGON ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,PHILIP SCHMIDT,,,"ASSOC VP, PUBLIC AFFAIRS",157549,0
201612,930554950,201713179349308661,OREGON ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,SEAN KOLMER,,,"SR VP, POLICY & STRATEGY",187771,0
201612,930554950,201713179349308661,OREGON ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,DIANE WALDO,,,DIR OF QUALITY & CLINICAL SERVICES,57136,101938
201706,930623709,201830179349300803,SPECIAL MOBILITY SERVICES INC,FRED STOFFER,,,President,156138,
201612,930354500,201743189349312734,OREGON AFSCME COUNCIL 75,ANDREW FRIEDMAN,,,FIELD SERVICE DIR.,154580,
201612,930354500,201743189349312734,OREGON AFSCME COUNCIL 75,JENNIFER CHAPMAN,,,LEGAL COUNSEL,155953,
201612,930354500,201743189349312734,OREGON AFSCME COUNCIL 75,JOSEPH BAESSLER,,,POLITICAL DIRECTOR,155716,
201612,930354500,201743189349312734,OREGON AFSCME COUNCIL 75,STACY CHAMBERLAIN-CANODE,,,COLLECTIVE BARGAIN,154049,
201712,930354500,201842579349301229,OREGON AFSCME COUNCIL 75,ANDREW FRIEDMAN,,,FIELD SERVICE DIR.,159401,
201712,930354500,201842579349301229,OREGON AFSCME COUNCIL 75,JENNIFER CHAPMAN,,,LEGAL COUNSEL,165116,
201712,930354500,201842579349301229,OREGON AFSCME COUNCIL 75,JOSEPH BAESSLER,,,POLITICAL DIRECTOR,168489,
201612,930814473,201703179349307950,NORTHWEST HOUSING ALTERNATIVES INC,MARTHA MCLENNAN,,,Executive Dir.,162625,
201512,911854545,201802979349300645,NORTHWEST HEALTH FOUNDATION,NICHOLE MAHER,,,PRESIDENT,112158,122751
201512,911854545,201802979349300645,NORTHWEST HEALTH FOUNDATION,JASON HILTON,,,"VICE PRESIDENT, FINANCE",89686,75477
201512,911854545,201802979349300645,NORTHWEST HEALTH FOUNDATION,SUK RHEE,,,VICE PRESIDENT,63186,93825
201712,911854545,201832979349300343,NORTHWEST HEALTH FOUNDATION,NICHOLE MAHER,,,PRESIDENT,136729,109254
201712,911854545,201832979349300343,NORTHWEST HEALTH FOUNDATION,JASON HILTON,,,"VICE PRESIDENT, FINANCE",100095,67443
201612,930241933,201743439349300204,OREGONIANS CREDIT UNION,CHARLES GARNER,,,President & CEO,218672,
201612,930241933,201743439349300204,OREGONIANS CREDIT UNION,MILTON LAUNIUS,,,COO,154362,
201706,930763726,201703399349300315,OEA CHOICE TRUST,HANNA VAANDERING,,,TRUSTEE,0,196670
201706,930763726,201703399349300315,OEA CHOICE TRUST,HOLLY SPRUANCE,,,EXECUTIVE DIRECTOR,209777,0
201706,930763726,201703399349300315,OEA CHOICE TRUST,INGE ALDERSEBAES,,,DIRECTOR OF SCHOOL EMPLOYEE WELLNESS,154017,0
201712,263035522,201811719349300926,LIONS VISIONGIFT,CHRIS STOEGER,,,CEO,161538,
201706,931134865,201821359349307352,PORTLAND CENTER STAGE,CHRIS COLEMAN,,,ARTISTIC DIRECTOR/PRESIDEN,168583,0
201712,930131365,201801719349300930,SERVICE EMPLOYEES INTL UNION LOCAL 49,MEG NIEMI,,,PRESIDENT,156504,
201709,930718154,201832279349303188,NORTHWEST PORTLAND AREA INDIAN HEALTH BOARD,JOE FINKBONNER,,,EXECUTIVE DIRECTOR,163724,
201706,930243687,201733389349300048,PEAR BUREAU NORTHWEST,KEVIN MOFFITT,,,PRES / SEC-TR,258526,
201806,930243687,201823109349301542,PEAR BUREAU NORTHWEST,KEVIN MOFFITT,,,President & CEO,267435,
201806,930243687,201823109349301542,PEAR BUREAU NORTHWEST,ROBERT KOEHLER,,,MANAGER,152174,
201712,930391599,201822699349301037,OREGON HISTORICAL SOCIETY,KERRY TYMCHUK,,,EXECUTIVE DIRECTOR,293233,0
201805,930505956,201822929349300742,OREGON SCHOOL EMPLOYEES ASSOCIATION,RICK SHIDAKER,,,EXECUTIVE DIRECTOR,165495,0
201706,936038158,201831319349302438,OREGON-WASHINGTON CARPENTERS-EMPLOYERS APPRETICESHIP TRAINING TRUST FUND,MIKE HAWES,,,ADMINISTRATOR,158564,0
201706,320016048,201801099349301305,PORTLAND BUSINESS ALLIANCE,SANDRA MCDONOUGH,,,PRESIDENT & CEO,339611,0
201706,320016048,201801099349301305,PORTLAND BUSINESS ALLIANCE,MARION HAYNES,,,VP-GOVT. RELATIONS,172020,0
201706,320016048,201801099349301305,PORTLAND BUSINESS ALLIANCE,LYNNAE BERG,,,VP-DOWNTOWN SVCS,151937,0
201706,320016048,201801099349301305,PORTLAND BUSINESS ALLIANCE,DAVID THOMPSON,,,COO & GENERAL COUNSEL,180506,0
201708,931300690,201801039349300910,FRIENDS OF THE CHILDREN,TERRI SORENSEN,,,PRESIDENT,221905,0
201706,930895184,201810869349300316,UNITED ASSOCIATION OF JOURNEYMEN AND 290 LOCAL,FRITZ A SHROPSHIRE,,,BUSINESS MANAGER,247924,
201706,930895184,201810869349300316,UNITED ASSOCIATION OF JOURNEYMEN AND 290 LOCAL,WILLIAM MEHRENS,,,AGENT,228490,
201706,930895184,201810869349300316,UNITED ASSOCIATION OF JOURNEYMEN AND 290 LOCAL,ERIC FANNING,,,AGENT,211872,
201706,930895184,201810869349300316,UNITED ASSOCIATION OF JOURNEYMEN AND 290 LOCAL,TRAVIS ARGUE,,,AGENT,209035,
201706,930895184,201810869349300316,UNITED ASSOCIATION OF JOURNEYMEN AND 290 LOCAL,PATRICK CHRISTENSEN JR,,,AGENT,209035,
201706,930895184,201810869349300316,UNITED ASSOCIATION OF JOURNEYMEN AND 290 LOCAL,MARK SUNDSTROM,,,AGENT,209035,
201712,930843521,201822419349301302,FRESHWATER TRUST,JOE WHITWORTH,,,PRESIDENT,217286,
201703,270294759,201810309349301131,LIFE FLIGHT NETWORK FOUNDATION,MICHAEL GRIFFITHS,,,PRESIDENT,0,579532
201707,930561977,201800089349300005,UNITED ASSOCIATION LOCAL 290 APPRENTICE AND JOURNEYMEN TRAINING TRUST,CLARA SHROPSHIRE,,,director of training - PAST,193530,0
201709,930307250,201822279349301797,WAVERLEY COUNTRY CLUB,BRUCE PRUITT,,,CHIEF OPERATING OFFICER,319341,0
201709,930307250,201822279349301797,WAVERLEY COUNTRY CLUB,BRIAN KOFFLER,,,GREEN SUPERVISOR,203115,0
201709,930307250,201822279349301797,WAVERLEY COUNTRY CLUB,JIM SCHAEFFER,,,GOLF PRO,225975,0
201709,930307250,201822279349301797,WAVERLEY COUNTRY CLUB,NADAV BASHAN,,,CHEF,152817,0
201706,943126167,201811279349300986,INTERNATIONAL SCHOOL,ROBERT WOODS,,,HEAD OF SCHOOL,151083,0
201706,237002687,201841349349304379,SALEM HEALTH FOUNDATION,LEILANI SLAMA,,,VP OF COMMUNITY ENGAGEMENT,0,193012
201706,237002687,201841349349304379,SALEM HEALTH FOUNDATION,JAMES PARR,,,CHIEF FINANCIAL OFFICER,0,520383
201703,237115837,201713179349303341,BLACK BUTTE RANCH ASSOCIATION,SCOTT HUNTSMAN,,,PRESIDENT,0,240188
201703,237115837,201713179349303341,BLACK BUTTE RANCH ASSOCIATION,KYLE D CUMMINGS,,,ASSISTANT TREASURER,0,194244
201803,237115837,201802199349300130,BLACK BUTTE RANCH ASSOCIATION,KYLE D CUMMINGS,,,PAST ASSISTANT TREASURER,0,230879
201706,930910213,201800519349301060,NEW AVENUES FOR YOUTH INC,SEAN SUIB,,,EXECUTIVE DIRECTOR,159362,0
201710,263084386,201802549349301350,LA PINE COMMUNITY HEALTH CENTER,LAURA PENNAVARIA,,,EX-MEDICAL DIRECTOR,248688,
201710,263084386,201802549349301350,LA PINE COMMUNITY HEALTH CENTER,MICHAEL ALLEN,,,MEDICAL DIRECTOR,192175,
201710,263084386,201802549349301350,LA PINE COMMUNITY HEALTH CENTER,SCOTT BLACK,,,MD,208587,
201712,930323668,201841309349301884,NW PRIORITY CREDIT UNION,Mark Turnham,,,Exec Director/CEO,235006,0
201712,930323668,201841309349301884,NW PRIORITY CREDIT UNION,Julianne Garren,,,CFO,706064,0
201712,930323668,201841309349301884,NW PRIORITY CREDIT UNION,Susan Greenshields,,,COO,535327,0
201712,930368760,201832579349301013,BEAVER CREEK COOPERATIVE TELEPHONE COMPANY,PAUL HAUER,,,PRESIDENT,0,232957
201709,936034321,201800399349301325,PORTLAND OPERA ASSOCIATION INC,Christopher Mattaliano,,,Genrl Director,289380,
201712,930825821,201841289349301739,OAKS PARK ASSOCIATION,Joe Norling,,,Former CEO,167621,0
201712,911829325,201802849349301915,OREGON CLIMATE TRUST,KRISTEN KLEIMAN,,,DIRECTOR OF INVEST,178768,
201712,911829325,201802849349301915,OREGON CLIMATE TRUST,SEAN PENRITH,,,Past E.D,322394,
201706,930391547,201841349349310904,OREGON COLLEGE OF ART AND CRAFT,DENISE MULLEN,,,PRESIDENT,180638,0
201706,930474800,201821359349310117,BOYS AND GIRLS CLUBS OF PORTLAND METROPOLITAN AREA,HUBERT ERIN,,,CHIEF EXECUTIVE OFFICER,229637,0
201706,262499995,201800199349300535,SUMMIT LEARNING CHARTER,SEAN GALLAGHER,,,PRINCIPAL,156768,
201709,930916864,201830369349301403,OREGON MENNONITE RESIDENTIAL SERVICES INC,KAREN LITWILLER,,,EXECUTIVE DIRECTOR,0,152347
201706,930845182,201820789349300017,OREGON COLLEGE OF ORIENTAL MEDICINE,DEBORAH HOWE PHD FAICP,,,PRESIDENT,159855,0
201706,931329922,201810169349301046,KIDS UNLIMITED OF OREGON,TOM COLE,,,Executive Direc,152319,
201710,930242330,201840739349300344,OREGON FARM BUREAU FEDERATION,DAVID DILLON,,,EXECUTIVE VP,172571,
201709,931163452,201812119349301316,LOMAKATSI RESTORATION PROJECT,Marko Bey,,,CEO,133343,53047
201709,931163452,201812119349301316,LOMAKATSI RESTORATION PROJECT,Justin Collumbine,,,CFO,131007,53129
201712,930519925,201811439349300911,NECA-IBEW ELECTRICAL TRAINING CENTER,ROD BELISLE,,,TRAINING DIRECTOR,168885,
201712,930519925,201811439349300911,NECA-IBEW ELECTRICAL TRAINING CENTER,BARRY MORELAND,,,SAFETY DIRECTOR,152694,
201712,930519925,201811439349300911,NECA-IBEW ELECTRICAL TRAINING CENTER,JOHN SCHAROSCH,,,INSTRUCTOR,151729,
201706,930504473,201821359349306697,PORTLAND JEWISH ACADEMY,STEVEN ALBERT,,,EXECUTIVE DIRECTOR,236055,
201706,930504473,201821359349306697,PORTLAND JEWISH ACADEMY,BETH GERMAIN,,,CFO,185004,
201706,931312090,201801359349305495,SELF ENHANCEMENT FOUNDATION,TONY L HOPSON SR,,,PRESIDENT & CEO,0,278815
201712,463274093,201812679349301201,WINDING WATERS MEDICAL CLINIC,Elizabeth C Powers,,,Family Physician,273077,0
201712,463274093,201812679349301201,WINDING WATERS MEDICAL CLINIC,Keith R DeYoung,,,Chief Medical Officer,240969,0
201612,930278486,201733189349300423,SHEET METAL WORKERS INTERNATIONAL ASSOCIATION LOCAL UNION NO 16,CHARLES H JOHNSON JR,,,BUSINESS MANAGER/FST,158314,
201712,930278486,201823199349320112,SHEET METAL WORKERS INTERNATIONAL ASSOCIATION LOCAL UNION NO 16,CHARLES H JOHNSON JR,,,BUSINESS MANAGER/FST,161164,
201710,930394143,201822419349300807,OREGON BAPTIST RETIREMENT HOMES,KEITH MILSARK,,,EXECUTIVE DIRECTOR,158590,0
201706,455252325,201810089349301166,CURRY COMMUNITY HEALTH,KEN DUKEK,,,CEO,173983,
201706,930853709,201841359349308434,WALLACE MEDICAL CONCERN,AZAD JOHN-SALIMI MD,,,PHYSICIAN,150372,0
201706,930771304,201811289349300306,CONCORDIA UNIVERSITY FOUNDATION,Gary Withers,,,Executive Vice President,253550,0
201706,930771304,201811289349300306,CONCORDIA UNIVERSITY FOUNDATION,Kevin Matheny,,,Chief Dev. Officer,217163,0
201612,930115390,201723199349315922,OREGON-COLUMBIA CHAPTER OF THE ASSOC GENERAL CONTRACTORS OF AMERICA,SALSGIVER MICHAEL,,,EXECUTIVE DIRECTOR,227141,0
201612,930115390,201723199349315922,OREGON-COLUMBIA CHAPTER OF THE ASSOC GENERAL CONTRACTORS OF AMERICA,RAKOWITZ JOHN,,,PUBLIC AND STRATEGIC AFFAI,192155,0
201712,930115390,201823199349319127,OREGON-COLUMBIA CHAPTER OF THE ASSOC GENERAL CONTRACTORS OF AMERICA,SALSGIVER MICHAEL,,,EXECUTIVE DIRECTOR,241708,0
201712,930115390,201823199349319127,OREGON-COLUMBIA CHAPTER OF THE ASSOC GENERAL CONTRACTORS OF AMERICA,RAKOWITZ JOHN,,,PUBLIC AND STRATEGIC AFFAI,194438,0
201709,463852365,201800459349300635,WESTERN RIVERS FORESTRY,SUE DOROFF,,,PRESIDENT,0,240276
201706,930578172,201801359349308750,HOUSING NORTHWEST INC AND SUBSIDIARIES COLLEGE HOUSING NORTHWEST,DAVID GARNAND,,,EXECUTIVE DIRECTOR,163000,0
201706,931149789,201801279349301555,ALL HANDS RAISED,DAN RYAN,,,CHIEF EXECUTIVE OFFICER,169424,0
201706,936033807,201841359349310119,WESTERN OREGON UNIVERSITY DEVELOPMNENT FOUNDATION,REX FULLER,,,TRUSTEE,0,316023
201706,936097406,201841309349304114,WILLAMETTE CARPENTER TRAINING CENTER INC,JEFFREY JEWELL,,,CONTROLLER,153340,0
201712,930496390,201821799349300037,VIGILANT,JAMES H SEELEY JR,,,VP FINANCE & ADMIN,122765,73659
201712,930496390,201821799349300037,VIGILANT,DEREK GLOS,,,PRESIDENT,168478,168478
201712,930496390,201821799349300037,VIGILANT,RODGER GLOS,,,"CHAIR, BENEFIT PLANS",30139,331530
201712,930496390,201821799349300037,VIGILANT,KAREN DAVIS,,,SENIOR EMPLOYMENT ATTORNEY,148062,31407
201712,930496390,201821799349300037,VIGILANT,SCOTT DEAN,,,PULP AND PAPER MANAGER,16129,145152
201712,930496390,201821799349300037,VIGILANT,JODI SLAVIK,,,EMPLOYMENT ATTORNEY,161752,8514
201712,930496390,201821799349300037,VIGILANT,LINDA O'NEILL,,,VP STRATEGIC SERVICES,109943,99472
201712,930496390,201821799349300037,VIGILANT,DIANE BUISMAN,,,LEGAL DIRECTOR,146511,20930
201706,820569407,201800229349300430,EDUCATIONAL POLICY IMPROVEMENT CENTER DBA INFLEXION,Matthew Coleman,,,Executive Dir.,218424,
201708,930386885,201800099349300515,EASTER SEALS OREGON,J DAVID CHEVEALLIER,,,PRESIDENT/CEO,171679,0
201612,930232289,201723179349308402,POINT WEST CREDIT UNION,Amy Nelson,,,"CEO, TREASURER",167293,0
201712,510175253,201841719349301404,XERCES SOCIETY INC,SCOTT HOFFMAN BLACK,,,EXECUTIVE DIRECTOR,168181,0
201708,522146673,201820169349301302,STAND FOR CHILDREN INC,JONAH EDELMAN,,,CHIEF EXECUTIVE OFFICER,170688,0
201706,931312955,201723479349301202,CLACKAMAS CHARTER ALLIANCE CO CLACKAMAS MIDDLE COLLEGE,BRAD LINN,,,PRINCIPAL,123072,49174
201706,931312955,201723479349301202,CLACKAMAS CHARTER ALLIANCE CO CLACKAMAS MIDDLE COLLEGE,BRIAN SIEN,,,PRINCIPAL,120589,48522
201706,930386825,201800439349300855,JEWISH FEDERATION OF GREATER PORTLAND,MARC N BLATTNER,,,President & CEO,268002,
201612,930573822,201713189349308966,PLANNED PARENTHOOD OF SW OREGON,LISA GARDNER,,,PRESIDENT & CEO,168105,
201612,930573822,201713189349308966,PLANNED PARENTHOOD OF SW OREGON,THOMAS EWING,,,MEDICAL DIRECTOR,205713,
201612,930495706,201743129349303494,OREGON ASSOCIATION OF REALTORS,DR JOHN WALLACE,,,CHIEF EXECUTIVE OFFICER,262210,0
201612,930495706,201743129349303494,OREGON ASSOCIATION OF REALTORS,JENNIFER PAKULA,,,VP LEGAL AFFAIRS,169618,0
201712,930495706,201831289349302278,OREGON ASSOCIATION OF REALTORS,DR JOHN WALLACE,,,CHIEF EXECUTIVE OFFICER,256908,0
201712,930495706,201831289349302278,OREGON ASSOCIATION OF REALTORS,JENNIFER PAKULA,,,VP LEGAL AFFAIRS/INTERIM CEO,166700,0
201703,931240928,201800369349300245,OREGON BUSINESS COUNCIL CHARITABLE INSTITUTE,DUNCAN WYSE,,,EXECUTIVE DIRECTOR,0,297958
201706,931315027,201821209349301652,OREGON MANUFACTURING EXTENSION PARTNERSHIP INC,CHRISTOPHER SCHERER,,,PAST PRESIDENT,211119,
201706,931315027,201821209349301652,OREGON MANUFACTURING EXTENSION PARTNERSHIP INC,DAVID LOOPER,,,MANAGING CONSULT.,156952,
201706,931315027,201821209349301652,OREGON MANUFACTURING EXTENSION PARTNERSHIP INC,JIM WEHRS,,,MANAGING CONSULT.,162264,
201706,931315027,201821209349301652,OREGON MANUFACTURING EXTENSION PARTNERSHIP INC,JOHN VALACHOVIC,,,MANAGING CONSULT.,161027,
201706,931315027,201821209349301652,OREGON MANUFACTURING EXTENSION PARTNERSHIP INC,KLEVE KEE,,,MANAGING CONSULT.,163052,
201706,931315027,201821209349301652,OREGON MANUFACTURING EXTENSION PARTNERSHIP INC,MICHELLE FUSAK,,,VP OF FINANCE,168497,
201706,931315027,201821209349301652,OREGON MANUFACTURING EXTENSION PARTNERSHIP INC,PAOLA CASTALDO,,,MANAGING CONSULT,158772,
201612,237203564,201703179349307735,NATIONAL INTRAMURAL-RECREATIONAL SPORTS ASSOCIATION,PAMELA WATTS,,,EXECUTIVE DIRECTOR,176602,0
201712,930388092,201801709349300045,COLUMBIA POWER COOPERATIVE ASSOCIATION,ROBERT COX,,,GENERAL MANAGER,174822,
201706,930923476,201801099349301205,CLEAN AND SAFE INC,LYNNAE BERG,,,EXECUTIVE DIRECTOR,151937,0
201612,930141440,201723209349301127,CLEAR CREEK MUTUAL TELEPHONE COMPANY,MITCHELL MOORE,,,PRESIDENT,247476,0
201712,930141440,201822769349301607,CLEAR CREEK MUTUAL TELEPHONE COMPANY,MITCHELL MOORE,,,PRESIDENT,238925,0
201703,465562403,201830469349301463,LEGACY HEALTH FOUNDATION,LEWIS L LOW MD,,,Treasurer,,724638
201703,465562403,201830469349301463,LEGACY HEALTH FOUNDATION,MAUREEN A BRADLEY,,,EX-OFFICIO,,390547
201703,465562403,201830469349301463,LEGACY HEALTH FOUNDATION,ROBERT E DEWITT,,,Secretary,,548105
201612,200838203,201733189349303023,ECLIPSEORG FOUNDATION INC,PAUL WHITE,,,VP MEMBER SERVICES,150254,
201612,200838203,201733189349303023,ECLIPSEORG FOUNDATION INC,MIKE MILINKOVICH,,,EXECUTIVE DIRECTOR,407318,
201612,200838203,201733189349303023,ECLIPSEORG FOUNDATION INC,IAN SKERRETT,,,VP MARKETING,178803,
201709,930946020,201802269349302545,SKY LAKES MEDICAL CENTER FOUNDATION,Paul Stewart,,,Board Member,0,735029
201712,271138640,201812569349300216,DRUPALCON INC THE DRUPAL ASSOCIATION,MEGAN SANICKI,,,EXECUTIVE DIRECTOR,169575,5132
201712,930196216,201810869349301121,INTERNATIONAL BROTHERHOOD OF 0125 LOCAL,TRAVIS ERI,,,BUSINESS MGR/FIN SEC,216963,
201712,930196216,201810869349301121,INTERNATIONAL BROTHERHOOD OF 0125 LOCAL,MARCIA L GRAIL,,,BUSINESS REP,174444,
201712,930196216,201810869349301121,INTERNATIONAL BROTHERHOOD OF 0125 LOCAL,JACK E CARTER JR,,,BUSINESS REP,177629,
201712,930196216,201810869349301121,INTERNATIONAL BROTHERHOOD OF 0125 LOCAL,RICK E MAIN,,,BUSINESS REP,160418,
201712,930196216,201810869349301121,INTERNATIONAL BROTHERHOOD OF 0125 LOCAL,ROBERT E CLARKSON,,,BUSINESS REP,157988,
201712,930196216,201810869349301121,INTERNATIONAL BROTHERHOOD OF 0125 LOCAL,JEREMY WHITE,,,BUSINESS REP,166403,
201706,931135796,201811359349305746,OAK HILL SCHOOL,ROBERT SARKISIAN,,,HEAD OF SCHOOL,212447,0
201612,474408911,201703179349307610,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,ZACKARY CULVER,,,BUSINESS MANAGER/SEC. TREA,208678,0
201612,474408911,201703179349307610,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,GARY MOORE,,,E-BOARD/FIELD REP,179417,0
201612,474408911,201703179349307610,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,DAVE TISCHER,,,PRESIDENT/POLITICAL DIRECT,179310,0
201612,474408911,201703179349307610,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,BRUCE ROLLER,,,RECORDING SECRETARY/FIELD,150507,0
201612,474408911,201703179349307610,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,GARY JACKSON,,,E-BOARD/LEAD REP,175995,0
201612,474408911,201703179349307610,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,JEFF GRITZ,,,AUDITOR,153992,0
201612,474408911,201703179349307610,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,BEN GUZMAN,,,AUDITOR,153653,0
201712,474408911,201802539349301030,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,ZACKARY CULVER,,,BUSINESS MANAGER/SEC. TREA,200898,608
201712,474408911,201802539349301030,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,GARY MOORE PAST,,,E-BOARD/FIELD REP,6369,190723
201712,474408911,201802539349301030,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,GARY JACKSON,,,E-BOARD,168999,608
