,year,ein,object_id,taxpayer_name,form,source,compensation,INCOME_AMT,ASSET_AMT,REVENUE_AMT,TAX_PERIOD_y,NTEE_CD
1268,2018,930790539,201840579349300009,WESTSIDE CHRISTIAN HIGH SCHOOL,IRS990,part_i,1739695.0,3751139.0,15557557.0,3745319.0,201806.0,B25Z
2106,2018,202738271,201840549349300619,SOUTHWEST CHARTER SCHOOL,IRS990,part_i,1074056.0,1775941.0,1423175.0,1762186.0,201806.0,B29
5320,2018,452408314,201840469349302519,GO WITH GOD GLOBAL,IRS990,part_i,0.0,332018.0,85143.0,332018.0,201812.0,X20
6326,2018,931278854,201840469349300344,ARTS FOUNDATION OF LAKE OSWEGO,IRS990,part_i,114377.0,232982.0,106222.0,232982.0,201806.0,A20
9312,2018,900097197,201840469349200424,MEALS FOR SENIORS INC,IRS990EZ,ez_part_i,41440.0,86906.0,25046.0,84094.0,201812.0,K30
8990,2018,954070694,201840439349301514,PROGRESSIVE HEALTH SERVICES,IRS990,part_i,65035.0,96871.0,187323.0,96871.0,201806.0,
6034,2018,936038023,201840409349200434,PAISLEY DISASTER UNIT,IRS990EZ,ez_part_i,,256099.0,339806.0,123959.0,201812.0,
13136,2018,300804863,201840399349200759,PTO SANTIAM CANYON SCHOOL DISTRICT,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201807.0,B94
2204,2018,930763150,201840369349300619,WALDORF EDUCATION ASSOCIATION EUGENE WALDORF SCHOOL,IRS990,part_i,980852.0,1617859.0,1829719.0,1577198.0,201807.0,B24Z
13166,2018,930922086,201840369349200764,COSA FOUNDATION,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201906.0,
5642,2018,930881484,201840339349301504,CENTRAL NORTHEAST NEIGHBORS INC,IRS990,part_i,220492.0,297140.0,91835.0,297140.0,201806.0,
7286,2018,521434437,201840309349200859,OREGON ASSN OF CHRISTIAN WRITERS,IRS990EZ,ez_part_i,,163924.0,40592.0,153130.0,201809.0,B03
5744,2018,931314764,201840199349300724,MARYS RIVER WATERSHED COUNCIL,IRS990,part_i,153577.0,286563.0,218796.0,286563.0,201806.0,C27
4206,2018,936041670,201840169349301024,OREGON LIBRARY ASSOCIATION,IRS990,part_i,0.0,527274.0,877605.0,527274.0,201808.0,
8492,2018,930577934,201840129349301234,INSTITUTE FOR INTERNATIONAL CHRISTIAN COMMUNICATIONS INC,IRS990,part_i,187242.0,112535.0,770772.0,112535.0,201808.0,X21Z
12512,2018,930742167,201840129349200764,CHETCO VALLEY HISTORICAL SOCIETY,IRS990EZ,ez_part_i,,5521.0,154540.0,4704.0,201806.0,
12010,2018,463409215,201840099349200329,SCIO SCHOOL DISTRICT FOUNDATION INC,IRS990EZ,ez_part_i,,19093.0,152946.0,10946.0,201806.0,B11
136,2018,930622075,201833559349300648,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,IRS990,part_i,41279912.0,84242613.0,62712557.0,84242495.0,201712.0,E220
8430,2018,264769427,201833559349200403,CRESWELL CLUBHOUSE,IRS990EZ,ez_part_i,95615.0,114619.0,22237.0,114619.0,201808.0,P20
1596,2018,930594506,201833549349301358,BOB BELLONI RANCH INC,IRS990,part_i,1970986.0,2734295.0,1937116.0,2734295.0,201806.0,T99Z
7104,2018,930879944,201833549349300643,SELLWOOD MORELAND IMPROVEMENT LEAGUE,IRS990,part_i,36327.0,173722.0,985857.0,166747.0,201809.0,S20Z
4770,2018,930964181,201833549349300343,ST VINCENT DE PAUL SOCIETY,IRS990,part_i,237089.0,410042.0,615650.0,410042.0,201809.0,P600
6770,2018,936099167,201833549349200763,SOUTHWESTERN OREGON TRAINING TRUST,IRS990EZ,ez_part_i,64882.0,196062.0,366291.0,196062.0,201806.0,B30
10960,2018,432073030,201833549349200418,PORTLAND METRO CHAPTER OF THE RISK MANAGEMENT ASSOCIATION,IRS990EZ,ez_part_i,,49829.0,32654.0,49829.0,201908.0,S41
7036,2018,930811545,201833549349200308,LANE COUNTY PEACE OFFICERS ASSOCIAT,IRS990EZ,ez_part_i,48795.0,178497.0,231358.0,178497.0,201903.0,
7300,2018,931014717,201833549349200123,PTO RALEIGH HILLS INC,IRS990EZ,ez_part_i,,162866.0,169135.0,138939.0,201808.0,B94
8724,2018,936050685,201833549349200108,WESTPORT WATER ASSOCIATION,IRS990EZ,ez_part_i,,105153.0,387641.0,105153.0,201806.0,
7112,2018,936041768,201833549349100208,JAMES WEIR MEMORIAL FUND - BIGLOW D,IRS990PF,pf_part_i,,173171.0,686474.0,,201806.0,
4068,2018,237404525,201833539349300838,AMERICAN COUNCIL OF ENGINEERING COMPANIES OF OREGON,IRS990,part_i,228224.0,563781.0,276056.0,563781.0,201806.0,
8172,2018,930814021,201833529349200503,VERNONIA BOOSTER CLUB,IRS990EZ,ez_part_i,,125235.0,133907.0,125235.0,201906.0,
10696,2018,237082966,201833529349200013,CANNON VIEW PARK INC,IRS990EZ,ez_part_i,,55399.0,268988.0,55399.0,201808.0,
2520,2018,930884244,201833519349301013,OREGON BUSINESS COUNCIL,IRS990,part_i,620538.0,1283883.0,274736.0,1283883.0,201803.0,
4088,2018,930094834,201833519349300778,NPLEX,IRS990,part_i,322863.0,560869.0,895732.0,560869.0,201807.0,G03
7092,2018,930478496,201833519349300413,OLNEY-WALLUSKI WATER ASSOCIATION,IRS990,part_i,7088.0,174362.0,1064761.0,72986.0,201806.0,
11852,2018,205654967,201833519349200708,AFRICAN SMILE INC,IRS990EZ,ez_part_i,,24460.0,16155.0,24460.0,201712.0,Q71
12798,2018,931219455,201833519349100253,ANKYLOSING SPONDYLITIS RESEARCH INTERNATIONAL,IRS990PF,pf_part_i,,35.0,1.0,,201809.0,
4630,2018,352212258,201833489349301263,SOUTH COLUMBIA FAMILY SCHOOL,IRS990,part_i,321914.0,432692.0,640142.0,432692.0,201806.0,B29
7312,2018,204679619,201833489349200618,NESTEAM INTERNATIONAL INC,IRS990EZ,ez_part_i,,162408.0,24601.0,162408.0,201905.0,Q30
1276,2018,930722603,201833479349300343,OLD MILL CENTER FOR CHILDREN AND FAMILIES INC,IRS990,part_i,2148706.0,3730887.0,4170240.0,2639964.0,201806.0,P400
8986,2018,931076232,201833479349200318,SILVER FOX FOUNDATION INC,IRS990EZ,ez_part_i,,97033.0,97909.0,40710.0,201806.0,T300
2522,2018,113663044,201833469349300713,ART4LIFE,IRS990,part_i,896514.0,1282649.0,276498.0,1282649.0,201808.0,A25
3928,2018,680032731,201833469349300233,CALIFORNIA ASSOCIATION OF COUNCILS OF GOVERNMENTS,IRS990,part_i,497109.0,592494.0,185864.0,592494.0,201806.0,
2270,2018,930776334,201833459349300858,HISTORIC ELSINORE THEATRE INC,IRS990,part_i,444150.0,1552768.0,3004307.0,1508829.0,201806.0,A600
4498,2018,462856284,201833459349300803,RESOURCE LINK CHARTER SCHOOL,IRS990,part_i,398519.0,458040.0,159056.0,458040.0,201806.0,B29
1584,2018,460491274,201833449349300868,WILLAMETTE LEADERSHIP ACADEMY,IRS990,part_i,12756.0,2744148.0,1652751.0,2740759.0,201806.0,B29
3470,2018,455524830,201833449349300773,OREGON VIRTUAL EDUCATION,IRS990,part_i,671888.0,762736.0,648702.0,762736.0,201806.0,B29
2842,2018,931065133,201833419349300038,HEALTH CARE COALITION OF SOUTHERN OREGON,IRS990,part_i,288996.0,1048814.0,517427.0,1048814.0,201805.0,Z99Z
2378,2018,931152908,201833409349300628,HARMONY MONTESSORI SCHOOL INC,IRS990,part_i,906007.0,1417841.0,508197.0,1283361.0,201807.0,B20Z
4926,2018,931120777,201833409349300428,INTERVENTIONAL ANGIOGRAPHY ASSOCIATES PC,IRS990,part_i,0.0,383365.0,4051861.0,383365.0,201806.0,E20
10522,2018,930863357,201833399349200618,SPECIALIZED HOUSING V INC,IRS990EZ,ez_part_i,,58341.0,191633.0,58341.0,201806.0,L21Z
1146,2018,931051724,201833389349300953,OREGON CHILDRENS FOUNDATION,IRS990,part_i,2333692.0,4350751.0,5565847.0,4170871.0,201806.0,B210
2266,2018,473777643,201833349349300738,FULL ACCESS HIGH DESERT,IRS990,part_i,1027686.0,1556177.0,1745733.0,1547909.0,201806.0,F19
9766,2018,930908463,201833349349200108,PREP PREP FOR KIDS,IRS990EZ,ez_part_i,39121.0,75396.0,125013.0,62341.0,201808.0,B99Z
6776,2018,237026604,201833329349300618,AMERICAN LEGION POST 116,IRS990,part_i,9032.0,195429.0,81693.0,82988.0,201807.0,
4422,2018,931076130,201833319349301013,CRATER FOUNDATION,IRS990,part_i,32056.0,477505.0,1804996.0,469279.0,201806.0,Z99Z
10482,2018,510142808,201833319349200723,CHORAL ARTS ENSEMBLE OF PORTLAND,IRS990EZ,ez_part_i,,59412.0,49943.0,59412.0,201805.0,
11132,2018,943183249,201833319349200018,PTA JEFFERSON PARENTS AND TEACHERS JPAT OREGON PTA CONGRESS,IRS990EZ,ez_part_i,,45601.0,52792.0,34859.0,201806.0,
2248,2018,262018413,201833309349301013,MOLALLA RIVER ACADEMY,IRS990,part_i,1027783.0,1579198.0,1442443.0,1563403.0,201806.0,B240
2028,2018,931296441,201833309349300733,RIDGELINE MONTESSORI PUBLIC,IRS990,part_i,1530430.0,1903949.0,2618812.0,1903173.0,201806.0,B24
4428,2018,943076587,201833309349300638,HOPE PREGNANCY CLINIC,IRS990,part_i,212348.0,476505.0,402336.0,452013.0,201712.0,E400
8354,2018,931220053,201833309349300128,RECLAIMING VICTORY MINISTRIES INC,IRS990,part_i,67854.0,117886.0,32923.0,117886.0,201806.0,F60
8230,2018,911820468,201833249349200418,COLUMBIA ALPACA BREEDERS ASSOCIATION,IRS990EZ,ez_part_i,,123241.0,59688.0,10922.0,201806.0,K26
5580,2018,931061561,201833239349300883,NORTHEAST OREGON AREA HEALTH EDUCATION CENTER INC,IRS990,part_i,189039.0,305173.0,370220.0,305173.0,201809.0,Z99Z
5386,2018,931161002,201833239349100503,MARGARET THIELE PETTI FOUNDATION,IRS990PF,pf_part_i,35000.0,324165.0,1042207.0,,201712.0,T20Z
8358,2018,943101722,201833219349200308,CEDAR MILL SCHOOL PARENT TEACHER CLUB INC,IRS990EZ,ez_part_i,0.0,117769.0,109289.0,112123.0,201806.0,
11068,2018,264061183,201833219349200103,PTO BROOKLYN,IRS990EZ,ez_part_i,,46853.0,24895.0,26931.0,201806.0,B94
6420,2018,931196184,201833209349301518,AIRPORT ROTARY FOUNDATION CO STEPHEN CLARKE,IRS990,part_i,0.0,226355.0,234087.0,152683.0,201906.0,B82
1188,2018,943076293,201833209349301433,ST CHARLES FOUNDATION INC,IRS990,part_i,0.0,4118717.0,13982516.0,3782582.0,201712.0,E70
2686,2018,202305808,201833209349301163,DIVERSIFIED ABILITIES INC,IRS990,part_i,704498.0,1149530.0,114585.0,1149530.0,201712.0,P80
9150,2018,271178354,201833209349201313,STUMPTOWN DISC GOLF,IRS990EZ,ez_part_i,,92060.0,22444.0,92060.0,201712.0,N50
11224,2018,931247105,201833209349200938,COOS BAY VOLUNTEER FIREFIGHTERS,IRS990EZ,ez_part_i,,43064.0,265247.0,43064.0,201806.0,M24
9158,2018,463095862,201833209349200518,BASE CAMP STUDIO,IRS990EZ,ez_part_i,,91984.0,30500.0,91984.0,201806.0,A90
12902,2018,205833567,201833209349200503,MOSAIC MINISTRIES,IRS990EZ,ez_part_i,,0.0,2947.0,0.0,201712.0,X20
13022,2018,710888906,201833209349200148,AUTISM SERVICE DOGS OF AMERICA,IRS990EZ,ez_part_i,101004.0,0.0,0.0,0.0,201812.0,E60
2480,2018,931176721,201833199349320753,OREGON LEAGUE OF CONSERVATION VOTERS,IRS990,part_i,1156463.0,1322823.0,97339.0,1322823.0,201712.0,C01
3148,2018,931177957,201833199349320628,OREGON LEAGUE OF CONSERVATION VOTERS EDUCATION FUND,IRS990,part_i,830214.0,888440.0,136983.0,888440.0,201712.0,C013
2112,2018,931117662,201833199349320528,PORTLAND POLICE ASSOCIATION,IRS990,part_i,277028.0,1760684.0,4274843.0,1760684.0,201712.0,
1538,2018,43594598,201833199349320378,PYTHON SOFTWARE FOUNDATION,IRS990,part_i,388970.0,2883257.0,3289518.0,2870521.0,201712.0,U41
762,2018,202884155,201833199349319733,MAITRIPA COLLEGE,IRS990,part_i,267140.0,8056781.0,8232108.0,7912111.0,201712.0,B50
2734,2018,931127536,201833199349319518,BOYS AND GIRLS CLUBS OF BEND INC,IRS990,part_i,742641.0,1104276.0,317161.0,1025247.0,201712.0,O23Z
3220,2018,931011913,201833199349319278,BETTER LIFE TELEVISION INC BETTER LIFE BROADCASTING NETWORK,IRS990,part_i,348626.0,855430.0,1949657.0,855430.0,201806.0,A32Z
6590,2018,931205915,201833199349319258,MT ANGEL COMMUNITY FOUNDATION,IRS990,part_i,0.0,211092.0,4250878.0,178239.0,201712.0,T31
5298,2018,930718331,201833199349319083,SALEM ART ASSOCIATION ENDOWMENT FOUNDATION,IRS990,part_i,0.0,334567.0,920020.0,80333.0,201712.0,A11
7220,2018,562497219,201833199349319068,SHERIE HILDRETH OVARIAN CANCER FOUNDATION,IRS990,part_i,0.0,168177.0,273666.0,110906.0,201712.0,G11
182,2018,930243503,201833199349318928,UNITUS COMMUNITY CREDIT UNION,IRS990,part_i,20840800.0,52287697.0,1118025963.0,52172923.0,201712.0,
5552,2018,930572009,201833199349318798,OREGON MANUFACTURED HOUSING ASSOCIATION,IRS990,part_i,0.0,308229.0,771012.0,308229.0,201712.0,
110,2018,930396847,201833199349318468,MID-VALLEY HEALTHCARE INC,IRS990,part_i,71810823.0,124329176.0,58200813.0,123675637.0,201712.0,E220
148,2018,931305493,201833199349318133,SAMARITAN NORTH LINCOLN HOSPITAL,IRS990,part_i,39412622.0,73576645.0,30932878.0,73428345.0,201712.0,E22
1176,2018,237252406,201833199349318058,GOOD SAMARITAN HOSPITAL FOUNDATION CORVALLIS,IRS990,part_i,0.0,4186124.0,12031951.0,1226563.0,201712.0,E22I
5608,2018,931296756,201833199349317913,TEEN REACH,IRS990,part_i,65543.0,301774.0,150837.0,220063.0,201712.0,P30
3766,2018,454176224,201833199349317803,MOMENTUM ALLIANCE,IRS990,part_i,438498.0,641664.0,318118.0,634370.0,201712.0,O50
152,2018,931231494,201833199349317178,PROVIDENCE PORTLAND MEDICAL FOUNDATION,IRS990,part_i,234532.0,70833733.0,104337234.0,37002087.0,201712.0,E112
4114,2018,261666325,201833199349316923,HOMEPLATE YOUTH SERVICES,IRS990,part_i,329437.0,554939.0,449798.0,548326.0,201812.0,P20
3796,2018,930451732,201833199349316638,TYEE YACHT CLUB CO PROFECTUS CPA,IRS990,part_i,55595.0,625211.0,909747.0,560991.0,201712.0,
3698,2018,431985190,201833199349316308,INCIGHT COMPANY,IRS990,part_i,345130.0,664036.0,281748.0,518516.0,201712.0,B90
1582,2018,911842787,201833199349315578,BNAI BRITH MENS CAMP ASSOCIATION,IRS990,part_i,1208581.0,2760371.0,7590902.0,2499526.0,201712.0,O12
2606,2018,320288058,201833199349315433,IRON TRIBE NETWORK INC,IRS990,part_i,429472.0,1215969.0,294249.0,1215969.0,201712.0,F20
3968,2018,930286205,201833199349315393,SPRINGFIELD AREA CHAMBER OF COMMERCE,IRS990,part_i,374209.0,583282.0,98740.0,554813.0,201712.0,S41Z
2446,2018,930634959,201833199349315138,AGC-IUOE LOCAL 701 TRAINING TRUST FUND,IRS990,part_i,747774.0,1355605.0,6228176.0,1355605.0,201712.0,J220
4492,2018,930771249,201833199349314793,AUTISM SOCIETY OF OREGON,IRS990,part_i,110238.0,459237.0,418247.0,405698.0,201712.0,
2512,2018,930696480,201833199349314663,IMMIGRATION COUNSELING SERVICE INC,IRS990,part_i,879514.0,1294005.0,524077.0,1294005.0,201712.0,P840
4522,2018,264449347,201833199349314423,UMPQUA LOW-COST VETERINARY SERVI,IRS990,part_i,231389.0,452875.0,47681.0,452875.0,201712.0,D40
3734,2018,611557140,201833199349313548,CIRCUS PROJECT,IRS990,part_i,491505.0,653025.0,526435.0,653025.0,201712.0,O50
4278,2018,300150634,201833199349311338,OREGON ALLIANCE OF CHILDRENS PROGRAMS,IRS990,part_i,183815.0,511573.0,261889.0,511573.0,201806.0,O01
4438,2018,300407470,201833199349309993,SAGE COMMUNITY SCHOOL,IRS990,part_i,342273.0,474501.0,249383.0,474501.0,201806.0,B20
3040,2018,930577208,201833199349309988,KLAMATH LAKE CO COUNCIL ON AGING,IRS990,part_i,200930.0,929326.0,448517.0,929326.0,201806.0,
4380,2018,461240416,201833199349309643,CENTRAL OREGON ANIMAL FRIENDS,IRS990,part_i,161944.0,487918.0,519332.0,481114.0,201712.0,D20
2202,2018,237136446,201833199349308403,CHILD EVANGELISM FELLOWSHIP OF OREGON INC,IRS990,part_i,1110736.0,1619125.0,835302.0,1591015.0,201712.0,O55Z
4236,2018,274743976,201833199349308168,REALITY KITCHEN NONPROFIT,IRS990,part_i,274053.0,520728.0,120064.0,410551.0,201712.0,P20
4030,2018,320202371,201833199349307933,GHOST TREE INVITATIONAL LTD,IRS990,part_i,0.0,571905.0,79122.0,186588.0,201712.0,H11
3244,2018,272773359,201833199349307583,COMMUNITY RESOURCE TRUST,IRS990,part_i,110917.0,847199.0,1355933.0,847199.0,201806.0,K31
1604,2018,202587074,201833199349307503,EARTH ADVANTAGE,IRS990,part_i,1749544.0,2722842.0,2513000.0,2722842.0,201712.0,L81
2642,2018,911838169,201833199349307323,CLACKAMAS RIVER BASIN COUNCIL INC,IRS990,part_i,354247.0,1185370.0,562190.0,1185370.0,201712.0,C30
4044,2018,362953530,201833199349307258,MINT INDUSTRY RESEARCH COUNCIL,IRS990,part_i,0.0,568043.0,979701.0,568043.0,201712.0,
6124,2018,472786960,201833199349307163,STAND FOR HAITI INC,IRS990,part_i,0.0,248483.0,125013.0,248483.0,201712.0,Q30
6662,2018,470991908,201833199349306888,WIGGLY TAILS DOG RESCUE,IRS990,part_i,20366.0,205331.0,24058.0,205331.0,201712.0,D20
5998,2018,452413443,201833199349306828,BIG TUNA CHAPTER OF OREGON 98 DUCKS UNLIMITED,IRS990,part_i,0.0,259646.0,14397.0,79661.0,201712.0,K12
5832,2018,451739761,201833199349306643,NETWORK TIME FOUNDATION INC,IRS990,part_i,0.0,276149.0,59389.0,276149.0,201712.0,U41
3700,2018,930213280,201833199349306438,LINN FOREST PROTECTIVE ASSOCIATION,IRS990,part_i,0.0,664003.0,940832.0,589976.0,201806.0,
7974,2018,930856470,201833199349306413,COLUMBIA COUNTY SELF-HELP INC,IRS990,part_i,0.0,133182.0,1194814.0,133182.0,201712.0,T20Z
7964,2018,930716075,201833199349305293,DOUGLAS COUNTY ASSOCIATION OF REALTORS,IRS990,part_i,43551.0,133774.0,522299.0,107819.0,201712.0,
3550,2018,930681430,201833199349304893,LANE ARTS COUNCIL,IRS990,part_i,210980.0,730857.0,496365.0,730857.0,201806.0,A26Z
3428,2018,931078155,201833199349304888,BULL SESSION CHARITY GOLF TOURNAMENT,IRS990,part_i,0.0,784486.0,211575.0,514472.0,201812.0,Z99Z
7072,2018,202789741,201833199349304828,BLANCHET CATHOLIC SCHOOL FOUNDATION,IRS990,part_i,0.0,175571.0,1113927.0,71983.0,201712.0,B112
8932,2018,134299277,201833199349304803,USBC 80639 GREATER PORTLAND BOWLING ASSOCIATION,IRS990,part_i,34421.0,98727.0,359676.0,98727.0,201807.0,N70
2224,2018,810904009,201833199349304763,OREGON MILITARY MUSEUM PROJECT,IRS990,part_i,82000.0,1605812.0,1708070.0,1450655.0,201712.0,A50
3458,2018,930921990,201833199349300018,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL FOUNDATION INC,IRS990,part_i,104639.0,767211.0,5215959.0,535051.0,201712.0,E22
10998,2018,510185564,201833199349209483,TILLAMOOK COUNTY UNITED WAY,IRS990EZ,ez_part_i,,48755.0,58662.0,48755.0,201712.0,T70Z
13024,2018,474358868,201833199349209418,PORTLAND INDIE GAME SQUAD,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201812.0,A03
7392,2018,930515458,201833199349208988,INDEPENDENT ORDER OF ODD FELLOWS,IRS990EZ,ez_part_i,30885.0,159440.0,307151.0,159440.0,201712.0,
7098,2018,263924840,201833199349208983,WATERCUP MINISTRIES INC,IRS990EZ,ez_part_i,97805.0,173853.0,230404.0,167901.0,201812.0,P20
10478,2018,813588033,201833199349208863,ROSE CITY SALSA,IRS990EZ,ez_part_i,,59494.0,5441.0,59494.0,201712.0,A23
9804,2018,930963764,201833199349208838,LOWER COLUMBIA YOUTH SOCCER ASSOC,IRS990EZ,ez_part_i,12345.0,74535.0,255204.0,74535.0,201712.0,N20Z
12182,2018,931224062,201833199349208558,PHILIPPINE AMERICAN CHAMBER OF COMMERCE OF OREGON,IRS990EZ,ez_part_i,6190.0,14624.0,29377.0,14624.0,201712.0,Q99
12996,2018,931309803,201833199349208508,RESCUE MINISTRIES,IRS990EZ,ez_part_i,157.0,0.0,0.0,0.0,201812.0,X20
8206,2018,930607258,201833199349208143,ORE STATE ASSN OF PLBG HEATING COOLING CONTRACTORS,IRS990EZ,ez_part_i,72470.0,124024.0,17160.0,97376.0,201712.0,
9792,2018,812482516,201833199349207858,OREGON ATHLETE FOUNDATION,IRS990EZ,ez_part_i,,74913.0,9242.0,74913.0,201712.0,J20
10094,2018,810668011,201833199349207643,STRAWBERRY MOUNTAIN MUSTANGS INC,IRS990EZ,ez_part_i,,67831.0,101091.0,67831.0,201712.0,
8474,2018,812994600,201833199349207508,AMP NORTHWEST,IRS990EZ,ez_part_i,32376.0,113105.0,28347.0,113105.0,201712.0,P73
8974,2018,811677322,201833199349207343,BENCHWARMERS BASKETBALL,IRS990EZ,ez_part_i,15000.0,97176.0,5701.0,97176.0,201712.0,
9116,2018,320073649,201833199349207208,NEW PROGRESSIVE NETWORK,IRS990EZ,ez_part_i,80090.0,93462.0,27247.0,93462.0,201712.0,R99
12548,2018,364644543,201833199349207158,PACIFIC NORTHWEST LOGGING MUSEUM,IRS990EZ,ez_part_i,,4685.0,320640.0,4685.0,201712.0,A54
8538,2018,463319273,201833199349206988,HOPE 360 PREGNANCY CLINIC,IRS990EZ,ez_part_i,59831.0,111003.0,49540.0,111003.0,201712.0,E99
9946,2018,931170216,201833199349206613,WESTVIEW YOUTH FOOTBALL,IRS990EZ,ez_part_i,,71097.0,36703.0,63534.0,201712.0,N65
10626,2018,930919687,201833199349205658,CORVALLIS PROFESSIONAL FIREFIGHTERS INTL ASSOCIATION OF FIREFIGHTERS,IRS990EZ,ez_part_i,16118.0,56859.0,178637.0,56859.0,201712.0,
9182,2018,930556355,201833199349205193,TAU KAPPA EPSILON FRATERNITY,IRS990EZ,ez_part_i,23534.0,91052.0,17798.0,91052.0,201806.0,N50
9850,2018,936039298,201833199349204553,PTA BRIDLEMILE OREGON CONGRESS ,IRS990EZ,ez_part_i,,73104.0,48881.0,40772.0,201806.0,
11846,2018,811293143,201833199349204173,BLESSED TO BLESS BEND TO BAJA TO BUILD,IRS990EZ,ez_part_i,,24560.0,506.0,24560.0,201712.0,T99
9136,2018,472678893,201833199349204068,CHILDRENS FOREST OF CENTRAL OREGON,IRS990EZ,ez_part_i,,92726.0,34866.0,92726.0,201806.0,N32
11092,2018,272071808,201833199349204023,BEND HEROES FOUNDATION,IRS990EZ,ez_part_i,,46363.0,15668.0,46363.0,201712.0,W30
9220,2018,454624912,201833199349203828,ADRENAL INSUFFICIENCY UNITED,IRS990EZ,ez_part_i,,89731.0,58615.0,89731.0,201812.0,E60
7606,2018,931158976,201833199349203738,GEARHART VOLUNTEER FIRE DEPARTMENT,IRS990EZ,ez_part_i,,149911.0,321624.0,133031.0,201712.0,M24Z
7672,2018,270838801,201833199349203253,WATER IN THE DESERT INC,IRS990EZ,ez_part_i,16600.0,146987.0,65148.0,146987.0,201712.0,A62
12994,2018,463547048,201833199349201738,BATTLE BUDDIES OF CENTRAL OREGON,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201812.0,W30
6932,2018,931268523,201833199349201723,INDEPENDENT PUBLISHING RESOURCE CENTER IPRC,IRS990EZ,ez_part_i,93709.0,183544.0,722.0,183544.0,201712.0,B90
10922,2018,821959548,201833199349201553,ACHIEF,IRS990EZ,ez_part_i,,50614.0,16680.0,25310.0,201712.0,T12
10118,2018,936024641,201833199349201163,PORTLAND ROSE SOCIETY,IRS990EZ,ez_part_i,,67162.0,123121.0,49554.0,201809.0,
8018,2018,930697597,201833199349200008,SHERMAN COUNTY HISTORICAL SOCIETY OF OREGON,IRS990EZ,ez_part_i,41268.0,131673.0,430826.0,129676.0,201712.0,
5362,2018,821856717,201833199349105153,NW BODECKER CREATIVE FOUNDATION,IRS990PF,pf_part_i,,327462.0,300032.0,,201712.0,B90
2704,2018,931135130,201833199349104938,KNIGHTS BASEBALL CLUB,IRS990PF,pf_part_i,116668.0,1138619.0,300930.0,,201712.0,N63
12768,2018,936228665,201833199349104863,SALLY MARLIN AND RM FOX SCHOLARSHIP FUND,IRS990PF,pf_part_i,,201.0,10584.0,,201712.0,
3658,2018,272664584,201833199349104723,JOHN N HANNA CHARITABLE FDN MAG,IRS990PF,pf_part_i,,680756.0,605619.0,,201712.0,T22
614,2018,461237162,201833199349104508,CARRICO FAMILY FOUNDATION,IRS990PF,pf_part_i,98487.0,10963153.0,33313748.0,,201712.0,T90
6282,2018,396677792,201833199349103918,WILLIAM AND LENA FRICKE FOUNDATION,IRS990PF,pf_part_i,0.0,236363.0,319024.0,,201812.0,I21Z
1026,2018,421566765,201833199349103883,STOLLER FAMILY FOUNDATION,IRS990PF,pf_part_i,,5049173.0,5757929.0,,201712.0,T20
10122,2018,930986542,201833199349103538,POWELL FOUNDATION INC,IRS990PF,pf_part_i,0.0,67067.0,149612.0,,201712.0,
6150,2018,680453642,201833199349103528,JOSHUA RESCUE FOUNDATION,IRS990PF,pf_part_i,,245916.0,2038241.0,,201712.0,D32
6492,2018,930507487,201833189349313403,ORCHARD HEIGHTS WATER ASSOCIATION,IRS990,part_i,33630.0,219883.0,1278562.0,219883.0,201712.0,
1038,2018,930892794,201833189349313238,SOUTHERN OREGON PUBLIC DEFENDER INC,IRS990,part_i,4032854.0,4974097.0,3976333.0,4974097.0,201806.0,I80
662,2018,930241933,201833189349313228,OREGONIANS CREDIT UNION,IRS990,part_i,4227507.0,9808985.0,307677137.0,9808985.0,201712.0,
3248,2018,936031470,201833189349313223,WI NE MA CHRISTIAN CAMP INC,IRS990,part_i,353864.0,844476.0,1484722.0,844476.0,201712.0,
4822,2018,900344383,201833189349313098,LEELA FOUNDATION,IRS990,part_i,143522.0,400797.0,181456.0,400797.0,201712.0,X70
3232,2018,930736369,201833189349312803,POLK ADOLESCENT DAY TREATMENT CENTER,IRS990,part_i,565826.0,850783.0,1101450.0,850783.0,201806.0,P71Z
2882,2018,930324966,201833189349312533,ST PAUL COOPERATIVE TELEPHONE ASSOC,IRS990,part_i,177179.0,1014419.0,3035100.0,1009678.0,201712.0,
3612,2018,931297400,201833189349312513,KLAMATH BIRD OBSERVATORY,IRS990,part_i,530757.0,698512.0,245331.0,697306.0,201712.0,D320
6574,2018,931078749,201833189349312463,OREGON WALKS,IRS990,part_i,122429.0,211956.0,76600.0,176820.0,201712.0,A99Z
1028,2018,461562797,201833189349312198,TRACKTOWN USA INC,IRS990,part_i,1789278.0,5034199.0,1114126.0,4512116.0,201712.0,N60
4356,2018,930329561,201833189349312023,REDMOND CHAMBER OF COMMERCE,IRS990,part_i,297092.0,493053.0,608274.0,464788.0,201712.0,
480,2018,931248795,201833189349311818,OREGON STATE UNIVERSITY BOOKSTORE INC,IRS990,part_i,2688798.0,15917296.0,24243630.0,15023138.0,201806.0,B90
