,RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD_x,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID,NAME,ICO,STREET,CITY,STATE,ZIP,SUBSECTION,INCOME_AMT,ASSET_AMT,REVENUE_AMT,TAX_PERIOD_y,NTEE_CD
6361,15761751,EFILE,201518829,201712,10/3/2018 6:11:02 PM,BARBARA ROASTINGEAR AND HENRY OLIVER III FAMILY FOUNDATION,990PF,93491180002128,201821809349100212,BARBARA ROASTINGEAR AND HENRY OLIVER III FAMILY FOUNDATION,% HENRY OLIVER III,2305-C ASHLAND ST 512,ASHLAND,OR,97520-1407,3,283141.0,1656525.0,,201812.0,T12
246,16672552,EFILE,930122382,201903,9/20/2019 12:18:29 PM,BAKER LODGE 338 BPOE,990O,93493175008889,201931759349300888,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,PO BOX 347,BAKER CITY,OR,97814-0347,8,283096.0,769030.0,202554.0,201903.0,
4314,16265425,EFILE,930686098,201806,5/3/2019 9:09:40 AM,EASTERN OREGON REGIONAL ARTS COUNCIL,990,93493043003329,201920439349300332,EASTERN OREGON REGIONAL ARTS COUNCIL INC,% JANET HUME-SCHWARZ,PO BOX 541,LA GRANDE,OR,97850-0541,3,282470.0,246840.0,282470.0,201806.0,A26Z
1696,16834671,EFILE,651224857,201812,11/8/2019 4:35:39 PM,FATHERS HEART STREET MINISTRY,990,93493251003089,201932519349300308,FATHERS HEART STREET MINISTRY,% MARTY GANT,603 12TH ST,OREGON CITY,OR,97045-1630,3,282407.0,104935.0,280467.0,201812.0,P60
5987,15805222,EFILE,463794416,201712,10/17/2018 10:49:35 PM,CONSTRUCT FOUNDATION,990,93493135062438,201831359349306243,CONSTRUCT FOUNDATION,% GINA CONDON,329 NE COUCH ST STE 210,PORTLAND,OR,97232-1332,3,282406.0,86769.0,282406.0,201812.0,B99
317,16651423,EFILE,931290307,201901,9/13/2019 9:06:44 PM,OREGON FAMILY COUNCIL INC,990O,93493182005269,201911829349300526,OREGON FAMILY COUNCIL INC,,PO BOX 13367,PORTLAND,OR,97213-0367,4,282316.0,84538.0,282316.0,201901.0,R40
626,16631027,EFILE,931258611,201812,9/9/2019 4:53:38 PM,ARTHUR M JAMES FAMILY FOUNDATION,990PF,93491149007119,201911499349100711,ARTHUR M JAMES FAMILY FOUNDATION,,6013 N WILLIAMS AVE,PORTLAND,OR,97217-2171,3,281928.0,697962.0,,201812.0,T21
4179,16297529,EFILE,943051415,201806,5/14/2019 9:29:46 AM,JOSEPHINE COUNTY LIBRARY FOUNDATION,990,93493058004499,201940589349300449,JOSEPHINE COUNTY LIBRARY FOUNDATION INC,,PO BOX 1684,GRANTS PASS,OR,97528-0143,3,281575.0,1787353.0,281536.0,201906.0,B70
1153,16366912,EFILE,930652792,201812,5/31/2019 7:19:51 PM,SIGMA NU ALUMNI ASSOCIATION OF THE UNIVERSITY OF OREGON,990O,93493122018509,201901229349301850,SIGMA NU ALUMNI ASSOCIATION OF THE UNIVERSITY OF OREGON,,1515 HOLLY AVE,EUGENE,OR,97408-7174,7,281482.0,86489.0,281482.0,201812.0,B83
1055,16312210,EFILE,452901016,201812,5/17/2019 2:03:16 PM,CRGC EDUCATIONAL FOUNDATION INC,990,93493068004199,201940689349300419,CRGC EDUCATIONAL FOUNDATION INCORPORATED,% RICHARD D PHANEUF,PO BOX 311,CANBY,OR,97013-0311,3,281199.0,685771.0,281199.0,201812.0,M40
2663,16298391,EFILE,931077620,201809,5/14/2019 12:08:06 PM,VALLEY GIRLS BARREL RACING ASSN,990O,93493053012159,201900539349301215,VALLEY GIRLS BARREL RACING ASSOCIATION,%,525 E MAIN ST,ATHENA,OR,97813-6064,4,281082.0,56554.0,281082.0,201809.0,O22
1486,16375868,EFILE,471896901,201812,6/4/2019 7:18:48 PM,WARFIGHTER OUTFITTERS,990,93493129021709,201901299349302170,WARFIGHTER OUTFITTERS,% BRETT MILLER,160 S OAK ST,SISTERS,OR,97759-1589,3,280447.0,340504.0,280447.0,201812.0,W30
5475,16092744,EFILE,931128004,201712,2/13/2019 4:40:39 PM,COMMERCIAL ASSOCIATION OF BROKERS,990O,93493318069538,201833189349306953,COMMERICAL ASSOCIATION OF BROKERS,,PO BOX 83155,PORTLAND,OR,97283-0155,6,280036.0,45917.0,280036.0,201812.0,
618,16714667,EFILE,473125530,201812,10/3/2019 1:38:23 PM,ALBERTA ABBEY FOUNDATION,990,93493219006179,201922199349300617,ALBERTA ABBEY FOUNDATION,% DENNIS ADAMS,126 NE ALBERTA ST STE 205,PORTLAND,OR,97211-2665,3,279927.0,76163.0,279927.0,201812.0,A25
244,16673707,EFILE,930764167,201903,9/20/2019 6:19:53 PM,POWERS HOUSING DEVELOPMENT INC,990,93493203008099,201942039349300809,POWERS HOUSING DEVELOPMENT INC,,1700 MONROE ST,NORTH BEND,OR,97459-3553,3,279708.0,695559.0,279708.0,201903.0,L22Z
4384,16242408,EFILE,943192760,201806,4/25/2019 12:23:33 PM,COSA INC CENTRAL OREGON SYMPHONY ASSOCIATION,990,93493031013079,201920319349301307,COSA INC,% BOB ARMER,15 SW COLORADO AVE STE 320,BEND,OR,97702-1149,3,279616.0,153165.0,277278.0,201806.0,Z99Z
3163,16144755,EFILE,930253202,201806,3/4/2019 8:25:15 PM,PI BETA PHI FRATERNITY OREGON ALPHA CHAPTER,990O,93493337000068,201813379349300006,PI BETA PHI FRATERNITY,% VP OF FINANCE,1518 KINCAID ST,EUGENE,OR,97401-4544,7,279588.0,243795.0,274688.0,201906.0,
4022,16394569,EFILE,270177878,201806,6/7/2019 7:44:59 PM,FRIENDS OF LINCOLN COUNTY ANIMALS INC,990,93493134103589,201931349349310358,FRIENDS OF LINCOLN COUNTY ANIMALS INC,% TREASURER,PO BOX 2264,NEWPORT,OR,97365-0167,3,279525.0,774442.0,279525.0,201906.0,D20
2016,16881083,EFILE,930983284,201812,11/22/2019 12:35:06 PM,MARATHON COACH CLUB INTERNATIONAL,990O,93493291005419,201912919349300541,FAMILY MOTOR COACH ASSOCIATION,% CAROL GOSSMAN,91333 N COBURG INDUSTRIAL WAY,COBURG,OR,97408-9492,7,279143.0,167718.0,279143.0,201812.0,
1684,16820120,EFILE,463792129,201812,11/5/2019 6:39:03 PM,PEACE FOR PAUL FOUNDATION OF OREGON INC,990,93493080007389,201930809349300738,THE PEACE FOR PAUL FOUNDATION OF OREGON INC,% HEIDI KALTUR,5333 WASHINGTON CT,LAKE OSWEGO,OR,97035-5240,3,278979.0,406361.0,276710.0,201812.0,P70
3532,16142832,EFILE,936031203,201806,3/4/2019 3:05:47 PM,OREGON ASSOCIATION OF NATUROPATHIC PHYSICIANS,990O,93493333000258,201803339349300025,OREGON ASSOCIATION OF NATUROPATHIC PHYSICIANS,,PO BOX 5876,PORTLAND,OR,97228-5876,6,278797.0,141237.0,278797.0,201806.0,
66,16790447,EFILE,930987757,201906,10/28/2019 10:55:19 PM,YOUTH FOR CHRISTEASTERN OREGON INC,990,93493231009359,201902319349300935,YOUTH FOR CHRIST USA INC,,PO BOX 1,LA GRANDE,OR,97850-0001,3,278470.0,742053.0,278470.0,201906.0,O55Z
4050,16561027,EFILE,936030981,201806,8/12/2019 5:52:15 AM,AMERICAN LEGION - POST 56,990O,93493135139879,201921359349313987,AMERICAN LEGION,% ARGONNE POST 56,PO BOX 532,SHERWOOD,OR,97140-0532,19,277098.0,219880.0,149488.0,201806.0,
4691,16288786,EFILE,930147668,201806,5/10/2019 5:56:54 PM,CORVALLIS CHAMBER OF COMMERCE,990O,93493029008339,201930299349300833,CORVALLIS CHAMBER OF COMMERCE,% BBSI PREFERRED PAYROLL,420 NW 2ND ST,CORVALLIS,OR,97330-6442,6,276955.0,239641.0,254653.0,201806.0,
2006,16675197,EFILE,272614592,201812,9/20/2019 10:53:07 PM,CHASE ME AGAIN,990,93493203005629,201922039349300562,CHASE ME AGAIN,,2176 SE COCHRAN DR,GRESHAM,OR,97080-8863,3,276943.0,127165.0,276943.0,201812.0,P60
6235,15986732,EFILE,931326307,201712,12/7/2018 7:49:22 PM,LOVE IN THE NAME OF CHRIST OF BENTON COUNTY,990,93493297001008,201802979349300100,LOVE IN THE NAME OF CHRIST OF BENTON COUNTY,% EX DIRECTOR,2330 NW PROFESSIONAL DR 102,CORVALLIS,OR,97330-3881,3,276697.0,540254.0,276697.0,201812.0,X19
3845,16345707,EFILE,455114020,201806,5/28/2019 9:28:44 AM,LLOYD ECODISTRICT,990,93493129008129,201921299349300812,LLOYD ECODISTRICT,% SARAH HEINICKE,2203 LLOYD CTR,PORTLAND,OR,97232-1315,3,276497.0,64256.0,276497.0,201906.0,S31
1256,16333793,EFILE,814241889,201812,5/22/2019 9:16:27 PM,BUSINESS FOR A BETTER PORTLAND,990O,93493122011169,201911229349301116,BUSINESS FOR A BETTER PORTLAND,,911 NE DAVIS ST,PORTLAND,OR,97232-2933,6,275854.0,22910.0,275854.0,201812.0,S41
3707,16022484,EFILE,300150634,201806,12/19/2018 7:56:32 AM,OREGON ALLIANCE OF CHILDRENS PROGRAMS,990O,93493319113388,201833199349311338,OREGON ALLIANCE OF CHILDRENS PROGRAMS INC,% CYNTHIA CUMFER,707 13TH ST SE,SALEM,OR,97301-4032,4,275503.0,159216.0,275503.0,201906.0,O01
5340,16126101,EFILE,200526917,201712,2/25/2019 6:39:36 PM,SKATECHURCH INC,990,93493314007128,201823149349300712,SKATECHURCH INC,% PAUL ANDERSON,11954 NE GLISAN ST PMB 516,PORTLAND,OR,97220-2143,3,275402.0,446005.0,275402.0,201812.0,X99
1607,16792478,EFILE,300403929,201812,10/29/2019 4:30:54 PM,NAMC OREGON,990O,93493234000249,201942349349300024,NAMCO,% FAYE BURCH,2808 NE MLK JR BLVD STE M,PORTLAND,OR,97212-3061,6,275086.0,297260.0,275086.0,201812.0,J03
1772,16805747,EFILE,822274402,201812,10/31/2019 9:09:12 PM,LIVING ELEMENTS EDUCATIONAL FARM,990,93493218011769,201912189349301176,LIVING ELEMENTS EDUCATIONAL FARM,,PO BOX 72,BLACHLY,OR,97412-0072,3,275061.0,47192.0,275061.0,201812.0,A23
1985,16879008,EFILE,263788260,201812,11/22/2019 6:30:06 AM,SKEPTOID MEDIA INC,990,93493291015019,201912919349301501,SKEPTOID MEDIA INC,% BRIAN DUNNING,740 NE 3RD ST STE 3 # 220,BEND,OR,97701-4700,3,274839.0,119047.0,274839.0,201812.0,A34
13,16809454,EFILE,936026553,201907,11/1/2019 12:14:27 PM,ALPHA KAPPA OF ALPHA CHI OMEGA ALUMNI HOLDING ASSOCIATION,990O,93493270014109,201902709349301410,ALPHA KAPPA OF ALPHA CHI OMEGA ALUMNI HOLDING ASSOCIATION,,PO BOX 71453,SPRINGFIELD,OR,97475-0198,7,274813.0,1253713.0,274813.0,201907.0,
1823,16802761,EFILE,272076836,201812,10/31/2019 8:36:09 AM,A WALK ON THE WILD SIDE,990,93493259003499,201942599349300349,A WALK ON THE WILD SIDE,,PO BOX 634,BEAVERTON,OR,97075-0634,3,274658.0,16751.0,274658.0,201812.0,D50
2011,16679110,EFILE,931107831,201812,9/23/2019 8:46:31 PM,NORTHWEST SPORTFISHING INDUSTRY ASSOCIATION,990O,93493172009169,201911729349300916,NORTHWEST SPORTFISHING INDUSTRY ASSOCIATION,% GUY SCHOENBORN PRES,PO BOX 4,OREGON CITY,OR,97045-0001,6,274257.0,46465.0,232634.0,201812.0,
5271,16134701,EFILE,930232284,201712,2/28/2019 9:25:04 PM,AMERICAN FEDERATION OF STATE COUNTY L0088OR MULTOMAH CNTY OREGON EMPS,990O,93493318010178,201823189349301017,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% PERCY WINTERS,6025 E BURNSIDE ST,PORTLAND,OR,97215-1267,5,274152.0,895373.0,274152.0,201812.0,
3746,15946374,EFILE,931113346,201806,11/27/2018 9:41:46 AM,HOLY FAMILY ACADEMY,990,93493302000448,201843029349300044,HOLY FAMILY ACADEMY,,PO BOX 842,MOUNT ANGEL,OR,97362-0842,3,273390.0,335875.0,257352.0,201906.0,
111,16924019,EFILE,930791477,201906,12/5/2019 12:03:52 PM,UMPQUA VALLEY YOUTH FOR CHRIST,990,93493288024129,201922889349302412,YOUTH FOR CHRIST USA INC,,PO BOX 992,ROSEBURG,OR,97470-0223,3,273370.0,78468.0,273370.0,201906.0,
6021,15849297,EFILE,930855877,201712,10/30/2018 2:51:43 PM,CHETCO ACTIVITY CENTER INC,990,93493156004078,201821569349300407,CHETCO ACTIVITY CENTER INC,,PO BOX 1444,BROOKINGS,OR,97415-0128,3,272676.0,1438891.0,272676.0,201812.0,P81Z
2909,16261144,EFILE,930252900,201808,5/2/2019 12:14:31 PM,PHI GAMMA DELTA,990O,93493042012369,201910429349301236,PHI GAMMA DELTA FRATERNITY,% OREGON STATE UNIV,348 NW 25TH ST,CORVALLIS,OR,97330-5413,7,272585.0,485531.0,272585.0,201808.0,
1113,16369365,EFILE,474110657,201812,6/3/2019 6:44:53 AM,INTERNET OF THINGS TALENT CONSORTIUM INC,990O,93493134089759,201901349349308975,INTERNET OF THINGS TALENT CONSORTIUM INC,% JEN FRANKLIN,3855 SW 153RD DR,BEAVERTON,OR,97003-5105,6,272500.0,141524.0,272500.0,201812.0,S41
6453,15893966,EFILE,936028410,201711,11/8/2018 2:12:10 PM,SALEM ASSOCIATION OF REALTORS,990O,93493277003258,201802779349300325,SALEM ASSOCIATION OF REALTORS,,PO BOX 4114,SALEM,OR,97302-8114,6,272483.0,518818.0,272483.0,201811.0,
3414,16025621,EFILE,260226994,201806,12/19/2018 4:20:12 PM,SOUTHSIDE YOUTH OUTREACH INC,990,93493318124878,201823189349312487,SOUTHSIDE YOUTH OUTREACH INC,% STEVEN P KIMMELL,2065 SE DEBORD ST,CORVALLIS,OR,97333-1704,3,272288.0,425331.0,272288.0,201906.0,O50
6450,15859500,EFILE,271064431,201712,11/1/2018 7:58:57 AM,SOUND EQUINE OPTIONS,990,93493249014048,201842499349301404,SOUND EQUINE OPTIONS,% KIM S MOSIMAN,PO BOX 1150,GRESHAM,OR,97030-0248,3,272122.0,96881.0,241386.0,201812.0,D20
4506,16434028,EFILE,931208359,201806,6/21/2019 7:03:00 PM,PTA OREGON CONGRESS,990,93493135028469,201911359349302846,PTA OREGON CONGRESS,% NICOLE CLEARY,3421 SE SALMON ST,PORTLAND,OR,97214-4268,3,272116.0,121762.0,107202.0,201906.0,
6487,15087398,EFILE,930771425,201709,1/5/2018 7:55:21 AM,OREGON CITY SWIM CLUB,990,93493317070087,201733179349307008,OREGON CITY SWIM TEAM,,PO BOX 724,OREGON CITY,OR,97045-0049,3,272020.0,235448.0,233550.0,201809.0,
4870,16248023,EFILE,930974745,201803,4/26/2019 11:53:24 PM,CAMP 18 LOGGING MUSEUM INC,990PF,93491042004069,201910429349100406,CAMP 18 LOGGING MUSEUM INC,% BECKER CAPITAL,PO BOX 515,ROCKAWAY BCH,OR,97136-0515,3,271774.0,1186160.0,,201803.0,
1128,16367154,EFILE,930681812,201812,5/31/2019 7:39:45 PM,RENTAL OWNERS ASSOCIATION,990O,93493116000459,201901169349300045,RENTAL OWNERS ASSOCIATION,,205 W 10TH AVE,EUGENE,OR,97401-3008,6,271743.0,100514.0,271743.0,201812.0,
2636,16288350,EFILE,931064121,201809,5/10/2019 5:17:34 PM,ONABEN,990,93493080000439,201930809349300043,ONABEN,% SELENA YOKOYAMA,PO BOX 25477,PORTLAND,OR,97298-0477,3,271650.0,140435.0,271650.0,201809.0,Z99Z
843,16624704,EFILE,930845104,201812,9/6/2019 10:55:05 AM,PIONEER HUMANE SOCIETY,990,93493028006329,201920289349300632,PIONEER HUMANE SOCIETY,,PO BOX 1876,PENDLETON,OR,97801-0946,3,271356.0,409624.0,271356.0,201812.0,D200
5278,16211114,EFILE,931321755,201712,4/10/2019 5:18:23 PM,TUALATIN VALLEY YOUTH FOOTBALL MERWIN,990,93493071011169,201910719349301116,TUALATIN VALLEY YOUTH FOOTBALL LEAGUE INC,% JOE KEUZUR,PO BOX 453,TUALATIN,OR,97062-0453,3,271150.0,60490.0,271150.0,201812.0,N65
3207,16288224,EFILE,202934930,201806,5/10/2019 4:56:52 PM,STRENGTHENING RURAL FAMILIES,990,93493050011049,201940509349301104,STRENGTHENING RURAL FAMILIES,,PO BOX 1528,PHILOMATH,OR,97370-1528,3,270327.0,68790.0,269472.0,201906.0,P24
6548,15132986,EFILE,474159875,201706,1/18/2018 8:09:08 AM,OUTSIDE THE FRAME,990EZ,93492331000067,201713319349200006,OUTSIDE THE FRAME,% NILI YOSHA,4322 SE 28TH PL,PORTLAND,OR,97202-3520,3,269834.0,107812.0,269834.0,201812.0,A31
5267,16127026,EFILE,930496840,201712,2/26/2019 2:10:38 AM,LANE LEADERS ASSOCIATION,990O,93493313015328,201823139349301532,LANE LEADERS ASSOCIATION CORP,,1574 COBURG ROAD NO 10,EUGENE,OR,97401-4802,6,269696.0,110279.0,269696.0,201812.0,
5037,16056647,EFILE,931161002,201712,2/2/2019 1:26:16 AM,MARGARET THIELE PETTI FOUNDATION,990PF,93491323005038,201833239349100503,MARGARET THIELE PETTI FOUNDATION,% BUCKLEY LECHEVALLIER PC,PO BOX 23999,TIGARD,OR,97281-3999,3,269528.0,921920.0,,201812.0,T20Z
4354,16242078,EFILE,274414937,201806,4/25/2019 11:23:05 AM,OREGON HEALTH CARE INTERPRETERS ASSOC,990,93493023002169,201910239349300216,OREGON HEALTH CARE INTERPRETERS ASSOCIATION,% SUSANA MOLANO,9220 SW BARBUR BLVD STE 119 # 315,PORTLAND,OR,97219-8878,3,269463.0,77482.0,267312.0,201906.0,E02
550,16623719,EFILE,943149720,201812,9/6/2019 10:38:52 AM,CIVIC AUDITORIUM HISTORIC,990,93493035006119,201910359349300611,CIVIC AUDITORIUM HISTORIC PRESERVATION COMMITTEE,,PO BOX 1102,THE DALLES,OR,97058-9102,3,269303.0,1860809.0,268720.0,201812.0,A800
1409,16322514,EFILE,900418147,201812,5/21/2019 10:12:32 AM,COLUMBIA GORGE HELPING HANDS FOOD SALVAGE,990,93493058003239,201930589349300323,COLUMBIA GORGE HELPING HANDS FOOD SALVAGE,% MICHELLE ABRAMSON,PO BOX 423,CORBETT,OR,97019-0423,3,268961.0,164080.0,268961.0,201812.0,K30
3796,16356688,EFILE,931064935,201806,5/29/2019 11:18:14 PM,SCHOOL FOUNDATION INC,990,93493135044949,201941359349304494,SCHOOL FOUNDATION INC,,PO BOX 1436,BEND,OR,97709-1436,3,268881.0,535035.0,263538.0,201806.0,J20
4752,16305730,EFILE,930427037,201805,5/16/2019 6:08:54 AM,PORTLAND GARDEN CLUB,990,93493103005179,201921039349300517,PORTLAND GARDEN CLUB,% HAINLEY & LAVEY CPA,1132 SW VISTA AVE,PORTLAND,OR,97205-1172,3,268827.0,390013.0,243466.0,201805.0,C420
5457,16070642,EFILE,931053741,201712,2/7/2019 1:57:53 AM,PORTLAND INTERNATIONAL CONFERENCE MANAGEMENT OF ENGINEERING AND TECHNOLOGY,990,93493318117608,201803189349311760,PORTLAND INTERNATIONAL CONFERENCE ON MANAGEMENT OF ENGINEERING & TEC,,1900 SW 4TH AVENUE LL-50,PORTLAND,OR,97201-5350,3,268724.0,227570.0,268724.0,201812.0,U40P
3689,16061649,EFILE,930688381,201806,2/4/2019 11:29:32 PM,COTTAGE GROVE COMMUNITY HOSPITAL FOUNDATION,990,93493305011168,201813059349301116,COTTAGE GROVE COMMUNITY HOSPITAL FOUNDATION,,PO BOX 10905,EUGENE,OR,97440-2905,3,268674.0,689406.0,97584.0,201906.0,E21
3793,16309377,EFILE,930202833,201806,5/16/2019 10:01:58 PM,KEEP OREGON GREEN ASSOCIATION INC,990,93493045021519,201910459349302151,KEEP OREGON GREEN ASSOCIATION,,PO BOX 12365,SALEM,OR,97309-0365,3,268616.0,299014.0,264217.0,201806.0,M240
5127,16043660,EFILE,472144671,201712,1/29/2019 5:38:06 PM,MAGIC WHEELCHAIR,990EZ,93492316029968,201813169349202996,MAGIC WHEELCHAIR,% RYAN WEIMER,1353 NE HOLT CT,WOOD VILLAGE,OR,97060-2772,3,268543.0,161505.0,268543.0,201812.0,P99
5143,16050170,EFILE,452413443,201712,1/31/2019 7:20:07 PM,BIG TUNA CHAPTER OF OREGON 98 DUCKS UNLIMITED,990,93493319068288,201833199349306828,BIG TUNA CHAPTER OF OREGON 98 DUCKS,,4466 NW YEON AVE,PORTLAND,OR,97210-1430,3,268199.0,597.0,53877.0,201812.0,K12
1319,16315552,EFILE,930913394,201812,5/20/2019 10:17:11 AM,MID-VALLEY GARBAGE AND RECYCLING ASSOC,990O,93493061003179,201920619349300317,MID-VALLEY GARBAGE & RECYCLING ASSOCIATION,,PO BOX 9130,SALEM,OR,97305-0130,6,268195.0,35060.0,268195.0,201812.0,
5578,16087378,EFILE,931263998,201712,2/12/2019 1:58:10 AM,CAMP ROSENBAUM FUND,990,93493319079008,201803199349307900,CAMP ROSENBAUM FUND,% GREAT,449 NE EMERSON ST,PORTLAND,OR,97211-3209,3,268050.0,693804.0,218066.0,201812.0,O12
952,16353290,EFILE,930360089,201812,5/29/2019 4:44:04 PM,ONTARIO CHAMBER OF COMMERCE,990O,93493134039159,201901349349303915,ONTARIO CHAMBER OF COMMERCE,,251 SW 9TH ST,ONTARIO,OR,97914-2607,6,267807.0,338948.0,267807.0,201812.0,
1534,16832314,EFILE,931188307,201812,11/8/2019 9:19:24 AM,NORTHWEST PROFESSIONAL RODEO ASSN DBA NPRA,990O,93493135104819,201911359349310481,NORTHWEST PROFESSIONAL RODEO ASSOCIATION INC,% LORI L NEWMAN SEC-TREAS,35988 S SAWTELL RD,MOLALLA,OR,97038-8720,6,267313.0,167132.0,267313.0,201812.0,
6564,15173174,EFILE,930822406,201706,2/13/2018 9:06:32 AM,NANCY DEVEREUX CENTER INC,990,93493355013707,201703559349301370,NANCY DEVEREUX CENTER,,PO BOX 3519,COOS BAY,OR,97420-0418,3,266999.0,489407.0,266999.0,201806.0,F30Z
5164,16110129,EFILE,931089891,201712,2/20/2019 7:32:35 AM,OREGON BREWERS GUILD,990O,93493319188948,201843199349318894,OREGON BREWERS GUILD,% MICHAEL SHERWOOD,2000 NE 42ND AVENUE PMB 278,PORTLAND,OR,97213-1399,6,266810.0,305468.0,248266.0,201812.0,
1242,16314684,EFILE,460494613,201812,5/20/2019 5:51:54 AM,PHILOMATH SCOUT LODGE INC,990,93493042015059,201900429349301505,PHILOMATH SCOUT LODGE,% WILLIAM MAYER,PO BOX 662,PHILOMATH,OR,97370-0662,3,266751.0,2991357.0,209079.0,201812.0,O20
370,16558516,EFILE,930587874,201812,8/9/2019 1:53:56 PM,JOSEPHINE COUNTY SPORTSMAN ASSOC,990O,93493135137679,201921359349313767,JOSEPHINE COUNTY SPORTSMAN ASSOCIATION,,7407 HIGHLAND AVE,GRANTS PASS,OR,97526-8400,4,266673.0,390453.0,266673.0,201812.0,
1438,16332496,EFILE,50634136,201812,5/22/2019 6:42:01 PM,FRIENDS OF EXPLORER POST 58,990,93493122011139,201931229349301113,FRIENDS OF EXPLORER POST 58,% WILLIAM LAZAR,5228 SW WESTWOOD VW,PORTLAND,OR,97239-2768,3,266620.0,162621.0,266620.0,201812.0,O114
5574,16109712,EFILE,452851834,201712,2/20/2019 3:12:48 AM,PROJECT BLOOM,990,93493319155448,201843199349315544,PROJECT BLOOM,% LAURA SPENCER,888 SW 5TH AVE NO 18,PORTLAND,OR,97204-2012,3,266602.0,1380073.0,266602.0,201812.0,L40
2564,16720857,EFILE,931000938,201809,10/4/2019 5:41:30 PM,LAKE OSWEGO ROTARY FOUNDATION INC,990,93493213011559,201902139349301155,LAKE OSWEGO ROTARY FOUNDATION INC,,PO BOX 94,LAKE OSWEGO,OR,97034-0013,3,266434.0,117779.0,139130.0,201809.0,
2585,16142132,EFILE,205953011,201809,3/4/2019 1:19:24 PM,ST VINCENT DE PAUL SOCIETY BEND - ST FRANCIS CONFERENCE,990,93493332004128,201823329349300412,ST VINCENT DE PAUL SOCIETY BEND ST FRANCIS CONFERENCE,,PO BOX 1011,BEND,OR,97709-1011,3,265918.0,778622.0,265918.0,201809.0,P99
183,16925089,EFILE,930934777,201905,12/5/2019 1:49:42 PM,ASSISTANCE LEAGUE OF THE KLAMATH BASIN,990,93493283012209,201902839349301220,ASSISTANCE LEAGUE OF KLAMATH BASIN,% LINDA JEAN HARTENBERGER,1330 E MAIN ST,KLAMATH FALLS,OR,97601-3406,3,265706.0,572109.0,165874.0,201905.0,P20Z
1545,16806642,EFILE,930857287,201812,11/1/2019 1:21:14 AM,OREGON REGION SPORTS CAR CLUB OF AM,990O,93493235004189,201932359349300418,OREGON REGION SPORTS CAR CLUB OF AMERICA INC,,PO BOX 80845,PORTLAND,OR,97280-1845,4,265623.0,136333.0,265623.0,201812.0,
1572,16743141,EFILE,930825788,201812,10/11/2019 7:55:12 PM,TILLAMOOK COUNTY FAMILY YMCA FOUNDATION,990,93493204008439,201932049349300843,TILLAMOOK COUNTY FAMILY YMCA FOUNDATION,,610 STILLWELL AVE,TILLAMOOK,OR,97141-3752,3,265277.0,1395186.0,162690.0,201812.0,
6105,16009731,EFILE,475297578,201712,12/17/2018 10:21:41 AM,FOR THE LOVE OF PAWS,990EZ,93492306008628,201823069349200862,FOR THE LOVE OF PAWS,,725 SE MOSHER AVE,ROSEBURG,OR,97470-3959,3,264508.0,237667.0,264508.0,201812.0,
3782,16831531,EFILE,930493441,201806,11/8/2019 8:19:10 AM,COMMUNITY MUSIC CENTER INC,990,93493135108269,201911359349310826,COMMUNITY MUSIC CENTER,% A D P,3350 SE FRANCIS ST,PORTLAND,OR,97202-3066,3,263780.0,2508093.0,214616.0,201806.0,A6E0
3822,16414549,EFILE,383739151,201806,6/14/2019 2:46:43 PM,NETWORK OF OREGON WATERSHED COUNCILS,990,93493121012699,201941219349301269,NETWORK OF OREGON WATERSHED COUNCILS,,1130 LIBERTY STREET SE SUITE 3,SALEM,OR,97302-4143,3,263676.0,83992.0,263676.0,201806.0,C27
5625,15670712,EFILE,452852652,201712,9/10/2018 12:41:04 PM,WIND AND OAR BOAT SCHOOL,990,93493156004288,201831569349300428,WIND & OAR BOAT SCHOOL,% PETER CRIM,14808 UPLANDS DR,LAKE OSWEGO,OR,97034-2758,3,263675.0,112168.0,263675.0,201812.0,B99
3571,16141329,EFILE,930968756,201806,3/4/2019 10:31:10 AM,CORVALLIS YOUTH SYMPHONY ASSOCIATION,990,93493333008228,201823339349300822,CORVALLIS YOUTH SYMPHONY ASSOCIATION,,PO BOX 857,CORVALLIS,OR,97339-0857,3,263625.0,232846.0,254358.0,201906.0,A69Z
2300,16650011,EFILE,931265811,201812,9/13/2019 2:50:07 PM,LOW INPUT VITICULTURE AND ENOLOGY INC,990,93493175008739,201931759349300873,LOW INPUT VITICULTURE & ENOLOGY INC,% CHRISTOPHER SERIA,215 DOAKS FERRY RD NW,SALEM,OR,97304-4138,3,263508.0,133481.0,252376.0,201812.0,K20
326,16614146,EFILE,943055593,201812,9/3/2019 8:22:17 AM,EASTERN OREGON MISSION,990,93493137004259,201901379349300425,EASTERN OREGON MISSION,,PO BOX 1723,HERMISTON,OR,97838-3723,3,263459.0,1426808.0,254598.0,201812.0,P85Z
2894,16651581,EFILE,930877843,201808,9/13/2019 9:52:42 PM,LEBANON STRAWBERRY FESTIVAL ASSOC INC,990O,93493182013269,201911829349301326,LEBANON STRAWBERRY FESTIVAL ASSOCIATION INC,,PO BOX 273,LEBANON,OR,97355-0273,4,263454.0,335892.0,263454.0,201908.0,
