EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
811863439,LA PINE COMMUNITY ACTION TEAM,% DANIEL K VARCOE,PO BOX 329,LA PINE,OR,97739-0329,0000,03,3,1000,201604,1,15,000000000,1,01,,0,0,02,0,12,,,,A30,
811880768,DISABILITIES UNLIMITED CHARTERS INC,,358 MURPHY CREEK RD,GRANTS PASS,OR,97527-9486,0000,03,3,1000,201603,1,16,000000000,1,01,201612,1,1,02,0,12,2006,844,844,P52,
811882363,LA PINE CHAMBER OF COMMERCE COMMUNITY FOUNDATION,% ANN GAWITH EXEC DIRECTOR,PO BOX 616,LA PINE,OR,97739-0616,0000,03,3,1000,201707,1,16,000000000,1,01,201806,0,0,02,0,06,0,0,0,W12,
811883273,PGPR,% JULIE MONTAGNE,1732 SE 55TH AVE,PORTLAND,OR,97215-3344,0000,03,3,4500,201604,1,03,000000000,1,01,201702,1,2,00,1,02,9414,23203,,D20,PORTLAND GUINEA PIG RESCUE
811902616,BRIDES FOUNDATION,,2505 SE 11TH AVE STE 120,PORTLAND,OR,97202-1061,0000,03,3,1000,201710,1,15,000000000,1,01,201712,5,6,01,0,12,737614,1800625,952839,P19,
811918790,TREES FOR TIGERS,,24965 NW PEDERSON RD,HILLSBORO,OR,97124-9210,0000,03,3,1000,201603,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,D30,
811924067,LANE COUNTY CONCUSSION ROLLER DERBY,% MR THOMAS GRIMES,3016 FRIENDLY ST,EUGENE,OR,97405-2339,0000,07,3,1000,201610,2,00,000000000,1,01,201812,0,0,02,0,12,0,0,0,N50,
811925119,B LOCAL PDX,% MICHAEL MERCER,333 SW 5TH AVE STE 350,PORTLAND,OR,97204-1740,0000,03,3,1200,201708,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,W01,
811925173,MAKING BETTER HAPPEN FOUNDATION,,22400 SALAMO RD STE 200,WEST LINN,OR,97068-8269,0000,03,3,1200,201604,1,04,000000000,1,01,201712,1,1,00,1,12,1,1,,P45,
811939592,CLIMBING STEWARDS,% JOHN CONNOR,2636 NE RIDGEWOOD DR,PORTLAND,OR,97212-1540,0000,03,3,1000,201606,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,N32,
811941757,PEACEFUL PACK RESCUE,,40100 HIGHWAY 58,LOWELL,OR,97452-9743,0000,03,3,1000,201604,1,15,000000000,1,01,201806,0,0,02,0,06,0,0,0,D20,
811952670,LOWER COLUMBIA Q CENTER,% MARCO DAVIS,PO BOX 444,ASTORIA,OR,97103-0444,0000,03,3,1000,201609,1,15,000000000,1,01,201806,0,0,02,0,06,0,0,0,P80,
811966818,ROAD RUNNERS CLUB OF AMERICA,% MARK MORAN,1477 W 24TH PL,EUGENE,OR,97405-1808,2702,03,9,1000,197603,2,15,300288000,5,01,201712,0,0,02,0,12,0,0,0,,WHEE RUN
811967175,DALLES COMMUNITY DOG PARK ASSOCIATION,,1015 HOME ST,THE DALLES,OR,97058-4495,0000,03,3,1000,201604,1,16,000000000,1,01,,0,0,02,0,12,,,,D99,
811970520,CAPA FOUNDATION INC,,7805 NE HALSEY ST,PORTLAND,OR,97213-6730,0000,03,3,1000,201612,1,15,000000000,1,01,,0,0,01,0,12,,,,L20,
811970821,BEYOND CARE FOUNDATION INC,,10825 NW THOMPSON RD,PORTLAND,OR,97229-3719,0000,03,3,1000,201609,1,15,000000000,1,01,,0,0,01,0,12,,,,L50,
811972324,ROCKING HORSE MINISTRY,,10040 SW 90TH AVE,TIGARD,OR,97223-6672,7198,03,9,7000,199407,1,10,002000000,1,01,,0,0,06,0,07,,,,,
811974608,KATELYNS CAUSE FOUNDATION,,98003 CROWN TER,BROOKINGS,OR,97415-7305,0000,03,3,1000,201607,1,15,000000000,1,01,201806,0,0,02,0,06,0,0,0,T30,
811976168,NORTH EAST OREGON AVIATION FOUNDATION,% TIMOTHY LOCKE,PO BOX 991,JOSEPH,OR,97846-0991,0000,03,3,2000,201706,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,B99,
811979837,ACTS 2024 INC,,1805 NE GILLESPIE LN,HERMISTON,OR,97838-6749,0000,03,3,1450,201604,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,P70,
811989223,WOLF CREEK FAMILY CENTER,,PO BOX 432,WOLF CREEK,OR,97497-0432,0000,03,3,1250,201604,1,16,000000000,1,01,201806,0,0,02,0,06,0,0,0,P40,
811991879,MERCYS GATE ROGUE VALLEY,% CAROL J FIDDLER,820 CRATER LAKE AVE,MEDFORD,OR,97504-6581,0000,03,3,1270,201607,1,15,000000000,1,01,201812,3,4,01,0,12,46053,170656,170656,P20,
811992757,BRIDGETOWN CHURCH,,1306 NW HOYT ST STE 402,PORTLAND,OR,97209-2787,0000,03,3,7000,201609,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
811993024,26 WEST CHURCH,,PO BOX 3846,HILLSBORO,OR,97123-1950,0000,03,3,7000,201608,1,10,000000000,1,01,201709,4,6,06,0,09,404561,1273865,1273865,X20,
812001552,YAMHILL COUNTY HUMAN RESOURCE ASSOCIATION,% JILL FAUGHENDER,PO BOX 952,MCMINNVILLE,OR,97128-0952,0000,06,3,2000,201706,2,00,000000000,1,01,201712,1,1,02,0,12,4956,5390,5390,J03,
812007645,CAMBODIAN RURAL SCHOOL FUND,,1833 SW ATHENS AVE,PENDLETON,OR,97801-4011,0000,03,3,1200,201605,1,16,000000000,5,01,201612,0,0,02,0,12,0,0,0,B24,
812008267,THUGGY BEAR CARES,,PO BOX 561,JEFFERSON,OR,97352-0561,0000,03,3,1000,201804,1,15,000000000,1,01,201806,0,0,02,0,06,0,0,0,O20,
812010960,RISING TIDE PRODUCTIONS,,PO BOX 141,NETARTS,OR,97143-0141,0000,03,3,1230,201605,1,16,000000000,5,01,201712,0,0,02,0,12,0,0,0,A65,
812029924,NICU FAMILIES NORTHWEST,% ANNA DAVID,233 NE 58TH AVE,PORTLAND,OR,97213-3805,0000,03,3,2000,201608,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,E86,
812037531,DOUGLAS COUNTY RESPONDERS FIRST FOUNDATION,,1123 W HARVARD AVE,ROSEBURG,OR,97471-2834,0000,03,3,1000,201611,1,15,000000000,1,01,201712,3,1,02,0,12,84118,1226,1226,T50,
812047068,DONALD SLAUGHTER SCHOLARSHIP INC,% DONALD M KELLEY,110 N 2ND ST,SILVERTON,OR,97381-1702,0000,03,3,1000,201609,1,04,000000000,1,01,201712,6,4,00,1,12,3540576,129919,,T20,
812058918,TURNING LIVES CHRISTIAN MINISTRIES,% TLCM,4600 SE,PORTLAND,OR,97266-0000,0000,03,3,1700,201703,1,10,000000000,1,01,201803,0,0,06,0,03,0,0,0,X20,NON-PROFIT RELIGIOUS COPORATION
812059185,BOLD VENTURES,,365 NE GREENWOOD AVE STE 3,BEND,OR,97701-4628,0000,03,3,7000,201612,1,15,000000000,1,01,201712,1,4,01,0,12,6747,108359,108359,X20,
812063021,BEYOND BACKPACKS,,PO BOX 335,MCMINNVILLE,OR,97128-0335,0000,03,3,1200,201607,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,B24,
812066127,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% IRENE B TAYLOR,1696 PILGRIM ST SE,SALEM,OR,97302-1844,1381,05,9,3000,195708,2,00,263264279,5,01,201712,0,0,02,0,12,0,0,0,,L2435OR OFC OF PUBLIC DEFENSE SVCS
812074217,OPEN FLOOR COMMUNITY BALLROOM ASSOCIATION,% CORI GRIMM,1252 OLD WILLOW LN,ASHLAND,OR,97520-1341,0000,03,3,1200,201604,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,A62,
812077862,NORTH WILLAMETTE VALLEY FRIENDS OF MUSIC,,4248 GALEWOOD ST,LAKE OSWEGO,OR,97035-2405,0000,03,3,1000,201702,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,A68,RAYMOND HARDIMAN SOLE MBR
812099468,BUCKAROO BASEBALL CLUB INC,% TJ HAGUEWOOD,78590 HIGHWAY 37,PENDLETON,OR,97801-9806,0000,03,3,1200,201609,1,16,000000000,1,01,201712,2,3,01,0,12,18232,69018,69018,N60,
812101497,PEGASUS CENTER,,1867 KINGSLEY RD APT 86,EUGENE,OR,97401-1517,0000,03,3,1000,201606,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,W99,
812113154,SERVANTS OF THE KINGDOM,,113 COTTAGE ST APT 7A,MEDFORD,OR,97504-7377,0000,03,3,1700,201604,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,X20,
812114065,UA UNION LOCAL NO 290 PLUMBER STEAMFITTER AND SHIPFITTER INDUSTR,% SAM BARLOW,12205 SW TUALATIN RD STE 200,TUALATIN,OR,97062-7919,0000,05,3,3000,201703,2,00,000000000,2,01,201712,4,4,01,0,12,399993,490015,490015,J40,
812116665,A GREENER WORLD,,629 SW BLACK BUTTE BLVD,REDMOND,OR,97756-2138,0000,03,3,1200,201701,1,16,000000000,1,01,201712,5,6,01,0,12,523929,2914095,2898844,K20,
812123166,ZANIYAN CENTER,% DAPHNE SINGINGTREE,PO BOX 41743,EUGENE,OR,97404-0506,0000,03,3,2000,201610,1,16,000000000,5,01,201612,1,1,02,0,12,4575,9435,9435,A23,
812123337,FRIENDS OF MCCLURE PARK,% DAVID MCELROY,634 GRAND AVE,ASTORIA,OR,97103-4716,0000,03,3,1000,201605,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,N32,
812130058,PORTLAND BEARDSMEN,,3725 SE 132ND AVE,PORTLAND,OR,97236-3317,0000,03,3,1000,201810,1,16,000000000,1,01,,0,0,02,0,12,,,,S80,
812138354,CHECKERED PAST MMA OUTREACH,,72238,SPRINGFIELD,OR,97475-0000,0000,03,3,1000,201605,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,N20,
812141307,MYRTLE POINT YOUTH SPORTS INC,% ALLYSON CAROL BACKMAN,1653 APPLE DR,MYRTLE POINT,OR,97458-1564,0000,03,3,1000,201607,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,N63,
812143122,NATIONAL CHARITY LEAGUE INC THREE RIVERS CHAPTER,,PO BOX 2161,LAKE OSWEGO,OR,97035-0649,0000,03,3,1000,201604,1,16,000000000,1,01,201805,0,0,02,0,05,0,0,0,T50,
812143285,STANFIELD BOOSTER CLUB,,PO BOX 922,STANFIELD,OR,97875-0922,0000,03,3,1200,201612,1,15,000000000,5,01,201712,0,0,02,0,12,0,0,0,B11,
812161264,BREWSFORCOMMUNITY INC,,8633 SW MAIN ST STE 400,WILSONVILLE,OR,97070-6584,0000,03,3,1000,201604,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,P12,WILSONVILLE BREWFEST
812171178,BREATH OF LIFE FOUNDATION,,PO BOX 1662,HERMISTON,OR,97838-3662,0000,03,3,1000,201706,1,15,000000000,1,01,,0,0,02,0,12,,,,G11,
812174742,SAFETY COMPASS,% ESTHER NELSON CRAIG,PO BOX 551,SILVERTON,OR,97381-0551,0000,03,3,1000,201702,1,15,000000000,1,01,201712,3,4,01,0,12,44675,157651,157651,P20,
812176730,COMBAT VETERANS MOTORCYCLE ASSOCIATION 29-3,% JUSTIN WILLIAMS,1935,ROGUE RIVER,OR,97537-0000,0000,03,3,1000,201604,1,16,000000000,5,01,201712,0,0,02,0,12,0,0,0,A03,
812183111,AGAAZ,% SAIMA WAHAB,6953 SW KIM PL,BEAVERTON,OR,97078-6696,0000,03,3,1000,201609,1,15,000000000,1,01,,0,0,01,0,12,,,,Q30,
812185477,POINT OF PRIDE,% ROB VOORHEES,PO BOX 10991,EUGENE,OR,97440-2991,0000,03,3,1000,201705,1,15,000000000,1,01,201811,0,0,02,0,11,0,0,0,R26,
812204777,KIDS SAFE FOUNDATION,,PO BOX 41194,EUGENE,OR,97404-0309,0000,03,3,2000,201605,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,O50,EDUCATION
812207507,NEW LIFE FUND FOR WELLNESS INC,,14863 NW DEERFOOT LN,PORTLAND,OR,97229-1552,0000,03,3,1000,201612,1,04,000000000,1,01,201712,4,1,00,1,12,135635,645,,Q12,
812210307,THREE RIVERS ARCHERS,% JR LORIMOR,16820 GROSS LN,BEND,OR,97707-2652,0000,03,3,2000,201604,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,O50,
812218374,REFUGEE VOLUNTEER ORGANIZATION,,1220 SW MORRISON ST STE 920,PORTLAND,OR,97205-2228,0000,03,3,1200,201611,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,W99,
812223960,CASCADES CARNIVORE PROJECT,% JOCELYN AKINS,1514 BELMONT AVE,HOOD RIVER,OR,97031-1652,0000,03,3,8000,201605,1,15,000000000,1,01,201805,0,0,02,0,05,0,0,0,U50,
812235661,HAPPY HEART ACRES,% JEANNINE DUEHREN,57250 OLD MILL RD,SCAPPOOSE,OR,97056-2106,0000,03,3,4000,201805,1,16,000000000,1,01,,0,0,02,0,12,,,,D20,
812237338,TOPS CLUB INC,% JOHN DENKER,54620 CASCADE TRACE RD,NESKOWIN,OR,97149-9702,5501,03,9,1200,200809,1,16,000000000,5,01,201803,0,0,02,0,03,0,0,0,E70,1184 NESKOWIN TOPS OR
812248515,ANGELDADS INC,,9885 SW PAWNEE PATH,TUALATIN,OR,97062-8457,0000,03,3,1000,201604,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,P3,
812250991,ANDERSEN CONSTRUCTION FOUNDATION,% MADDY STOLOWITZ,6712 N CUTTER CIR,PORTLAND,OR,97217-3933,0000,03,3,1000,201606,1,04,000000000,1,01,201712,1,5,00,1,12,6164,523104,,T20,
812270440,ELITE ATHLETICS INC,,218 E 9TH ST,THE DALLES,OR,97058-2228,0000,03,3,1200,201807,1,16,000000000,1,01,,0,0,02,0,12,,,,N20,
812272628,RESOURCE INNOVATION INSTITUTE,,2616 NE 32ND CT,PORTLAND,OR,97212-3622,0000,03,3,1000,201808,1,16,000000000,1,01,,0,0,01,0,12,,,,C30,
812278625,FRIENDS OF HISTORIC BUTTEVILLE,% BENJAMIN WILLIMAS,23013 YEARY LN NE,AURORA,OR,97002-9740,0000,03,3,1000,201610,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,A80,
812279258,NW CLINICAL SERVICES,,4631 NE 72ND AVE,PORTLAND,OR,97218-3538,0000,03,3,1000,201604,1,16,000000000,1,01,,0,0,02,0,12,,,,P20,
812287684,PUPLANDIA DOG RESCUE,% BROOK BENSON,4790 SW 170TH AVE,ALOHA,OR,97078-2155,0000,03,3,1000,201709,1,15,000000000,1,01,201712,1,3,01,0,12,3793,83250,83250,D20,
812291013,ALDER COLLEGE,,4701 SE KELLY ST,PORTLAND,OR,97206-2223,0000,03,3,2000,201607,1,11,000000000,1,01,201706,4,4,01,0,06,328376,461061,461061,B41,
812293906,SOURCE ONE SERENITY,% ELENA LININGER,3233 NE FOLLETT ST,ROSEBURG,OR,97470-6628,0000,03,3,1000,201612,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,P20,
812297919,WATER IS WIDE,,4003 DILLARD RD,EUGENE,OR,97405-4598,0000,03,3,1000,201610,1,04,000000000,1,01,201712,1,1,00,1,12,2556,5000,,Z99,
812298539,SHILOH THE GATHERING PLACE MINISTRIES INC,% MARTHA WATTS,PO BOX 1086,LINCOLN CITY,OR,97367-1086,0000,03,3,1000,201608,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,P20,
812299121,COMMUNITY ASSISTANCE,% DAN LARSON,14986 NW CORNELL RD,PORTLAND,OR,97229-5460,0000,03,3,1000,201604,1,16,000000000,1,01,201809,4,4,01,0,09,147848,108179,108179,P20,HELPING HANDS
812304030,GIVE FROM THE HEART,% RON WAITE,60426 HEDGEWOOD LN,BEND,OR,97702-9382,0000,03,3,1000,201611,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,G81,
812313648,MAHA MANDALA CHARITABLE TRUST,% JANIS VANAGS,PO BOX 41212,EUGENE,OR,97404-0320,0000,03,3,1700,201605,1,15,000000000,2,01,201712,0,0,02,0,12,0,0,0,X12,
812318933,CARRY IT FORWARD,,1744 FRIENDLY ST,EUGENE,OR,97402-4054,0000,03,3,1000,201704,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,P85,
812321569,GLIDE 5TH AND 6TH GRADE,% LYNN HILL,PO BOX 467,GLIDE,OR,97443-0467,0000,03,3,1000,201605,1,16,000000000,1,01,201806,0,0,02,0,06,0,0,0,W12,
812324020,MADONNAS CENTER FOR LIFE,,PO BOX 22368,MILWAUKIE,OR,97269-2368,0000,03,3,1700,201610,1,15,000000000,1,01,201709,0,0,02,0,09,0,0,0,P40,
812333671,MCTD FOUNDATION,% KERRY LILIEDAHL,1900 NE 3RD ST STE 106 # 316,BEND,OR,97701-3889,0000,03,3,2000,201604,1,15,000000000,1,01,201712,1,1,02,0,12,527,564,564,G80,
812337400,HOLY REDEEMER SOCCER CLUB,% CARIE WEISENBACH-FOLZ,PO BOX 11657,PORTLAND,OR,97211-0657,0000,03,3,1200,201606,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,N64,HRSC
812337926,VETERANS LEGACY,,PO BOX 11226,EUGENE,OR,97440-3426,0000,03,3,1200,201701,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P20,
812338492,CURRY PUBLIC LIBRARY FOUNDATION OF GOLD BEACH,,94341 3RD ST,GOLD BEACH,OR,97444-8732,0000,03,3,1000,201802,1,15,000000000,1,01,201806,0,0,02,0,06,0,0,0,B11,
812349888,CHARLESTON FISHING FAMILIES,% CHARLESTON FISHING FAMILIES,PO BOX 4271,COOS BAY,OR,97420-0511,0000,03,3,1000,201605,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,K12,
812352080,TREASURE VALLEY CHRISTIAN SCHOOL CORP,,386 N VERDE DR,ONTARIO,OR,97914-2027,0000,03,3,1000,201706,1,11,000000000,1,01,201707,3,4,01,0,07,37801,334999,322665,B25,
812355920,DOUGLAS FOSTER FOUNDATION,% SARAH TOMLINSON,2101 SE MAIN ST,PORTLAND,OR,97214-3839,0000,03,3,1000,201609,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,N99,
812358750,LIKE IS NOT ACTION,,13500 SE STEELE ST,PORTLAND,OR,97236-4343,0000,03,3,1000,201605,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,M99,
812375014,NORTHWEST DREAM HUNTS,% JODIE HOLTHUSEN,88772 GREEN MOUNTAIN RD,ASTORIA,OR,97103-8115,0000,03,3,1200,201605,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,T30,
812385906,NORTHWEST STARS BASKETBALL CLUB INC,,PO BOX 2317,LAKE OSWEGO,OR,97035-0665,0000,03,3,1200,201705,1,16,000000000,1,01,,0,0,02,0,12,,,,N62,
812390189,RESILIENCE INTERNATIONAL,% ALEXIS YESASHIMWE,5644 SE WOODHAVEN ST,MILWAUKIE,OR,97222-4497,0000,03,3,1000,201703,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,Q33,
812397242,ONE LOVE LUPUS FOUNDATION INC,,20145 WASATCH MOUNTAIN LN,BEND,OR,97702-9167,0000,03,3,1000,201605,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,E86,
812404815,JOY NOW INCORPORATED,% ROBIN JACKSON,2641 SW HUBER ST,PORTLAND,OR,97219-6338,0000,03,3,1200,201608,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,O50,JOY NOW
812416094,COLUMBIA ARTS GUILD,% TERESA KNIGHT,PO BOX 451,COLUMBIA CITY,OR,97018-0451,0000,03,3,1200,201711,1,04,000000000,1,01,201712,1,1,00,1,12,3320,7625,,A20,
812433549,GREATER SALEM YOUTH & WHEELCHAIR TENNIS FOUNDATION,,1090 LIBERTY ST SE,SALEM,OR,97302-4141,0000,03,3,1000,201605,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,N66,
812438806,RAIN OR SHINE FOUNDATION,,613 SE 19TH AVE,PORTLAND,OR,97214-2710,0000,03,3,1200,201606,1,15,000000000,1,01,,0,0,02,0,12,,,,N20,
812439627,OLIVE GROWERS OF OREGON,,PO BOX 651,SALEM,OR,97308-0651,0000,03,3,2800,201708,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,K11,
812445957,LOVE BEYOND THE ORPHANAGE,% JULIE DUVALL,3327 HAMPTON WAY,EUGENE,OR,97401-7086,0000,03,3,1270,201605,1,15,000000000,1,01,201712,3,3,02,0,12,79306,46027,46027,W11,
812459353,NATIONAL ORGANIZATION FOR WOMEN INC,% BUD FEULESS,6339 SE BEVERLY LN,MILWAUKIE,OR,97222-2813,3142,04,9,1000,197911,0,00,125000000,5,01,201712,0,0,02,0,12,0,0,0,,OR140 GREATER PORTLAND NOW
812462300,ENLIGHTENMENT MINISTRIES,% TIM BUSH,16151 SE BLUFF RD,SANDY,OR,97055-6526,0000,03,3,7000,201609,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,X99,
812465668,ALBANY PARKS & RECREATION FOUNDATION,% JOHN M GRAHAM,4207 SHORTRIDGE ST SE,ALBANY,OR,97322-6493,0000,03,3,1000,201605,1,16,000000000,1,01,201712,1,1,02,0,12,7164,7869,7869,N32,
812466662,WOMEN LEADING WATER,,3 MONROE PKWY P224,LAKE OSWEGO,OR,97035-1486,0000,03,3,2000,201804,1,04,000000000,1,01,,0,0,00,1,09,,,,Y03,
812469871,SOUTHERN OREGON JUDO ASSOCIATION,% SARAH DAWSON,2161 SW JUDY LN,GRANTS PASS,OR,97526-5883,0000,03,3,1000,201506,1,15,000000000,5,01,201712,1,1,02,0,12,835,4070,4070,N60,
812472516,S2A4 MINISTRIES,% SHANE LORENTE,28650 SW CANYON CREEK RD S,WILSONVILLE,OR,97070-6719,0000,03,3,7000,201701,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,X21,
812474818,SILVERTON FRIENDS OF MUSIC,,PO BOX 219,SILVERTON,OR,97381-0219,0000,03,3,1200,201608,1,16,000000000,1,01,201805,0,0,02,0,05,0,0,0,A68,
812481360,FORT VANNOY PTO,% KENNETH D SNOOK,5250 UPPER RIVER RD,GRANTS PASS,OR,97526-8208,0000,03,3,1000,201607,1,15,000000000,1,01,201806,3,3,02,0,06,25388,43207,32493,B94,
812481392,AKWA IBOM STATE ASSOCIATION - OREGON & WASHINGTON,% EMAN ETUKS,3215 NE BROADWAY SUITE 210,PORTLAND,OR,97232-1814,0000,03,3,1000,201605,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,P20,AKISAN - OREGON
812482516,OREGON ATHLETE FOUNDATION,% MICHAEL DELAGRANGE,PO BOX 700,GRANTS PASS,OR,97528-0060,0000,03,3,1000,201607,1,15,000000000,1,01,201712,1,3,01,0,12,9242,74913,74913,J20,
812483586,BROWNSVILLE VOLUNTEER FIREFIGHTER ASSOCIATION,,600 E BLAKELY AVE,BROWNSVILLE,OR,97327-2035,0000,03,3,1000,201612,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,M24,
812484991,SOUTH WASCO COUNTY PARENT TEACHER ORGANIZATION,% TAMMARRA FERGUSON,PO BOX 232,MAUPIN,OR,97037-0232,0000,03,3,2000,201609,1,16,000000000,1,01,201806,3,2,02,0,06,27458,24480,24480,B12,SWC PTO
812485003,CREATIONS FOR CURES INC,,11325 SW 90TH AVE,TIGARD,OR,97223-6404,0000,03,3,1000,201704,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,E86,
812485754,AUSTINS CAUSE,,1540 NE ROCKWELL DR,ESTACADA,OR,97023-7616,0000,03,3,1200,201606,1,16,000000000,1,01,,0,0,02,0,12,,,,P85,
812490596,DREAM TEAM ANGELS RESCUE INC,% LORI COZZETTO-SMALL,6312 SW CAPITOL HWY NO 411,PORTLAND,OR,97239-1938,0000,03,3,4000,201606,1,15,000000000,1,01,201612,2,3,01,0,12,13815,70674,70674,D20,
812497506,BOWMEN FAMILY FUND,,PO BOX 1193,SHERWOOD,OR,97140-1193,0000,03,3,1000,201606,1,16,000000000,1,01,201712,3,3,01,0,12,36448,68174,49164,T31,
812512732,FRIENDS OF SHELDON WATER POLO,% MIKE MERCER,975 OAK ST STE 800,EUGENE,OR,97401-3122,0000,03,3,1000,201608,1,16,000000000,1,01,,0,0,02,0,12,,,,N67,
812530190,OREGON OLIVE GROWERS FOUNDATION,% ANTHONY J GALES,1495 NW GARDEN VALLEY BLVD,ROSEBURG,OR,97471-1911,0000,03,3,1200,201705,1,03,000000000,1,01,201712,3,3,00,1,12,25222,26000,,B82,
812539800,VEGANVILLE,,41396 KAMPY LN,SEASIDE,OR,97138-6078,0000,03,3,2400,201706,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,D20,
812539873,FRIENDS OF THE CHILOQUIN LIBRARY,% GAY JARVINEN,PO BOX 666,CHILOQUIN,OR,97624-0666,0000,03,3,1000,201607,1,15,000000000,1,01,201712,2,1,02,0,12,15376,5133,3780,B11,
812551149,PRABASHI ASSOCIATION OF GREATER PORTLAND,% RAHULDEVA GHOSH,4804 NW BETHANY BLVD STE I2 # 253,PORTLAND,OR,97229-9195,0000,03,3,1230,201606,1,16,000000000,5,01,201712,0,0,02,0,12,0,0,0,A20,PRABASHI ASSOCIATION
812551448,POINT MAN INTERNATIONAL MINISTRIES,% MARK MORIN,484 N CHARMWOOD CT,OTIS,OR,97368-9715,4117,03,9,7000,199007,1,15,029000000,5,01,201712,0,0,02,0,12,0,0,0,,PMIM OF LINCOLN CITY
812562547,FASTR INC,,650 NE HOLLADAY ST STE 1600,PORTLAND,OR,97232-2035,0000,06,3,1000,201707,2,00,000000000,1,01,201712,3,4,01,0,12,77235,392500,392500,S41,ASRB
812563221,BRIDGING VOICES,% MARK CLIFT,PO BOX 86033,PORTLAND,OR,97286-0033,0000,03,3,1000,201605,1,16,000000000,1,01,201806,3,3,01,0,06,54149,72978,72978,A6B,
812564086,L4C,% PIERCE CALLOWAY,3456 ELEANOR AVE NE,ALBANY,OR,97322-4333,0000,03,3,1270,201606,1,16,000000000,1,01,,0,0,02,0,12,,,,N30,
812569896,FAMILY MOMENTUM FOUNDATION INC,,21024 S HIGHWAY 213,OREGON CITY,OR,97045-9192,0000,03,3,1000,201712,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,L19,
812571932,PORTLAND KIDS CODING,,12200 SE MCLOUGHLIN BLVD APT 17303,MILWAUKIE,OR,97222-7232,0000,03,3,1200,201703,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,B90,
812574276,WARREN PROJECT,% DIANA TEEM,2750 NE HARNEY DR,NEWPORT,OR,97365-1926,0000,03,3,1200,201605,1,16,000000000,1,01,,0,0,02,0,12,,,,E70,THE WELL
812580358,SALEM CRICKET CLUB,% DIKSHANT H PATEL,PO BOX 13721,SALEM,OR,97309-1721,0000,03,3,1000,201608,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,N60,
812584004,COMMUNITY MEALS OF COLUMBIA COUNTY,% JANINE SALISBURY,360 WYETH ST,SAINT HELENS,OR,97051-1545,0000,03,3,1000,201605,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,K35,
