,year,ein,object_id,taxpayer_name,compensation
2758,2018,930196206,201842569349300854,INTL BROTHERHOOD OF TEAMSTERS LOCAL 324,583481
6864,2018,930687360,201842559349301044,INN BETWEEN SHELTER AND EVALUATION,78760
2636,2018,931230409,201842549349300724,GREEN EMPOWERMENT,425059
1372,2018,930900864,201842539349300419,YOUTH RIGHTS AND JUSTICE,2181624
5276,2018,271064431,201842499349301404,SOUND EQUINE OPTIONS,39888
3240,2018,930875209,201842499349301224,NAMI OREGON,196282
6508,2018,930778179,201842499349300414,MCMINNVILLE SWIM CLUB,89175
3108,2018,936134967,201842479349301284,OREGON AND SW WASHINGTON ROOFERS AND WATERPROOFERS APPRENTICESHIP,410505
4998,2018,930362839,201842479349301189,AMERICAN LEGION POST 168,53398
6310,2018,431964363,201842439349301214,CROOKED RIVER WEED MANAGEMENT AREA,43119
5856,2018,931241460,201842439349300854,KEMPLE MEMORIAL CHILDRENS CLINIC,153014
1038,2018,930721567,201842429349301154,CHAMBERLIN HOUSE INC,3011039
3078,2018,930593238,201842429349300439,OREGON RURAL ELECTRIC COOPERATIVE ASSN,410402
6804,2018,810877658,201842419349300804,GREATER HERMISTON COMMUNITY FOUNDATION,0
304,2018,510204735,201842419349300149,MATH LEARNING CENTER INC,2999942
4094,2018,270377378,201842409349300539,NORTHWEST ENERGY MANAGEMENT SERVICES,242686
4634,2018,936015296,201842409349300104,CAMP FIRE CENTRAL OREGON,260244
1728,2018,936031951,201842399349301024,PORTLAND METROPOLITAN ASSOCIATION OF REALTORS,1122652
2308,2018,930816161,201842399349300034,BOYS AND GIRLS CLUB OF SOUTHWESTERN OREGON,792597
3800,2018,930669285,201842369349300024,AINSWORTH AFTER SCHOOL CARE ASSN,452296
1578,2018,930399048,201842359349301119,WILLSON HOUSE,1746648
4314,2018,743103432,201842349349300139,LIVING YOGA,210318
3210,2018,930775640,201842329349301154,OREGONIANS FOR FOOD AND SHELTER INC,453987
1516,2018,931296840,201842289349301369,PORTLAND CLASSICAL CHINESE GARDEN DBA LAN SU CHINESE GARDEN,1179196
1446,2018,930243383,201842289349301209,OREGON DENTAL ASSOCIATION,885389
276,2018,931067253,201842279349302584,PACIFIC RETIREMENT SERVICES INC,9886907
1942,2018,931071103,201842279349302054,SPECIAL DELIVERY DENTAL CARE INC,897035
2640,2018,237232987,201842279349301844,KBOO FOUNDATION,568421
3386,2018,262429241,201842269349302584,HATCHERY ARTS,60395
3966,2018,930573791,201842269349302534,EAGLE FERN CAMP,201030
152,2018,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,77162920
6978,2018,911829996,201842229349301259,MAZAMAS FOUNDATION,0
5566,2018,931207769,201842219349300634,TONYAS HOUSE INC,238518
4092,2018,43578179,201842209349301404,OTHER 98 PERCENT ACTION INC,406227
1936,2018,930338826,201842209349301109,OPERATIVE PLASTERERS AND CEMENT MASONS LOCAL NO 555,523892
3866,2018,930704993,201842199349300324,BLACK BUTTE RANCH WATER DIST COMPANY,132498
140,2018,936021113,201842189349301159,UNITED ASSOCIATION UNION LOCAL NO 290 PLUMBER STEAMFITTER AND SHIPFITTER INDUSTRY H AND W PLAN,0
694,2018,943029559,201842189349300969,OREGON TILTH INC,3924697
3294,2018,930818476,201842149349300744,DENTAL FOUNDATION OF OREGON,175617
1754,2018,930951954,201842129349300134,CONSTRUCTION INDUSTRY TRAINING TRUST,0
5016,2018,931063394,201842129349300109,ASTORIA SENIOR CENTER,47473
3972,2018,270413006,201842119349300999,MORNING STAR FOUNDATION,110612
4864,2018,261641869,201842079349300509,TARAHUMARA CHILDRENS HOSPITAL FUND,4346
3174,2018,930882559,201842009349300049,DOVE MEDICAL,322168
2282,2018,931208756,201841999349300649,SISTERS FOLK FESTIVAL INC,279460
4074,2018,931029326,201841989349300419,ALPHA LAMBDA HOUSE CORPORATION OF KAPPA DELTA SORORITY,56859
1544,2018,811344772,201841959349300609,COMPASS SCIENCE COMMUNICATION INC,1229006
4666,2018,522363626,201841929349300504,INTERNATIONAL POLICY NETWORK US INC,0
4626,2018,273067948,201841929349300039,ROCKWOOD MSC QALICB INC,0
6066,2018,943030030,201841849349300714,JOINT FORCES DANCE COMPANY,106844
4540,2018,391460266,201841839349301164,AMERICAN GERMAN SHEPHERD DOG CHARITABLE FOUNDATION INC,0
3672,2018,931112566,201841839349300954,GOLDEN BOND RESCUE OF OREGON INC,0
2984,2018,204145965,201841769349300019,AOET INTERNATIONAL COORDINATING OFFICE- USA DBA AOET-USA,191488
3640,2018,731634365,201841709349300129,SUDAN AFRICAN MISSION INC,52558
5834,2018,237318340,201841699349301359,OREGON ASSOCIATION OF TAX CONSULTAN,41262
2538,2018,470909658,201841659349300719,GRANDE RONDE MODEL WATERSHED FOUNDATION,0
7166,2018,237302688,201841659349300344,JESCO CLUB INC,7539
4812,2018,931144703,201841649349300649,RIVER GLEN ASSOCIATES INC,0
3136,2018,431968342,201841639349300134,FIRST UNITARIAN CHURCH FOUNDATION,0
6772,2018,931148886,201841629349300909,FOREST GROVE BOOSTER CLUB,0
6938,2018,931267044,201841569349300619,JERRI WALKER DEPRIEST MEMORIAL ENDOWMENT FUND,0
5864,2018,204342102,201841559349300139,FRIENDS OF COOS COUNTY ANIMALS INC,0
6164,2018,930939895,201841529349300759,HEPPNER DAY CARE INC,150159
6198,2018,270568541,201841519349300929,CERIMON HOUSE,36326
3146,2018,461778586,201841509349300034,UNITED STATES ASSOCIATION OF CIDER MAKERS INC,78334
4462,2018,911798357,201841499349300279,EDN EMBEDDED MICROPROCESSOR BENCHMARK CONSORTIUM,474917
4736,2018,471067268,201841439349300044,CASCADE VIEW CHRISTIAN SCHOOL,185524
3230,2018,931310735,201841429349300129,ROGUE BASIN PARTNERSHIP,92413
3884,2018,460463956,201841419349301069,N SCALE ENTHUSIAST INC,0
6572,2018,930833620,201841369349300609,NORTH LAKE COUNTY EMERGENCY SERIVCE,27657
2502,2018,930950453,201841359349314199,LAURELWOOD ACADEMY INC,153025
2540,2018,453812405,201841359349313799,COMMUNITY LENDINGWORKS,247228
2556,2018,930565516,201841359349313554,ROGUE VALLEY SYMPHONY ASSOCIATION,523902
1634,2018,930503723,201841359349313534,EASTERN OREGON ALCOHOLISM FOUNDATION INC,1586134
2072,2018,930793314,201841359349313379,WILDLIFE IMAGES REHABILITATION AND EDUCATION CENTER,105674
6046,2018,510180514,201841359349313349,OREGON KI SOCIETY,0
6898,2018,936032698,201841359349312899,MILTON FREEWATER PIONEER POSSE,0
7170,2018,930829936,201841359349312674,BLINDSKILLS INC,20267
2440,2018,208049182,201841359349312049,TRANSFORMATIONS WELLNESS CENTER,737862
3534,2018,930188103,201841359349309924,SHRINERS INTERNATIONAL HILLAH SHRINERS,0
6552,2018,474431690,201841359349307949,BEATY BUTTE WILD HORSE TRAINING FACILITY,55930
412,2018,921069936,201841359349307719,ALBINA HEAD START INC,12601727
4716,2018,930938966,201841359349307709,OREGON ASSOCIATION OF AREA AGENCY ON AGING AND DISABILITIES,120000
778,2018,930391547,201841349349310904,OREGON COLLEGE OF ART AND CRAFT,3308996
5066,2018,680524940,201841349349309594,PREGNANCY CENTER,147513
808,2018,936026088,201841349349309279,AUDUBON SOCIETY OF PORTLAND,1979871
16,2018,930579722,201841349349304434,SALEM HEALTH,386294442
982,2018,237002687,201841349349304379,SALEM HEALTH FOUNDATION,0
2396,2018,931270807,201841349349304374,SCRAP SCHOOL AND COMMUNITY REUSE ACTION PROJECT,621796
6998,2018,931280400,201841349349302524,LIBRARIES OF EASTERN OREGON,0
6820,2018,930916118,201841349349300009,OREGON SPORTS UNION,0
5462,2018,931188307,201841319349303684,NORTHWEST PROFESSIONAL RODEO ASSN DBA NPRA,51659
6248,2018,931185531,201841309349304229,RECREATION FOUNDATION,119879
1350,2018,930771833,201841309349304079,MT HOOD HOSPICE,1462953
770,2018,930513669,201841309349303914,CLATSOP BEHAVIORAL HEALTHCARE,5291548
744,2018,930323668,201841309349301884,NW PRIORITY CREDIT UNION,2859563
6512,2018,814624043,201841309349300969,OREGON RURAL HEALTH INITIATIVE,0
6274,2018,880393935,201841309349300729,EXHIBITOR APPOINTED CONTRACTOR ASSN,89587
5530,2018,931241436,201841299349302429,MID VALLEY GLEANERS,0
6964,2018,931136507,201841289349302719,PENDLETON LINEBACKERS CLUB,0
5314,2018,271495485,201841289349302359,GROW PORTLAND,170807
226,2018,342030255,201841289349301839,MIRABELLA,13578209
3998,2018,930196193,201841289349301504,JOINT COUNCIL OF TEAMSTERS NO 37,287698
3046,2018,931208608,201841289349300634,CORVALLIS PUBLIC SCHOOLS FOUNDATION,0
578,2018,930554156,201841289349300424,COMMUNITY ACTION TEAM,5753045
366,2018,911943624,201841279349302209,NEIGHBORHOOD PARTNERSHIPS INC,933535
3858,2018,931257753,201841249349301399,BLUE MOUNTAINS HABITAT RESTORATION COUNC CO CONFEDERATED TRIBES TAX DEPARTMENT,0
3276,2018,930364662,201841249349300754,VETERANS MEMORIAL CLUB,97745
1034,2018,931171184,201841239349301309,ARCHBISHOP FRANCIS N BLANCHET SCHOOL,2481697
6374,2018,861166255,201841159349301024,MINDS MATTER OF PORTLAND INC,0
840,2018,930725603,201841099349300329,SANTIAM CHRISTIAN SCHOOLS,4085802
6934,2018,930885035,201841079349301619,SOUTH LINCOLN RESOURCES,0
6588,2018,510175514,201841079349301114,FRIENDS OF THE LAKE OSWEGO PUBLIC LIBRARY,19696
6602,2018,931015277,201840999349300439,AFRICAN AMERICAN HEALTH COALITION INC,366588
3766,2018,930813258,201840929349300874,IMAGO THE THEATRE MASK ENSEMBLE,149314
844,2018,931164505,201840899349300649,WALLOWA VALLEY CENTER FOR WELLNESS INC,2989182
6070,2018,930619849,201840899349300534,CROSSROADS CREATIVE AND PERFORMING ARTS CENTER INC,84819
1960,2018,936012576,201840889349300149,DESCHUTES UNITED WAY,266610
4718,2018,383797599,201840799349300934,FCC ENTERPRISES INC,0
7136,2018,931165763,201840739349300634,COVE UNION POWDER MEDICAL ASSOCIATION,0
6580,2018,462163414,201840669349300444,LIFEWORKS NW SOLUTIONS,0
1830,2018,261652936,201840649349300239,OREGON BUILT ENVIRONMENT AND SUSTAINABLE TECHNOLOGIES CENTER INC,966385
6736,2018,931292905,201840609349300614,TOTAL DEVELOPMENT CENTER,52261
7242,2018,931077501,201840579349301204,BROOKINGS HARBOR FRIENDS OF MUSIC INC,0
1180,2018,930790539,201840579349300009,WESTSIDE CHRISTIAN HIGH SCHOOL,1739695
1978,2018,202738271,201840549349300619,SOUTHWEST CHARTER SCHOOL,1074056
4906,2018,452408314,201840469349302519,GO WITH GOD GLOBAL,0
5828,2018,931278854,201840469349300344,ARTS FOUNDATION OF LAKE OSWEGO,114377
6846,2018,954070694,201840439349301514,PROGRESSIVE HEALTH SERVICES,65035
2064,2018,930763150,201840369349300619,WALDORF EDUCATION ASSOCIATION EUGENE WALDORF SCHOOL,980852
5202,2018,930881484,201840339349301504,CENTRAL NORTHEAST NEIGHBORS INC,220492
5292,2018,931314764,201840199349300724,MARYS RIVER WATERSHED COUNCIL,153577
3890,2018,936041670,201840169349301024,OREGON LIBRARY ASSOCIATION,0
6730,2018,930577934,201840129349301234,INSTITUTE FOR INTERNATIONAL CHRISTIAN COMMUNICATIONS INC,187242
130,2018,930622075,201833559349300648,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,41279912
1492,2018,930594506,201833549349301358,BOB BELLONI RANCH INC,1970986
6348,2018,930879944,201833549349300643,SELLWOOD MORELAND IMPROVEMENT LEAGUE,36327
4402,2018,930964181,201833549349300343,ST VINCENT DE PAUL SOCIETY,237089
3758,2018,237404525,201833539349300838,AMERICAN COUNCIL OF ENGINEERING COMPANIES OF OREGON,228224
2352,2018,930884244,201833519349301013,OREGON BUSINESS COUNCIL,620538
3778,2018,930094834,201833519349300778,NPLEX,322863
6346,2018,930478496,201833519349300413,OLNEY-WALLUSKI WATER ASSOCIATION,7088
4278,2018,352212258,201833489349301263,SOUTH COLUMBIA FAMILY SCHOOL,321914
1188,2018,930722603,201833479349300343,OLD MILL CENTER FOR CHILDREN AND FAMILIES INC,2148706
2354,2018,113663044,201833469349300713,ART4LIFE,896514
3624,2018,680032731,201833469349300233,CALIFORNIA ASSOCIATION OF COUNCILS OF GOVERNMENTS,497109
2128,2018,930776334,201833459349300858,HISTORIC ELSINORE THEATRE INC,444150
4156,2018,462856284,201833459349300803,RESOURCE LINK CHARTER SCHOOL,398519
1480,2018,460491274,201833449349300868,WILLAMETTE LEADERSHIP ACADEMY,12756
3212,2018,455524830,201833449349300773,OREGON VIRTUAL EDUCATION,671888
2634,2018,931065133,201833419349300038,HEALTH CARE COALITION OF SOUTHERN OREGON,288996
2230,2018,931152908,201833409349300628,HARMONY MONTESSORI SCHOOL INC,906007
4544,2018,931120777,201833409349300428,INTERVENTIONAL ANGIOGRAPHY ASSOCIATES PC,0
1066,2018,931051724,201833389349300953,OREGON CHILDRENS FOUNDATION,2333692
2124,2018,473777643,201833349349300738,FULL ACCESS HIGH DESERT,1027686
6220,2018,237026604,201833329349300618,AMERICAN LEGION POST 116,9032
4080,2018,931076130,201833319349301013,CRATER FOUNDATION,32056
2106,2018,262018413,201833309349301013,MOLALLA RIVER ACADEMY,1027783
1904,2018,931296441,201833309349300733,RIDGELINE MONTESSORI PUBLIC,1530430
4086,2018,943076587,201833309349300638,HOPE PREGNANCY CLINIC,212348
6704,2018,931220053,201833309349300128,RECLAIMING VICTORY MINISTRIES INC,67854
5144,2018,931061561,201833239349300883,NORTHEAST OREGON AREA HEALTH EDUCATION CENTER INC,189039
5916,2018,931196184,201833209349301518,AIRPORT ROTARY FOUNDATION CO STEPHEN CLARKE,0
1108,2018,943076293,201833209349301433,ST CHARLES FOUNDATION INC,0
2504,2018,202305808,201833209349301163,DIVERSIFIED ABILITIES INC,704498
2318,2018,931176721,201833199349320753,OREGON LEAGUE OF CONSERVATION VOTERS,1156463
2910,2018,931177957,201833199349320628,OREGON LEAGUE OF CONSERVATION VOTERS EDUCATION FUND,830214
1984,2018,931117662,201833199349320528,PORTLAND POLICE ASSOCIATION,277028
1436,2018,43594598,201833199349320378,PYTHON SOFTWARE FOUNDATION,388970
720,2018,202884155,201833199349319733,MAITRIPA COLLEGE,267140
2544,2018,931127536,201833199349319518,BOYS AND GIRLS CLUBS OF BEND INC,742641
2982,2018,931011913,201833199349319278,BETTER LIFE TELEVISION INC BETTER LIFE BROADCASTING NETWORK,348626
6068,2018,931205915,201833199349319258,MT ANGEL COMMUNITY FOUNDATION,0
4884,2018,930718331,201833199349319083,SALEM ART ASSOCIATION ENDOWMENT FOUNDATION,0
6402,2018,562497219,201833199349319068,SHERIE HILDRETH OVARIAN CANCER FOUNDATION,0
176,2018,930243503,201833199349318928,UNITUS COMMUNITY CREDIT UNION,20840800
5118,2018,930572009,201833199349318798,OREGON MANUFACTURED HOUSING ASSOCIATION,0
104,2018,930396847,201833199349318468,MID-VALLEY HEALTHCARE INC,71810823
142,2018,931305493,201833199349318133,SAMARITAN NORTH LINCOLN HOSPITAL,39412622
1096,2018,237252406,201833199349318058,GOOD SAMARITAN HOSPITAL FOUNDATION CORVALLIS,0
5172,2018,931296756,201833199349317913,TEEN REACH,65543
3480,2018,454176224,201833199349317803,MOMENTUM ALLIANCE,438498
146,2018,931231494,201833199349317178,PROVIDENCE PORTLAND MEDICAL FOUNDATION,234532
3802,2018,261666325,201833199349316923,HOMEPLATE YOUTH SERVICES,329437
3506,2018,930451732,201833199349316638,TYEE YACHT CLUB CO PROFECTUS CPA,55595
3416,2018,431985190,201833199349316308,INCIGHT COMPANY,345130
1478,2018,911842787,201833199349315578,BNAI BRITH MENS CAMP ASSOCIATION,1208581
2434,2018,320288058,201833199349315433,IRON TRIBE NETWORK INC,429472
3662,2018,930286205,201833199349315393,SPRINGFIELD AREA CHAMBER OF COMMERCE,374209
2292,2018,930634959,201833199349315138,AGC-IUOE LOCAL 701 TRAINING TRUST FUND,747774
4150,2018,930771249,201833199349314793,AUTISM SOCIETY OF OREGON,110238
2344,2018,930696480,201833199349314663,IMMIGRATION COUNSELING SERVICE INC,879514
4178,2018,264449347,201833199349314423,UMPQUA LOW-COST VETERINARY SERVI,231389
3450,2018,611557140,201833199349313548,CIRCUS PROJECT,491505
3958,2018,300150634,201833199349311338,OREGON ALLIANCE OF CHILDRENS PROGRAMS,183815
4096,2018,300407470,201833199349309993,SAGE COMMUNITY SCHOOL,342273
2806,2018,930577208,201833199349309988,KLAMATH LAKE CO COUNCIL ON AGING,200930
4048,2018,461240416,201833199349309643,CENTRAL OREGON ANIMAL FRIENDS,161944
2062,2018,237136446,201833199349308403,CHILD EVANGELISM FELLOWSHIP OF OREGON INC,1110736
3916,2018,274743976,201833199349308168,REALITY KITCHEN NONPROFIT,274053
3722,2018,320202371,201833199349307933,GHOST TREE INVITATIONAL LTD,0
3004,2018,272773359,201833199349307583,COMMUNITY RESOURCE TRUST,110917
1500,2018,202587074,201833199349307503,EARTH ADVANTAGE,1749544
2464,2018,911838169,201833199349307323,CLACKAMAS RIVER BASIN COUNCIL INC,354247
3736,2018,362953530,201833199349307258,MINT INDUSTRY RESEARCH COUNCIL,0
5652,2018,472786960,201833199349307163,STAND FOR HAITI INC,0
6136,2018,470991908,201833199349306888,WIGGLY TAILS DOG RESCUE,20366
5536,2018,452413443,201833199349306828,BIG TUNA CHAPTER OF OREGON 98 DUCKS UNLIMITED,0
5376,2018,451739761,201833199349306643,NETWORK TIME FOUNDATION INC,0
3418,2018,930213280,201833199349306438,LINN FOREST PROTECTIVE ASSOCIATION,0
6620,2018,930856470,201833199349306413,COLUMBIA COUNTY SELF-HELP INC,0
6614,2018,930716075,201833199349305293,DOUGLAS COUNTY ASSOCIATION OF REALTORS,43551
3284,2018,930681430,201833199349304893,LANE ARTS COUNCIL,210980
3178,2018,931078155,201833199349304888,BULL SESSION CHARITY GOLF TOURNAMENT,0
6338,2018,202789741,201833199349304828,BLANCHET CATHOLIC SCHOOL FOUNDATION,0
6830,2018,134299277,201833199349304803,USBC 80639 GREATER PORTLAND BOWLING ASSOCIATION,34421
2082,2018,810904009,201833199349304763,OREGON MILITARY MUSEUM PROJECT,82000
3202,2018,930921990,201833199349300018,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL FOUNDATION INC,104639
5982,2018,930507487,201833189349313403,ORCHARD HEIGHTS WATER ASSOCIATION,33630
962,2018,930892794,201833189349313238,SOUTHERN OREGON PUBLIC DEFENDER INC,4032854
622,2018,930241933,201833189349313228,OREGONIANS CREDIT UNION,4227507
3008,2018,936031470,201833189349313223,WI NE MA CHRISTIAN CAMP INC,353864
4446,2018,900344383,201833189349313098,LEELA FOUNDATION,143522
2994,2018,930736369,201833189349312803,POLK ADOLESCENT DAY TREATMENT CENTER,565826
2670,2018,930324966,201833189349312533,ST PAUL COOPERATIVE TELEPHONE ASSOC,177179
3340,2018,931297400,201833189349312513,KLAMATH BIRD OBSERVATORY,530757
6054,2018,931078749,201833189349312463,OREGON WALKS,122429
952,2018,461562797,201833189349312198,TRACKTOWN USA INC,1789278
4026,2018,930329561,201833189349312023,REDMOND CHAMBER OF COMMERCE,297092
452,2018,931248795,201833189349311818,OREGON STATE UNIVERSITY BOOKSTORE INC,2688798
7338,2018,453083519,201833189349311628,GRAY FAMILY FOUNDATION,0
138,2018,931046399,201833189349311598,OCF JOSEPH E WESTON PUBLIC FOUNDATION,0
2838,2018,203569580,201833189349311358,CHEHALEM CENTER ASSOCIATION DBA CHEHALEM CULTURAL CENTER,372385
5242,2018,930887396,201833189349311288,PACIFIC PRINTING INDUSTRIES ASSOC,133659
5908,2018,237200802,201833189349310888,NORTHWEST CHAPTER AAAE,0
5952,2018,930691877,201833189349310263,OREGON ACADEMY OF OPHTHALMOLOGY,0
3986,2018,930494085,201833189349310163,AMERICAN POSTAL WORKERS UNION 128,218315
2404,2018,931155569,201833189349310013,COBB CHILDRENS LEARNING CENTER,807734
1406,2018,936023450,201833189349309543,ROSE VILLA FOUNDATION INC,0
3014,2018,931128220,201833189349308848,EUGENE EDUCATION FOUNDATION,107549
6688,2018,930792553,201833189349308638,UPPER ROGUE COMMUNITY CENTER INC,36961
5186,2018,930953615,201833189349308343,CASA OF LINN COUNTY INC,204328
4878,2018,352167322,201833189349307948,NORTH PORTLAND BIKEWORKS,91176
5050,2018,931128004,201833189349306953,COMMERCIAL ASSOCIATION OF BROKERS,80770
4368,2018,930556522,201833189349306383,AGRI-BUSINESS COUNCIL OF OREGON,213273
4734,2018,943102115,201833189349306218,AGRI-BUSINESS EDUCATION CORPORATION,0
5428,2018,931190084,201833189349306118,MIRACLES CLUB,179964
4052,2018,930883280,201833189349306108,GRANTS PASS ACTIVE CLUB INC,0
3462,2018,931213728,201833189349305518,GROWING GARDENS,385660
302,2018,930421470,201833189349304533,WILLAMETTE COMMUNITY HEALTH SOLUTIONS INC,13217301
5170,2018,460911202,201833189349304328,COLUMBIA GORGE HEALTH COUNCIL CO KAREN JOPLIN,150695
3068,2018,270708680,201833189349303498,107 INDEPENDENT SUPPORTERS TRUST,0
2892,2018,930767381,201833179349308473,GREENLEAF INDUSTRIES INC,468819
2996,2018,943112973,201833179349307978,OPAL CREEK ANCIENT FOREST CENTER,391981
1954,2018,930847710,201833179349307943,PIONEER COURTHOUSE SQUARE OF PORTLAND INC,457574
870,2018,930581470,201833179349307723,BOYS AND GIRLS CLUB OF SALEM MARION AND POLK COUNTIES,1991390
4910,2018,473635380,201833179349307488,CAMP45 CONTEMPORARY,78045
5818,2018,930562411,201833179349305573,LANE COUNTY MEDICAL SOCIETY,173030
3698,2018,262998882,201833179349305348,BAGS OF LOVE,73107
348,2018,930415213,201833179349305003,DALLAS MENNONITE RETIREMENT COMMUNITY,12021251
1348,2018,930804475,201833179349304003,KLAMATH HOSPICE INC,1636931
1566,2018,273094382,201833179349303973,OUR CHILDRENS TRUST,948661
862,2018,930275980,201833179349302983,SCIO MUTUAL TELEPHONE ASSOCIATION,271461
102,2018,930386936,201833179349301698,MID-COLUMBIA MEDICAL CENTER,71710584
600,2018,936023043,201833179349301598,MASONRY WELFARE TRUST,0
6174,2018,930824528,201833179349300448,OREGON ASSOCIATION FOR HOME CARE INC,0
5466,2018,931062307,201833169349305068,TERWILLIGER PLAZA FOUNDATION INC,0
2668,2018,930568356,201833169349303398,WORLD AFFAIRS COUNCIL OF OREGON DBA WORLDOREGON,638184
2234,2018,931212530,201833169349302998,CHILDRENS COURSE INC,425709
5692,2018,930726803,201833169349302048,REDMOND COUNCIL FOR SENIOR CITIZENS REDMOND SENIOR CENTER,83697
3982,2018,203189709,201833149349300723,LOWER COLUMBIA HISPANIC COUNCIL,235610
218,2018,930465543,201833149349300308,MARION AND POLK SCHOOLS CREDIT UNION,13654795
208,2018,930864012,201833139349304113,INLANDBOATMENS UNION OF THE PACIFIC NATIONAL HEALTH BENEFIT TRUST,0
640,2018,930818160,201833139349303973,NORTHWEST YOUTH CORPS,2369557
5430,2018,930879806,201833139349303868,NORTHWEST INDUSTRIAL GAS USERS,130100
1528,2018,936030669,201833139349303858,EASTERN OREGON UNIVERSITY FOUNDATION,0
4794,2018,936001931,201833139349303793,SCAPPOOSE DRAINAGE IMPROVEMENT COMPANY,42864
2126,2018,930793059,201833139349303733,FOOD SHARE OF LINCOLN COUNTY,151931
1000,2018,200838203,201833139349303463,ECLIPSEORG FOUNDATION INC,1882937
6002,2018,581773512,201833139349303183,INSTITUTE FOR EDUCATIONAL STUDIES,120776
6610,2018,931252040,201833139349302873,NORTH LAKE WELLNESS CENTER,1000
5806,2018,931059514,201833139349302593,TIGARD HIGH BAND BOOSTERS,0
5580,2018,273210225,201833139349302163,DEPAVE,77868
250,2018,930980637,201833129349303413,PARTNERSHIPS IN COMMUNITY LIVING INC,24894054
5550,2018,203108431,201833129349303388,DAYSTAR EDUCATION INC,103725
6856,2018,936024430,201833129349303378,CANBY POST 122 THE AMERICAN LEGION,57432
7128,2018,931056759,201833129349303083,NEWPORT PUBLIC LIBRARY FOUNDATION INC,0
2,2018,840591617,201833129349302398,KAISER FOUNDATION HEALTH PLAN OF COLORADO,747488942
6752,2018,900455089,201833129349301718,AFIYA APARTMENTS INC,0
3548,2018,930616451,201833119349302673,OREGON SEED COUNCIL,0
4248,2018,943090169,201833119349302668,BOSCO-MILLIGAN FOUNDATION ARCHITECTURAL HERITAGE CENTER,299588
3124,2018,930112213,201833119349302263,AMERICAN LEGION POST 1,9707
4042,2018,930241560,201833109349302573,RENTAL HOUSING ASSOCIATION OF GREATER PORTLAND,156946
1980,2018,912141962,201833109349302433,GREAT NORTHWEST ATHLETIC CONFERENCE,357735
6294,2018,930139165,201833109349301803,CHI OMEGA SORORITY PSI ALPHA CHAPTER,0
3312,2018,474223651,201833109349301278,VISIT MCMINNVILLE,205349
4270,2018,931329192,201833099349302493,HEARTWOOD RESOURCES,257592
7142,2018,930584501,201833099349302338,LAKE COUNTY 4H LEADERS ASSOCIATION,0
430,2018,930575982,201833099349300928,PROVIDENCE ST VINCENT MEDICAL FOUNDATION,220440
7156,2018,820927044,201833079349300553,PMWAC INC,0
1192,2018,931094933,201833069349302203,COLUMBIA CHRISTIAN SCHOOLS,1673185
3128,2018,205111506,201833069349302113,INAVALE COMMUNITY PARTNERS INC,686057
1258,2018,931127133,201833069349301698,MARION COUNTY ASSOCIATION OF DEFENDERS,155322
574,2018,916070467,201833069349301263,ALL ALASKA LONGSHORE HEALTH AND WELFARE TRUST FUND,10270
164,2018,930958642,201833069349300933,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,1445311
4610,2018,930775602,201833049349301718,NORTHEAST COMMUNITY CHILD DEVELOPMENT CENTER INC,320505
194,2018,930468003,201833049349301223,FIRST COMMUNITY CREDIT UNION,18465670
6384,2018,264329483,201833039349301238,SAFARI CLUB INTERNATIONAL,0
4996,2018,943098016,201833029349302038,OREGON NIKKEI ENDOWMENT,194626
3894,2018,936010464,201833029349301043,GALES CREEK CAMP FOUNDATION,223410
7078,2018,930662311,201832979349301213,SANDY V F W POST 4273,2666
620,2018,911854545,201832979349300343,NORTHWEST HEALTH FOUNDATION,650461
7154,2018,931157192,201832969349300738,ELK ROCK GARDEN FOUNDATION,0
2328,2018,201627314,201832969349300628,WESTWIND STEWARDSHIP GROUP,792703
1670,2018,208187573,201832959349300908,PORTLAND MALL MANAGEMENT INC,0
7260,2018,204763521,201832959349300543,OREGON CENTER FOR CHRISTIAN VALUES,10491
5022,2018,930995215,201832929349301113,PENDLETON UNDERGROUND TOURS INC,145984
6882,2018,943110219,201832919349301428,UMATILLA PARTNERSHIP HOUSING INC,21304
6246,2018,263561170,201832919349301218,WILD RIVERS ANIMAL RESCUE,112803
4574,2018,930914340,201832899349300523,VESTIBULAR DISORDERS ASSOCIATION,224743
3686,2018,930655489,201832889349301888,OREGON DAIRY WOMEN,47660
6432,2018,455548275,201832889349300633,INSTITUTIONAL STOVE SOLUTIONS,35496
50,2018,936023048,201832859349301623,HARRISON ELECTRICAL WORKERS TRUST,0
3906,2018,931162435,201832859349301258,MCDOUGAL FOUNDATION,0
3502,2018,205878551,201832859349300043,PIONEER RELIEF NURSERY PIONEER RELIEF NURSERY,263716
36,2018,936021475,201832849349301958,OREGON TEAMSTER EMPLOYERS TRUST,0
7288,2018,930792878,201832849349301913,UNION COUNTY ECONOMIC DEVELOPMENT CORP,17186
590,2018,931078543,201832849349301858,METROPOLITAN AFFORDABLE HSG CORP,609842
5520,2018,453692877,201832819349301303,KINGS KIDS CHRISTIAN PRESCHOOL,84271
3940,2018,936024287,201832819349300913,SACRED HEART HOSPITAL GUILD,0
